,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.02001113875748778,0.0892594408085011,-0.07996042374350038,-0.020086666620236397,0.016460263956039646,0.17914557064748388,0.0883321971204247,-0.0018981227258535868,0.05511335638304612,-0.03834402087766523,0.21815950436792242,0.004553624031112164,-0.04041407209968878,0.030621341657593622,0.10290779343866346,0.1810313768669917
HALLMARK_ALLOGRAFT_REJECTION,-0.04024052728159852,0.07382042062581987,-0.003542060422908777,-0.01847729051901474,-0.022022263931289573,0.2592895791564511,0.08042476100114271,-0.014814493529672275,0.03857529371598727,-0.013833820439927294,0.17437583610348514,0.004379307895187608,-0.11395748331656788,-0.015701648583416012,-0.023228092605099795,-0.08394339257022071
HALLMARK_ANDROGEN_RESPONSE,-0.05670007936046095,0.05129117244387988,0.03871011458733581,0.08182535397980216,-0.015383908475813002,0.23169723348235952,0.05505202832399833,-0.04086806786593346,0.0753890940234105,-0.040699933917232575,0.11955483480630472,-0.013770269955819248,-0.015073404875710855,-0.023070608086047224,0.05804345413679879,0.1449357569945375
HALLMARK_ANGIOGENESIS,0.007371555957241335,-0.03258269717431115,-0.155297376329201,0.07593489697247574,0.03662381492998239,0.2587653549971489,-0.04309073738734163,0.06761315419309863,-0.044125283962625265,0.11710507990032397,0.14253794991855093,-0.12527669292570678,0.08204196097250388,-0.018800535616595677,-0.1037633244467058,0.09780475823795741
HALLMARK_APICAL_JUNCTION,-0.0367886928400158,0.06567527552982264,-0.08427949291881376,-0.038371548220968395,0.024972074375537952,0.24415846810253578,0.033984459198548464,-0.005821667011404994,0.06533731359196836,-0.05340955548572541,0.1279409871146869,0.05134262779108486,-0.05064548010936237,0.028454700753410524,0.06959315079588926,0.09871078633942128
HALLMARK_APICAL_SURFACE,5.472113230082039e-05,-0.0473006559310087,-0.026227760238652156,-0.09036823803970788,0.024278024970301217,-0.10240256557538338,0.02451443719323747,-0.0034916268365710623,0.06868317066342863,0.011194697681146082,0.09433475845377481,-0.09153607940622036,0.013553314065432167,0.030154434889758514,-0.01067763057143359,0.03152971226660574
HALLMARK_APOPTOSIS,0.009435441785538684,0.028387850186321884,0.05008217309373884,0.06879786190068223,0.006665011800640586,0.042292506216477746,0.01199680578014588,0.024901682301905093,-0.03249757381895697,-0.0802234258779915,0.027403098846421968,-0.01775563939368509,-0.08185728101237107,0.04523492246366912,0.0057443682851028785,-0.10961660571403678
HALLMARK_BILE_ACID_METABOLISM,-0.032132920049488325,0.03402088229504672,-0.06839328204798129,-0.06238964586981042,0.0021413135732936094,0.2477688782849255,0.04906038273345234,0.056430648895374726,0.07310259557643153,-0.02000038677134091,-0.008609782422560582,-0.03693626142751376,0.03489359448613124,0.0571723649861698,0.14501766996370183,0.17251282552903965
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.005131435386915112,0.0749095260562322,-0.048767575095116256,0.03470941123323839,0.0019619459143862313,0.16990415929326413,-0.02569873883579609,0.012660186289345003,0.019468609999659593,-0.001319730125889556,0.1161538640590544,0.03695017435061166,-0.03293039984538701,0.028441000040399855,0.19149702349996722,0.18432541949328218
HALLMARK_COAGULATION,-0.04380059449047191,0.10202366261243419,-0.07370497901886827,-0.09888115983469672,-0.04895460607490889,0.19752884671575555,0.05414544552167437,0.08551063729086587,0.10889568287756611,-0.11828992224680697,0.10098027195499276,-0.1050094968308757,-0.0687126747054558,0.016780526170547726,-0.03856086456820662,0.06582020840421515
