,UKF248,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05210765618635088,0.057229222191841976,0.007807861896196505,-0.02496143522626428,0.07810756529117874
HALLMARK_ALLOGRAFT_REJECTION,0.020680509593526575,0.05796361830827776,-0.06551995107583265,-0.013282837036965237,-0.013175541795077468
HALLMARK_ANDROGEN_RESPONSE,0.07295414675129308,0.09048074346195162,0.04014040188696137,-0.00851534157601632,0.10676892291960394
HALLMARK_ANGIOGENESIS,0.0013918272305044877,0.027089489001829004,-0.01032838836332652,0.011489083209862956,0.037223132332783786
HALLMARK_APICAL_JUNCTION,0.05383599105690513,0.06727026452858652,0.04936227731029131,-0.05068248754401698,0.11932114412873059
HALLMARK_APICAL_SURFACE,-0.009820926544913766,0.025289059124725042,-0.025604841499678392,0.051543412341903995,0.09824346273362987
HALLMARK_APOPTOSIS,0.057184012823865996,0.04312431502796356,0.05390495577101939,-0.03905354239280844,0.02506389907068892
HALLMARK_BILE_ACID_METABOLISM,-0.030463178978526382,0.04985359319752421,-0.0037293274042035918,-0.04282148046221744,0.09998367614091923
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03995454202812849,0.04232183456906966,0.01736997670846782,-0.03242101615596963,0.10381709172054357
HALLMARK_COAGULATION,0.019798453923403715,0.02567301611058969,0.021812389128909194,-0.07165978657215759,0.06857848707574378
HALLMARK_COMPLEMENT,0.03289580906848638,0.10346011055875474,0.00027952824254975315,-0.08802300012270306,0.001586431411686486
HALLMARK_DNA_REPAIR,0.08298816056357691,0.08581241909030835,0.03492066799017844,-0.04866024841562025,0.15820799745722838
HALLMARK_E2F_TARGETS,0.007916252592094199,0.09251169331598083,0.007616298971212215,-0.05011392999701444,0.09101604025882037
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0366123755840351,0.052608148774454126,0.06810386326620368,-0.03260907167904234,0.11186387494883943
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0438922806263165,0.03017133281627406,0.06799417502381358,-0.0930937725072657,0.1335671580077392
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0074246915328016255,0.07872481147475648,0.004244231520170173,-0.011389458764151277,0.02646278010105662
HALLMARK_FATTY_ACID_METABOLISM,0.023221581156934602,0.0439904039615732,0.03347317855019158,-0.04946378789364709,0.0652527799885946
HALLMARK_G2M_CHECKPOINT,0.004699739588851946,0.044290862569021275,0.05097780330482805,-0.01978767817896326,0.11517442772743189
HALLMARK_GLYCOLYSIS,0.06532757977698458,0.06192137238897856,0.08399165532944398,-0.034621847982378905,0.1247012610088578
HALLMARK_HEDGEHOG_SIGNALING,0.09145696701250947,0.03600323502625075,0.03921423787816553,-0.05324355922264165,-0.005089132871133293
HALLMARK_HEME_METABOLISM,0.07641344200129652,0.07180003308585095,0.023912121332033905,-0.02065915014961887,0.11315228434285424
HALLMARK_HYPOXIA,-0.00986470379928675,0.0001970887971657886,0.07866887447341711,-0.04575739286103843,0.06977998860853654
HALLMARK_IL2_STAT5_SIGNALING,0.08016847754111334,0.08164876656799647,0.012863370073417573,-0.05450712691162126,0.08811048722980191
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.07147523880152656,0.05584287544278476,-0.02409501081989333,-0.0389613287071622,0.10978519456787611
HALLMARK_INFLAMMATORY_RESPONSE,0.041184231345691734,0.0032916838614902035,0.04719472652044373,-0.056618042986917555,0.026191578820020912
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.05409628831755063,0.08532352787181718,-0.007361277485926748,0.006144078028969837,0.09178453056670244
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.03678448363681465,0.020757906600736457,0.022233604391122267,-0.04123876780786766,0.11380713641247615
HALLMARK_KRAS_SIGNALING_DN,0.04040723089512042,0.018376011772035707,0.010238704091141082,-0.037159454880941,0.047101787736447395
HALLMARK_KRAS_SIGNALING_UP,0.09135500840950951,0.036979643442881696,-0.014369791978786751,-0.07271712015308049,0.0074658071578934185
HALLMARK_MITOTIC_SPINDLE,0.0707328071044339,0.06404519152547544,0.050794692392305704,-0.011296416056855862,0.11463363758218453
HALLMARK_MTORC1_SIGNALING,0.04537683024671152,0.025007255649845062,0.046699599123054096,-0.013763111658764584,0.07395260608656412
HALLMARK_MYC_TARGETS_V1,0.06659071595028622,0.09817791311123918,0.0178490377071255,-0.037240714763428,0.11305283858543133
HALLMARK_MYC_TARGETS_V2,0.045420936471895976,0.020512957278756058,0.016975523238901846,0.023663423736674277,0.10560160743466832
HALLMARK_MYOGENESIS,0.04172729600371509,0.06741616502879401,0.007627262405508775,-0.022039808478067104,0.04397203648120909
HALLMARK_NOTCH_SIGNALING,0.037364817648375084,0.05020002962351431,-0.003965358811161936,0.038433585503557056,0.09293548092447006
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.007780069403448257,0.07636416778191436,0.027937060858413652,-0.02893388631696022,0.07050181119611038
HALLMARK_P53_PATHWAY,0.0653270040780645,0.06477351609179594,0.020709229607162767,-0.05781655926991229,0.13681732045509504
HALLMARK_PANCREAS_BETA_CELLS,0.0579618070953085,0.03328973239243588,0.005748522213158819,-0.035962385445615364,-0.03217229185123262
HALLMARK_PEROXISOME,0.0399843684170557,0.02836831688225229,0.008971604371108659,0.010433685063512655,0.07331415528794938
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.09647751393064455,0.0559975955338103,0.011208790303959703,-0.009282776057960842,0.08308618636613785
HALLMARK_PROTEIN_SECRETION,0.08420603821991149,0.10369371533214626,0.04215043670722981,-0.06284572296333765,0.12180507525815086
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.07970010534826079,0.07959042298247361,-9.892875186202373e-05,0.03795112327329943,-0.02095688667669003
HALLMARK_SPERMATOGENESIS,0.03757247332158595,0.04317381244155251,0.010968311466107472,-0.06134796453890007,0.0872399026242841
HALLMARK_TGF_BETA_SIGNALING,0.0663742871261408,0.047243056835439605,0.005325612760926224,-0.028957786096975597,0.11055788157708103
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.0746194059384571,-0.047646265736238,0.06296188438789181,-0.006230406606559007,0.11162499027598069
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.11553122710367823,0.08036058483444684,0.03436745449404565,-0.01493465164033864,0.13836579280371594
HALLMARK_UV_RESPONSE_DN,0.03528373846155093,0.0698008164236599,0.012889394755015767,-0.07681300720864351,0.1409897712698643
HALLMARK_UV_RESPONSE_UP,0.08645471015633906,0.08829911600696894,0.031188030869960793,-0.01885069143280784,0.04643926112498053
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.048584729220770416,0.030367408504328643,0.05381465821078733,0.009430776911466765,0.12347732419191186
HALLMARK_XENOBIOTIC_METABOLISM,0.08409040944938641,0.07911723850748213,0.04622748823667769,-0.016308643121684195,0.12477212502148197
