,UKF243,UKF259,UKF275,ZH1007nec,ZH8811Abulk
HALLMARK_ADIPOGENESIS,-0.10150395629262358,-0.0635266100641659,-0.06356075635706995,-0.10318562144526118,-0.09178070111347567
HALLMARK_ALLOGRAFT_REJECTION,0.05331571028343224,-0.008517248925550341,-0.005160890342374959,-0.0166886548845302,-0.05974073693567177
HALLMARK_ANDROGEN_RESPONSE,-0.014841514534741949,0.052655707742651894,0.0606073972038224,-0.05994166265346825,-0.05804325042392911
HALLMARK_ANGIOGENESIS,0.04498341346825282,0.008782513057502968,0.11181035123214957,0.08131489647239394,0.08541084536596875
HALLMARK_APICAL_JUNCTION,-0.06746229589793981,-0.03773224422642944,0.06489859219126824,-0.0921535789666924,-0.07726352434901584
HALLMARK_APICAL_SURFACE,-0.12569607394089433,-0.10026052299928481,-0.06631331001693477,-0.20306471962982028,-0.0825962647695954
HALLMARK_APOPTOSIS,-0.033671917680077615,-0.0331411471744285,0.17497194466197352,0.023492146359009813,0.14634469210319792
HALLMARK_BILE_ACID_METABOLISM,-0.11141591418684134,-0.012467796334413835,0.052674011229671566,-0.20283532130622325,-0.10415288524840918
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.12040352236027617,-0.0008115450129653609,0.09862166245452852,0.012031538020077627,-0.06976005386984019
HALLMARK_COAGULATION,-0.10334084889522618,-0.07289474803549788,0.01261109338505752,-0.2185471818767343,-0.08699874039864894
HALLMARK_COMPLEMENT,-0.04528750492958138,-0.006639496017973578,0.1054855886114082,0.09316009759494079,0.049741302213322625
HALLMARK_DNA_REPAIR,-0.08357684345243353,0.036364534459985054,0.012608385174048942,-0.14312358595884683,-0.06793705511256543
HALLMARK_E2F_TARGETS,-0.1072543956004549,-0.014088738134110384,0.02175016928911594,-0.14991897387170394,-0.09515303183635603
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.004301639127068564,0.027051167270865067,0.14187406008533818,0.04892644632021289,0.1313074715349832
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0922524465441695,-0.015432609544325787,0.0017437274181786755,0.04399745496332533,0.044991529239103635
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.11998340450600013,-0.0059900791783722655,-0.027728686005937912,-0.05964124561620734,-0.11158361223152491
HALLMARK_FATTY_ACID_METABOLISM,0.06100141485422855,0.03258351249968848,0.12890542503570654,0.07378385147852062,0.1150759206635226
HALLMARK_G2M_CHECKPOINT,-0.06603013198428594,-0.005475344167356299,0.11384622707228496,-0.10840728643608144,0.0024681352092492887
HALLMARK_GLYCOLYSIS,-0.045851933303896315,0.012075827490426766,-0.037757788613901944,-0.09061922584820493,0.00019458785481846788
HALLMARK_HEDGEHOG_SIGNALING,-0.07854964545485796,-0.050731891832029155,-0.12853319586418405,0.13510656362150397,-0.06320155961496098
HALLMARK_HEME_METABOLISM,-0.13327698663337603,-0.05275192624084582,-0.0430107334756888,-0.09513271833784531,-0.07240187843506181
HALLMARK_HYPOXIA,0.1571965860458761,0.03910559064468434,0.16080335194196196,0.291801364308704,0.20156108033337086
HALLMARK_IL2_STAT5_SIGNALING,0.00042121657567565425,-0.005536266581767422,-0.04340260323447238,0.03848627897859441,-0.006695386681514401
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.06035523948806137,0.02755520803815071,0.04810918533525184,-0.03416292755846869,-0.07711700830645273
HALLMARK_INFLAMMATORY_RESPONSE,-0.028491569931138754,0.0388239057495965,0.12523727373594162,-0.0029912496937998796,0.15809281218655086
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.1260928395493454,-0.044887474739359876,-0.010383068464814979,-0.19520473756375348,-0.16558574487010252
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.022352024268857646,0.02059475186051915,0.10623604149089064,0.011037287283729977,0.09384765023830263
HALLMARK_KRAS_SIGNALING_DN,-0.0886547804749014,-0.10397783196100067,-0.08914526018690432,-0.14382062731774248,-0.12709843664870368
HALLMARK_KRAS_SIGNALING_UP,-0.01499933826813644,-0.04572088180293537,-0.060739711016345475,0.03824123627908728,-0.0695913406508173
HALLMARK_MITOTIC_SPINDLE,-0.09029400567869139,-0.03176393254232888,0.011332918108864824,-0.007181995331930699,-0.05933408491819756
HALLMARK_MTORC1_SIGNALING,0.0859403415634204,0.0677194584809765,0.10201009394220471,0.1674025318766682,0.1503929366611539
HALLMARK_MYC_TARGETS_V1,0.004589906880522708,0.04422897423961086,0.008822351242977425,-0.15356352820153135,-0.06906786667891832
HALLMARK_MYC_TARGETS_V2,0.0444157949157261,0.0004203123017948065,0.0029531538376115158,-0.030220432279653917,-0.013785213981910124
HALLMARK_MYOGENESIS,-0.13776491732997487,-0.05007592325406941,-0.09144795793637815,-0.1107501386506141,-0.10896450814283339
HALLMARK_NOTCH_SIGNALING,-0.08408066903932321,-0.04207547551274827,-0.08010957409573681,-0.15221644614115054,-0.11212591064711315
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.11568418185943753,0.02467017615269328,-0.08718153005083212,-0.1252814566070335,-0.08370660541154991
HALLMARK_P53_PATHWAY,0.11261111816339742,0.018107845139991974,0.1185309224412469,0.026862181283928224,-0.003593922775841411
HALLMARK_PANCREAS_BETA_CELLS,-0.10303661258638191,-0.02355011725116186,-0.10309141318169035,-0.19074524630836975,-0.12863752756811545
HALLMARK_PEROXISOME,-0.04049142704121421,-0.030033282727794423,-0.12786427624674837,-0.06107044376769615,-0.07579812620475508
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.0845602273680326,-0.03420663143954088,0.047346768037774205,-0.04087030178814805,-0.08506997759178966
HALLMARK_PROTEIN_SECRETION,-0.09243135795613117,-0.0002027311339588799,-0.05354344600802743,-0.08514713829335588,-0.04899953872244315
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.1271699150775432,0.059129499638462736,-0.030112680670680812,0.05382177413152696,-0.025201330483739015
HALLMARK_SPERMATOGENESIS,-0.12346099905047969,-0.052383497236382935,-0.0742802946409236,-0.1532876469480719,-0.134633399262296
HALLMARK_TGF_BETA_SIGNALING,-0.15935850940799248,0.007647643976418959,-0.06372710835642409,-0.1607257711020072,-0.12273396887811348
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.10061342316745887,0.08172388674533333,0.1619634112156593,0.10625950495771719,0.1540118406336464
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.06016438698821947,0.04497836213556416,0.13326122345945146,-0.10718556197202213,-0.03281282413719316
HALLMARK_UV_RESPONSE_DN,-0.15034947086796552,-0.06124511175045257,-0.15476433682630913,-0.005478592914040437,-0.1319223714536245
HALLMARK_UV_RESPONSE_UP,-0.0020579758388323986,0.014568703763592303,-0.03366104326188871,-0.004964466948879402,0.00040426685404380233
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.020429897735427135,-0.04687242874662023,0.07787286895750725,0.00766592427510121,-0.03719607487036947
HALLMARK_XENOBIOTIC_METABOLISM,-0.07386361634976565,-0.018964398188591105,0.12668745420536745,-0.09809880197082867,0.013564055885104983
