,UKF248,UKF255,UKF260,UKF269,UKF275,UKF313,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.11066771801994783,0.08197025288129058,0.002894918751185403,0.14986382809681642,-0.042668451267243133,-0.11381807870863858,0.036348834903620356,0.10526792944704703,0.04732317521735551,0.04370914364361637,0.11468119083382847,0.01112117879870083,0.10075348422008576,0.08394010128682178
HALLMARK_ALLOGRAFT_REJECTION,0.06707659233899621,-0.0005595594621087171,-0.0805334174837733,0.1444762777939084,0.12274040110733715,-0.1188785568798935,0.10759439990822119,0.043371317763047784,0.05852358807396459,0.059339776366567974,0.11075920599824868,0.06121424144514966,0.18125726688478772,0.042764859788028985
HALLMARK_ANDROGEN_RESPONSE,0.11105886573061194,0.033012022473785464,0.07905152198972043,0.10932308911124154,0.08861736753942095,-0.039567177573841004,0.03596406969934627,0.008987736319591115,0.051078531699088305,0.05947522122350727,0.08771922839574924,0.08811836563001826,0.19034758245125893,0.0827069451567498
HALLMARK_ANGIOGENESIS,-0.016333921341461066,0.03236402361073304,-0.003760423179867516,0.11627521209843328,0.0729787123830893,0.22665465583104905,0.12146763977596899,-0.008771806617441699,0.14723714547432065,0.014573392568120581,0.09519931733578597,0.07274569208758055,0.11671619726978752,0.11087243790383357
HALLMARK_APICAL_JUNCTION,0.14541375489597033,0.08902880145215558,0.10311178446288971,0.1500861455601319,0.09095981401744659,-0.12766414664965559,0.0765762799698657,0.07811655187611538,0.09372447628243967,0.07105427868587048,0.1404274418364725,0.02771539190388251,0.2108028159495584,0.0928439168461061
HALLMARK_APICAL_SURFACE,0.08811562705854974,0.019061556434309256,0.014183122357670783,-0.016242855123130312,0.0439288026225488,-0.03298925281296984,-0.005445678012178538,-0.08021438007977129,0.004122183334569795,0.023538570278581777,0.08297345005720358,-0.056373331603449935,0.19811797173913784,0.08996516259493886
HALLMARK_APOPTOSIS,0.04151478174181704,0.0009494597303144967,0.061554847745953836,0.06466939795263431,0.08996752918660812,-0.056141704918999925,-0.0004940928869779517,0.05836995203548953,0.12614273319170885,0.036791138136786625,0.025409837416932302,0.10755461448397662,0.055024302436912795,-0.02911144229414643
HALLMARK_BILE_ACID_METABOLISM,0.07081177443217085,0.06122203664856105,-0.048237441726637825,0.10494668659287425,0.08337197494487564,-0.16378736048618256,0.09646513772622757,0.015809288440171158,-0.017722909045799835,0.017388404896449477,0.10409039917645942,-0.014121332748374616,0.020973215758143177,0.02947945798682343
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.022776600174266148,0.07008887230326441,0.07895060996627734,0.08434154952393395,0.02340890325748524,-0.17378318174438012,-0.00957280207683494,-0.0072979202888318285,0.0097926531456111,0.01544135278763555,0.01945847732800254,-0.046104618937595813,0.019110390189791656,0.05514919062038398
HALLMARK_COAGULATION,0.1360616090195742,0.04987116816506631,0.06792345517692211,0.1337485241521987,0.08147063070501417,0.13070633455081193,0.043342645294793904,0.07269874002943544,0.11769712101366193,0.0799682867363989,0.10230031012502087,0.09808705167566466,0.22408473198368337,0.052583969187708086
HALLMARK_COMPLEMENT,0.06579655949498091,0.06601322350425645,0.0286777280345648,0.1328296530952009,0.06315593339824922,-0.11413067866950473,0.03829320534458483,0.09354677249295439,0.03421022245445434,0.031113236593264332,0.1404620093120947,0.04560111880016392,0.041518053824358366,0.14250525886201876
HALLMARK_DNA_REPAIR,0.09786034252555982,0.0712293982417087,0.05765357792583458,0.1513467482085046,0.09742335755725748,-0.09602337659010267,0.07281527670508205,0.041221365458184514,0.04521512057430423,0.029506138561823925,0.14084423032449012,-0.013815020884468463,0.08523435792453855,0.07513746694127753
