,UKF243,UKF260,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.11200368489100945,-0.03935487509672772,0.06153187254285098,-0.0007413757273780767,0.11155496358608764,-0.010223413463309648,0.018709221422804474,0.007152388809770115,0.012729752700330072
HALLMARK_ALLOGRAFT_REJECTION,-0.06008732876108284,0.03284121809116023,0.06850888899600946,-0.014639118670650552,0.13302112361744592,0.06533466149466648,-0.0625227810149,0.04533250913457391,-0.04082351174227362
HALLMARK_ANDROGEN_RESPONSE,0.05356269431792714,0.04708599766706893,0.022683997079493753,0.03470836217835666,0.0581861258788039,-0.0057816389561235314,-0.02220923838505141,0.036038047443235514,-0.002682535362221975
HALLMARK_ANGIOGENESIS,0.010909895387999219,0.059825888790454196,0.09105305797275416,0.12132064592227126,-0.025891947942189564,-0.028700231059064215,0.03915432200172503,0.015419930046210412,-0.017543359709096987
HALLMARK_APICAL_JUNCTION,0.05219335405315359,0.049872945383357715,0.05410255200263592,0.05160343703773289,0.1154958773772636,0.010187725288800159,-0.0249400520593093,0.015986650997054815,-0.0016156334744147991
HALLMARK_APICAL_SURFACE,0.06268708826630383,-0.01799522669822647,0.005059892148016346,0.022419168319277823,0.06863508187704508,-0.0655809209477524,-0.008157662823102704,-0.019022665798035104,-0.004740421061405639
HALLMARK_APOPTOSIS,-0.007992810784889547,0.026029168165128787,0.05748645909153097,-0.04498004877128885,-0.021588573135832873,-0.023057190388094565,-0.02392271340313494,-0.0027315055062506347,-0.0009480675969236202
HALLMARK_BILE_ACID_METABOLISM,0.0853398032901295,-0.05193490543891782,0.02981974679393807,0.0863225680409061,0.06361865689472468,-0.02151515187811237,-0.04199967478750115,-0.008937929725802327,0.03147083986028129
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.11742376286472686,-0.04883108977410592,0.06777647542303335,0.04017658698493776,-0.061205369977939746,-0.005270756661086438,-0.03497276679962517,-0.0002246406332016294,0.02493955443473148
HALLMARK_COAGULATION,0.07806479272551088,0.05906115495180063,0.09154591432755581,0.011133181931460939,0.09910067404116474,0.030548237658370496,-0.06539885090963314,0.03068398777656889,-0.034944990418654204
HALLMARK_COMPLEMENT,0.009783692606570134,0.018078110173081863,0.020182409238138393,-0.023748103053059175,0.035376180303396315,0.05036664334245055,-0.07081090569579662,0.011701385414672052,-0.0013476120829517407
HALLMARK_DNA_REPAIR,0.065664905858702,0.021767559131629206,0.06789586928809477,0.056102745246507754,0.06049968429256718,-0.032882266369232034,0.03737525900582943,-0.011028852417093395,0.02280613469332367
HALLMARK_E2F_TARGETS,0.04865071378819556,-0.01833006410970408,0.06309331225390762,0.02278587591917429,0.07527078346449093,0.026311532042483494,-0.07972528327155198,-0.030848242428720044,0.02258648436953295
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.031200593327448095,0.08753315712338436,0.09014176490212035,0.08842438892375672,0.08879543644626547,0.008085813348865982,-0.0074264702539703405,0.02130300645842225,-0.03665673433133109
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04675115265307463,-0.0019589233320181764,0.07518151131621686,-0.05529853049026626,-0.014433687276914181,-0.03918844414785202,-0.027643931707771855,0.04218461297526528,0.030022562223131894
HALLMARK_ESTROGEN_RESPONSE_LATE,0.10528948189801515,-0.02003211017704969,0.009636099447050357,0.10443040962225439,0.007815079189368815,0.02251833209991257,0.001878807744732488,-0.060265614071546736,0.01440538799267253
HALLMARK_FATTY_ACID_METABOLISM,0.016544293137066565,0.005493959566545634,-0.005378668037394874,0.013209826417347059,0.02187906411252772,-0.04040181998323381,-0.01170831531775459,-0.019119353492319146,0.04768474995316621
HALLMARK_G2M_CHECKPOINT,0.06031602068932459,0.030739374059244134,0.0657493687597456,0.07982992325020476,0.06076241680472623,-0.006796884653640257,-0.026495373486945542,0.008266087102224968,0.007890200654066393
HALLMARK_GLYCOLYSIS,0.1241434269822112,0.15507857242680517,-0.030619942614734726,0.06317547826865028,0.023684251001873345,-0.07479333151819288,0.05607674527732776,-0.018111524324764008,0.04575795315477123
HALLMARK_HEDGEHOG_SIGNALING,0.06257092926757403,-0.052443704700178916,-0.05539594265400741,-0.0046937612937125684,-0.04848246125446552,-0.010724837839653206,-0.10348852391114867,-0.004743268936070127,0.051226231896608805
HALLMARK_HEME_METABOLISM,0.06978873748924784,0.02816801061949998,0.07044258822223812,0.0699023411089363,0.04993986684900605,-0.018501412603945933,-0.016109829004952114,0.029536618802507457,0.057248900851525945
HALLMARK_HYPOXIA,-0.010986270388427885,0.06679156115281476,0.014448459412622022,0.10781261011553862,-0.03882226929197779,-0.05361468708369074,0.13313705360434377,0.0362652185417726,0.014018035417087245
HALLMARK_IL2_STAT5_SIGNALING,0.06779255702393541,-0.06161201015219807,0.016439000300604578,-0.006392641891389531,0.009640930987095562,-0.02187329320583702,-0.09210819754261072,0.06448921620917585,0.04433001365570306
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.004160070302061106,0.0723229124605161,0.06931313464974154,0.017295070076937088,-0.0015238584226838808,-0.004674134355463077,-0.039375452479444836,-0.045949513231182085,-0.01895023532380789
HALLMARK_INFLAMMATORY_RESPONSE,0.020454876664541426,0.008345799392997942,-0.0031841316607187386,-0.004672748613028219,-0.008087688493257113,-0.0012800011271131356,-0.07739538374325027,0.03025663539773439,0.038462055623993435
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.05577213022653162,-0.006041735707205875,0.0532926710241887,0.04986221658870855,0.08042770026731898,0.06319814417932557,-0.02464550033215874,0.03402019839377467,-0.00558182276559018
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.026724115455134416,0.07703410393281392,0.04563215718029996,0.05250018309933977,0.09787188785019224,0.05679142076973458,-0.046011874330137446,-0.03209245130550674,-0.01902126754463941
HALLMARK_KRAS_SIGNALING_DN,0.07347554703661043,-0.055256131437629086,0.031963616712330646,0.06013903821332373,0.04037176796451238,0.006818164970700714,-0.0007765078001456438,0.08803935470771812,0.045186319022074595
