,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06680428510071475,-0.06344269859416701,-0.02567504245352216,0.040849381885041704,-0.008026015706638034,-0.028251199969935,0.15273247658768394,-0.008207472106964002,0.03686607280434991,-0.003653092517914805,-0.004639332894488603,0.03777676680093152,0.12483459356289117,0.060055681530824884,0.06849393207326958,0.09153603882958027,-0.036610465821427,0.15328122480731018,0.02984239414632957
HALLMARK_ALLOGRAFT_REJECTION,0.03211589239127108,-0.008646124973529977,0.004233827210442103,-0.014790351564344346,0.017211108901733725,-0.08796117281857886,0.17472010935468407,-0.043122004011149635,0.059831479992599565,0.05962795709611451,0.00918408376850095,0.07389392715323521,0.031010953959896042,0.06044081668692225,0.05472705114095541,0.006363359044463597,0.025913768692161818,0.13922385975040563,-0.02653769334424479
HALLMARK_ANDROGEN_RESPONSE,0.12229193412043127,-0.02101668895464952,0.07120926797422483,0.09843169475903774,0.05831328871704464,0.07906253207180734,0.20158852669954752,-0.06525112894092805,0.007631042055103738,0.06803623645375806,0.03969986778725255,0.08684603595435114,0.07018856124404675,0.10517077726979232,0.05914393385733433,-0.03647051294558856,-0.004102116765279905,0.14644643885851275,0.061279892004070705
HALLMARK_ANGIOGENESIS,0.02630491065523469,0.05892718914096804,-0.03495791805739613,-0.02072198388889623,0.05775084514371498,0.006705289468657945,0.17427313674742106,0.09794763248070273,-0.03652371624975058,0.0417810757586974,0.08530900577689207,0.2008001436673114,0.041862550831863056,0.03382942555973288,-0.016856313696802273,-0.02379418427929155,0.010419472052190744,-0.057936427658092954,0.022247173595841323
HALLMARK_APICAL_JUNCTION,0.09780240806519623,-0.0677293101597487,0.02760115703430425,0.06198840769251985,-0.011211193554807571,0.06390155401967743,0.18483437489804458,0.021787359036146578,0.022146216838426047,-0.008096804680348376,0.02423942250755639,0.08170819653587294,0.15329447177909483,0.04040236617549877,0.06640849003778138,0.06750855655118902,-0.05455107500749514,0.17238982957884708,0.07988179081052217
HALLMARK_APICAL_SURFACE,0.0784020233509098,-0.10832514886789801,-0.001459587271046311,-0.0062363202646400625,0.0019885213281780195,0.005744474392841986,-0.062370776565883156,-0.0993787045380463,-0.013489412107805809,-0.03239499398885927,0.02081455063088623,0.0814317949012259,0.0495816332445235,-0.032045506496093,0.052510180080096246,0.00731057359214658,-0.029868470969024764,0.1459091170850497,0.08282593504398594
HALLMARK_APOPTOSIS,0.02383436991955403,0.005458376237054128,0.04273045339011035,0.010633600177372448,0.011475399320132721,0.16660933883558235,0.09722519153054181,-0.033333848072428826,0.027767416164618978,0.023395145458653815,-0.07287145462463374,-0.050986706088406004,0.002138360110301702,-0.01520697607495632,-0.019228099692029384,0.007619295004335324,-0.012202065962011887,0.03273759184098777,0.06204127856969267
HALLMARK_BILE_ACID_METABOLISM,0.12239184679228374,-0.06839076193465499,0.023034141965064203,0.032673145676029504,-0.02635956242768912,-0.037681906142960145,0.21084874657035674,-0.03916029174898791,0.018066483520063466,-0.05575642124799488,0.030370889224841227,0.08366732233094218,0.12507283107053507,-0.023253833641973247,0.07713727689106684,0.029924165651068625,-0.016620274024753454,0.11133857625670389,0.024581145557179426
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0889709052859638,-0.0038581458457351858,0.03549972851519174,0.02719281179404718,0.024935291732124186,0.058200078138433926,0.1674878743659736,0.05184286040671827,0.02375029200096367,0.015196925191751991,0.005582366798122389,0.10439291962465977,0.05451585177737397,0.02700398111836288,0.10109551361342432,0.03940518511705367,-0.011513423916780341,0.11779395008273551,-0.00306143935061339
HALLMARK_COAGULATION,0.08098805487409515,-0.03385104621406238,0.03971675461346217,0.05953698445308218,-0.005335376552716666,0.11304934745716598,0.21397984204239598,0.030418267052317403,0.046175536504774656,0.06392421103919736,0.09545822477488179,0.05520074836179321,0.05941052469956812,-0.028015698294893338,0.028501131868885757,0.048826916444967755,0.03307013072306042,0.1233293177528682,0.0201267030112131
