,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.07196020833848489,0.017557230609075367,0.0018826349252059644,0.07940460822385181,0.017364677259233022,0.07828815781159464,0.04432690567850573,-0.18723785584972114,-0.018978076914680612,0.08573939606316323,-0.06454903688336047,0.06836596909829577,0.10370010600682501,-0.0174154329339456,0.04237622041441106,0.08570012731255298,-0.13121608807353405,0.06924153883627905,0.08197632393314119,0.022483666085073892,0.06487034162242851
HALLMARK_ALLOGRAFT_REJECTION,0.1823253901258624,-0.07765838468735223,-0.05354776288882496,0.06409374754251759,0.027998187256282916,0.06550117193632843,0.1410493745355393,-0.08977828483643399,-0.022514767062328734,0.031203590111035292,0.3245835386474037,-0.008777294605033568,0.11112874480214997,-0.12831669670269424,0.021794949488213002,0.08520317266046386,-0.04132930938280498,0.025929329702860257,0.003424113661332923,0.08201537277670666,0.1582192803897177
HALLMARK_ANDROGEN_RESPONSE,-0.025601437630136305,-0.095899124351749,0.010798047047995588,0.0974950696084291,0.0035596067467733284,0.09891538092915628,0.12400179176450452,0.05136624055614432,0.04011286465786741,0.11177828199016486,0.32213204997072026,0.14583448539782265,0.12138372667285767,0.0222869365356288,0.02967922345420189,0.07554938054753625,0.06232929215050408,0.02952558201872917,0.06924118700497947,0.002176570665818823,0.11906358705277423
HALLMARK_ANGIOGENESIS,0.07986716682790916,-0.11266667630993712,0.06056405233533652,0.029450773949366536,-0.024061297686478387,-0.07216556887815365,0.21513914850326596,-0.055760871340914245,0.06254451327856074,0.17648818026640595,0.37893451321154625,0.15984308996126548,0.057893744338991436,0.014091431937478532,-0.033093956876850884,-0.053083529523016496,-0.1636192047657879,-0.013692235666022963,0.06708263341152623,-0.15756514555765133,0.2712670339458061
HALLMARK_APICAL_JUNCTION,-0.09515237192898143,-0.04434449809038971,-0.017995091736918305,0.03447237518881408,0.02511901258547636,0.0008354737630554928,0.17062895542195067,-0.15187228813643777,0.07319771469589298,0.03835758234360947,0.08244809020697251,0.17458763309985262,0.05508324485384813,-0.02042881933370365,0.07106606819196361,0.0923592343116474,-0.08369046875205902,-0.016566674482256512,0.09274547874271387,0.01185067566577395,-0.003003267581042119
HALLMARK_APICAL_SURFACE,-0.09605847664225806,0.021075794267779686,-0.04072771302156951,-0.052155253967210574,0.007467389774853335,0.025297912880541826,0.00301461628298371,-0.11703787590162347,0.0021771995960953388,-0.005424121384013063,-0.14379536218401345,0.21935173359941687,-0.1022546643353694,0.010856589455686447,-0.01212388315904782,0.06792722273747649,-0.035932827512825116,0.03189981066553553,0.05272064290746828,0.029716829765502894,0.0002049318927892356
HALLMARK_APOPTOSIS,-0.033552058703332915,0.0126236341495182,0.037490313537291146,0.00799237290232285,0.006020325607522346,0.03947133873269487,-0.04371353336121747,-0.11988649287991511,0.11382044858325827,-0.003143627507680456,0.05052682563983885,-0.17243710555359507,0.1106258541271663,-0.044561063798014035,0.0781596125998159,0.0017409639140352044,-0.028763197358388556,0.01890647759719951,0.06669187299981581,0.004548739242602455,-0.14629857919230788
HALLMARK_BILE_ACID_METABOLISM,-0.11694403789837478,-0.003959463220092689,-0.014959073824342901,0.030594172655963862,0.04045551383684469,0.06238950900130281,0.11197624631478383,0.0005050409665028364,0.057558973973391894,-0.0043467534133885795,0.219471291925786,0.22468196405726634,0.008953655667259565,0.053335136801704264,0.03280623774789004,0.07273900227994852,-0.003039304587599426,0.027014306019649673,0.09861669451615962,-0.022779900457247915,0.2459516565260943
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.008334276728921482,0.01930228527741934,-0.018436833474357203,0.0657560400488518,0.045947445738562305,0.03760024250234533,0.15575438809707187,0.11999740773555463,0.09204441316173138,0.05907347189941712,0.42282251216309646,0.2824866098645372,0.11335906037623494,0.07693950460172438,0.019536339869935686,0.05339985723763555,0.0021587808494485344,0.05270195238938866,0.16472150081749964,-0.029095008464613752,0.139067101840789
HALLMARK_COAGULATION,0.2083387644155786,0.04810496700646993,0.04001492377624254,0.050644995325157253,0.03865383024925494,0.023724010926911412,0.16663043581842346,0.05447049904183638,0.009671881574223013,0.13261852210334443,0.4473049328599525,0.11819223096675398,0.10917555774260287,-0.0915170332019321,0.07726444502682901,0.09621521022395803,-0.12245756158986437,0.08909231506414635,0.1313426636735683,-0.015337590235647762,0.30328737996974897
