,MGH258,UKF248,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.04723486152156981,0.08468107737317317,0.16364157856652847,0.09677587337952011,0.1366952267015932,0.12360531140784785,0.06951043567812988,0.024868080466523095,0.12401653620710698
HALLMARK_ALLOGRAFT_REJECTION,-0.004512166363954896,0.07642685430459133,0.10917931229643833,0.10924954785419282,0.24905785305012518,0.12898730736860053,0.1480756714667187,-0.05374990203405489,0.12243209393831517
HALLMARK_ANDROGEN_RESPONSE,0.031967827442103997,0.12473844503384963,0.10754157353850924,0.06781187109901783,0.13460533328596158,0.12168452370358673,0.020785360575090728,0.03987604084914041,0.15300136097069056
HALLMARK_ANGIOGENESIS,-0.03154850900040742,0.03469252615714227,0.15817849968518718,-0.08467203715493415,-0.07599098489459825,0.01057052361414274,0.12542012256119686,-0.019445277801277597,-0.0038326834911017265
HALLMARK_APICAL_JUNCTION,0.09036018776670618,0.17454552700050935,0.2525290352277153,0.044124811799866666,0.18765509794597113,0.11716584271195511,0.1056410092976546,0.049460429581826816,0.20004544114243558
HALLMARK_APICAL_SURFACE,0.11562019163691697,0.12085851499519534,0.13776219948492124,0.0029476498887642385,0.12787359437464346,0.09250929317488597,0.07508877480068775,0.046313519536362945,0.17365444262539256
HALLMARK_APOPTOSIS,0.014202879679516575,0.07059368515416535,0.02608306454957407,-0.017949805987099325,0.02371158168430418,-0.05846279707231189,0.04047905888613742,-0.023253573043147617,0.02516349094094715
HALLMARK_BILE_ACID_METABOLISM,0.08123339484752233,-0.005323909201994413,0.1129860537734136,0.044483712948916294,0.017612039902679847,0.07312673312261478,-0.037956130274652757,0.02539124686721734,0.0525566687207726
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.007832538718932927,-0.047736355756780535,0.04181699954111233,0.14670934502704552,0.055471150442839366,0.1171650535922134,0.01028989558205856,0.04249250175659533,0.04798384257456919
HALLMARK_COAGULATION,-0.03621879001912045,0.17337625657684583,0.19850299627669146,0.054262314352355706,0.23969916541044792,0.112585726379437,0.152402492038145,-0.03009658390263332,0.17537936357116615
HALLMARK_COMPLEMENT,-0.030459613535457453,0.016148020980743725,0.1489928253176656,0.10250733086109852,0.19508293544035396,0.02897159025547479,0.0804683254871707,-0.015324628859736107,0.05985328265002934
HALLMARK_DNA_REPAIR,0.0749785121902754,0.09116986182853033,0.19155126618292354,0.10128906395710892,0.16783656099835506,0.13855339755049237,0.04924001350339264,0.04079604420437424,0.13321581012440353
HALLMARK_E2F_TARGETS,0.0914350804477562,0.09311078937743827,0.08753364789583708,0.10792623003523617,0.15571703810121404,0.14380479010951844,0.09361902604445244,0.0440845743800883,0.10465046071885147
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.08119487970440577,0.14564125194668834,0.24619331635469172,0.04609479910636881,0.23799372674420813,0.04303957588815658,0.1240180066115966,-0.028448468784240354,0.16481476016312305
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.10759629696658302,0.04517541081553178,0.198546576964988,-0.0533706371400536,0.1146127547791724,0.054482184646935085,0.00394393256396366,0.09632845128002071,0.07533232029659101
HALLMARK_ESTROGEN_RESPONSE_LATE,0.005471320304813898,0.08315154878413102,-0.019715501032529666,0.03862374750542398,0.0868731593710332,0.1483501181880808,0.010195247721690863,0.02495890237314338,0.01013525267619225
