,UKF248,UKF259,UKF269,UKF275,UKF313,ZH1007nec,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.12957089338497885,-0.06754285821077566,-0.03693526416840488,-0.12225404338542949,0.03167677391483958,0.0004363460920016064,-0.09799697529148094
HALLMARK_ALLOGRAFT_REJECTION,-0.1022050315134453,-0.06739917971543669,-0.06714255665789666,-0.06557453740879926,-0.0015318497850562464,-0.015076143013263299,-0.07564402128078915
HALLMARK_ANDROGEN_RESPONSE,-0.039683328979977256,0.11697210693347913,-0.04530358012220972,-0.06433286655976558,0.038149725184735486,0.005989823834744299,-0.011392380384409189
HALLMARK_ANGIOGENESIS,0.1118824881198362,0.13189168850360053,-0.07771929056253095,0.04839306476423153,-0.0650704304698999,0.06646146088450856,0.1356550876765453
HALLMARK_APICAL_JUNCTION,-0.12255030667782721,-0.05019281832901694,-0.04489017875864696,-0.07030076702895262,0.028184486515818733,-0.0031332694140566645,-0.02755002163842819
HALLMARK_APICAL_SURFACE,-0.14558895678134032,-0.09441190177831073,0.007531398401330256,-0.07527378972366011,0.028430470365937287,0.07704606640394582,-0.13334843969083837
HALLMARK_APOPTOSIS,-0.04819061667554237,0.005075030731956115,-0.014526381286660839,0.06393422163198452,-0.004153722940560216,0.03923038046674597,-0.0440987542327383
HALLMARK_BILE_ACID_METABOLISM,-0.11017973532643917,-0.05290889262337351,-0.05983297621428815,-0.08852606445392552,0.04099733870811851,-0.03126717302824705,-0.04243286684705537
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.033616936254207426,0.001501103036009739,-0.015969543231364586,0.05641981126878212,0.06694728030259228,0.08694256184698868,-0.09194089556909826
HALLMARK_COAGULATION,-0.11341874919170128,-0.10712107212082074,-0.07124204869915189,-0.08878782565996467,0.0029793377356781055,-0.054929547406205675,-0.09154249546893801
HALLMARK_COMPLEMENT,-0.022058593416555968,-0.04819794484680322,-0.03067176353956664,0.014574912252915963,0.056055670745570836,0.05998447947355587,-0.07381360779012452
HALLMARK_DNA_REPAIR,-0.09753960482333213,0.15396626711866573,-0.0399031788198522,-0.0850615106597873,0.013350497566456376,0.017078273659055534,0.01563740250454402
HALLMARK_E2F_TARGETS,-0.142849833997055,-0.07643862958648037,-0.025954189534780268,-0.10218988444476365,0.02397775231678414,0.04429294414222995,-0.08688400907076331
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.009424367546241194,0.15768097963097563,-0.04038068939891795,0.07983477946942381,-0.025148255872720626,-0.14361409300824995,0.14027261847278968
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.030296283522632285,-0.03725809144439124,-0.03252174941820121,0.009914219496569865,-0.022903581384350776,-0.13876292092387071,0.026474795400209902
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.07928818971685846,-0.05716148271703147,0.021605456159326894,-0.08422754923972506,0.03991659543826585,0.07402347507883456,-0.13395257853702972
HALLMARK_FATTY_ACID_METABOLISM,0.05532534976083929,0.10710108146632474,-0.027946829950936274,0.09813431997100441,-0.0030256130241713363,0.01420032701038667,0.13448520151553636
HALLMARK_G2M_CHECKPOINT,-0.12913025560453126,0.0065505744483079454,-0.03826990933639472,-0.047674719301174236,0.02088539143629347,-0.052032146088097316,0.10156032966785603
HALLMARK_GLYCOLYSIS,0.0391106318350717,0.1288740197846099,-0.02214627585012669,-0.07219738190205047,-0.007674543589693436,0.003101675347223018,0.030538208848335354
HALLMARK_HEDGEHOG_SIGNALING,-0.010416666170089108,0.019543266656733973,0.07131415534827311,-0.05980709441690503,0.004628520604937053,-0.04988303778721038,-0.16359509454430143
HALLMARK_HEME_METABOLISM,-0.06668455045546956,0.025394311148090463,-0.046717422949074654,-0.09656355961017457,0.031585989146629335,0.03194013851440703,-0.05272727303120904
HALLMARK_HYPOXIA,0.13968110802900752,0.1693752239433307,0.05636444528439408,0.11000281211115633,0.0013486923013398212,0.013283070979923484,0.2590070084534458
HALLMARK_IL2_STAT5_SIGNALING,-0.05476535580606218,0.08478500040444888,-0.05955578711127856,-0.037795961901944224,0.01230309549825102,0.015470297779468282,0.0027294373058860005
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.04364666713618486,0.0020144832912187627,-0.07397522660026612,-0.026705706608073324,0.05831018310813792,0.02878175992332989,-0.023628257813687676
HALLMARK_INFLAMMATORY_RESPONSE,0.012430468238165538,0.0659932331122708,-0.007465112326924427,0.05732826351114454,0.04651196947648415,-0.01334784079403301,0.1416054000151889
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.13949332178300392,-0.06402018623718596,-0.0816270298066067,-0.06285531580142008,0.010604488480851972,-0.02504962675183196,-0.11822587390051292
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.049663755044717914,0.0038163225160152683,-0.054633640628654744,0.023744311960641987,0.025614439349884558,0.06671207815058071,0.09145013415007276
HALLMARK_KRAS_SIGNALING_DN,-0.11335777998970464,-0.12382932494286007,-0.04261194995194315,-0.11158197436724299,0.020023521658289224,0.062392390236803506,-0.13687568849849693
HALLMARK_KRAS_SIGNALING_UP,0.0375472189139671,0.023258836338097073,6.493094369809804e-05,-0.08939008893593427,0.07775602063872183,0.029141275887849923,-0.07405189358788768
HALLMARK_MITOTIC_SPINDLE,-0.08395117610138096,-0.011571684606264761,-0.04428347664939682,-0.10130531397680712,0.030646348369203946,0.0015677221123323688,-0.04536602240294636
HALLMARK_MTORC1_SIGNALING,0.10487137878690093,0.1864711513387105,-0.01939583444877301,0.09283189954545024,-0.02459707879714435,-0.00847705587217004,0.23089139962292993
HALLMARK_MYC_TARGETS_V1,-0.09255713650878547,0.15610551731295183,-0.026914732129731545,-0.05956094964275884,0.04733606716764437,-0.003513742644436316,0.11833318562584444
HALLMARK_MYC_TARGETS_V2,-0.0801950431495989,-0.0013541953549533207,-0.02803009300193457,-0.05396388220892726,-0.017801091238089067,0.06502762802161141,0.05469617372134291
HALLMARK_MYOGENESIS,-0.11051311398862339,-0.08882076886601904,0.03641852327616453,-0.07933862547847904,-0.023819364534257377,-0.07391596035077362,-0.18501242616159747
HALLMARK_NOTCH_SIGNALING,-0.1248691035790469,-0.08160351745162675,-0.02610052382882456,-0.13329932210696646,0.029222628403914812,0.06940445414136436,-0.07206712599934662
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.14370619104169474,0.09793146298032723,0.04392967400644151,-0.09465837442676907,0.047751914422997324,0.042789912759985,-0.11730596881718458
HALLMARK_P53_PATHWAY,0.08535275615577065,0.1764891275464413,-0.04013464667775999,0.06197575876991821,0.10273082884165748,0.027333889646507882,0.15792053040158568
HALLMARK_PANCREAS_BETA_CELLS,-0.10604918400132789,-0.02123924523676428,0.08801651794648262,-0.06504762718816991,0.05820656670129438,0.05506592780233739,-0.21178024194378514
HALLMARK_PEROXISOME,-0.11243629162250715,-0.082340646032965,-0.003703528975376929,-0.11966409300944533,0.025767970802553768,0.0860625939329512,-0.07170603870901127
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.09379590599728986,0.005296871630248267,0.00847246279439342,-0.024634592934298198,0.04722623699212578,-0.001422642473768355,-0.07902102861647635
HALLMARK_PROTEIN_SECRETION,-0.02151220938904112,0.07295881499875558,-0.026299639743120783,-0.06278484938355801,0.027256157728539135,0.013085756344754656,-0.0018233744111827075
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.011387549042652927,0.1671984498002443,-0.01037664308912414,-0.052982112197359876,0.06430657944223182,0.1090456761029809,-0.022252236813578918
