,MGH258,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.021060528486071817,0.03364025684043836,0.047193317489330755,0.07177840266660124,0.02325193942221963,0.13299986327333707,0.01569341367612811,0.08238579302642413,0.0030309361582067174,0.03522638971659671,0.15019004363019015,-0.02910639490642632,0.07015409844121384,0.026688377599676776,0.12877004126764782,0.0663734909476943,0.08309164319881153
HALLMARK_ALLOGRAFT_REJECTION,0.05115374025229554,-0.014464739401370039,0.0796418330145368,0.09671572784883403,-0.0013226249041022496,0.1908091726419921,0.02260172947655292,0.08305878447379245,0.04429031974531843,-0.0023453423092982643,0.05513841098369404,-0.06636086770777086,0.05748686703059578,0.01431012498150056,-0.007205139844443272,-0.026392785034596165,0.04443930823337195
HALLMARK_ANDROGEN_RESPONSE,0.0015152375236080515,0.09526550020124243,0.06928870804665822,0.11864016066403255,-0.03459553877105065,0.10815507471576132,-0.03139544390836622,0.09062696097809225,0.07287075092762385,0.00668420549428721,0.14274927111550118,-0.01999045681210001,0.09817216599929224,0.01866254307544296,0.007601639143856135,0.017316950914555762,-0.012092501427959765
HALLMARK_ANGIOGENESIS,0.04356180840838355,-0.02944088769149798,-0.012587963019224161,0.023676942041582404,-0.06372058274856753,0.17409243983706338,-0.04054393021737876,0.08094539365860451,0.04870046317327931,-0.02721847511851767,0.10009429305783174,0.1042322945615227,-0.049755872043173305,-0.03321084466385489,-0.2043016160148826,-0.060757557297358905,-0.1079707571439383
HALLMARK_APICAL_JUNCTION,-0.033823561504648304,0.052271421852616,0.08917890449256557,0.1308047047181136,-0.038578390247879846,0.20098365024762743,-0.01767542876696683,0.04681970191360415,0.0883565940644376,0.04405829398425134,0.15330593352023486,0.018030085310575778,0.05404556548008415,0.030262439466386144,0.04411632856871803,0.00991224795257305,0.09512691561646268
HALLMARK_APICAL_SURFACE,-0.038118900081381774,0.057768300035787055,0.03411133339774929,0.022278828337707682,0.055939424963110995,-0.010557722467199934,0.0042280857583692375,-0.011965343901077842,-0.0418895758632064,0.068921269332401,0.1103319386211596,-0.1813348013511014,0.08112386025894534,0.00996979646559541,-0.007485931997706633,-0.04241934333356053,0.027181123454134933
HALLMARK_APOPTOSIS,-0.010707970685231126,-0.00932470636572986,0.07867343599917555,0.07236416443367864,-0.005633315008580944,0.03154895783416055,-0.04363633881241155,0.031886024055526374,0.07181896369550654,0.014217319374293935,-0.034606410423335274,0.022056648561326612,0.011231592172036474,-0.007093358159853181,-0.04012246940865565,-0.034327669500744826,0.11469634970455587
HALLMARK_BILE_ACID_METABOLISM,-0.005489205355805113,0.008388221810974768,-0.007078562622284185,0.0014280867625121702,0.027724051941263636,0.14689672500129938,-0.006815297793068678,0.041657325457654874,0.022082982575701703,0.027906817547577036,0.1517153042459076,0.02181351093798317,0.06927774085054704,0.037709330341026755,0.20863114283654358,0.09415907577466116,0.01863835100715901
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.028324307890299796,0.09872923925425287,0.08256521110604069,0.09452204417240893,-0.014842882096285705,0.06062840894196498,-0.04609365572902899,0.14450670890271827,0.03534825002382657,0.07986628821093696,0.13041729781616015,-0.03820036077748269,0.003443094877363579,0.05707057755552876,0.12055301816947195,0.07385044153136572,0.12896216755426576
HALLMARK_COAGULATION,0.05209277522175934,0.010068315186281528,0.0940733780393211,0.18049037866565756,-0.018194259646093332,0.15711037616732224,0.032336710483375726,0.10227120865164449,0.04969806320236596,0.006796231148395797,0.13234643729440504,0.028838110091590017,0.08417474945647488,-0.009279291432636954,-0.08525840342704458,-0.016678886599210394,0.0664276064241761
