,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.049442241855447995,0.028184484910283882,-0.003175587439108759,-0.04980308744660096,0.048653550236971294,-0.004104419885514197,0.05235818655794442,0.05727615368436729,-0.030195224972851254,-0.0038293493644231532,0.0227999052155934,0.027585938190217825,0.012276921533157225,0.12797647770168455,0.09382257768370565,-0.014379330538577244,0.06601513879282904,-0.027577129910076718,0.14988225290935037,0.0344042504826154
HALLMARK_ALLOGRAFT_REJECTION,0.13867425981888493,0.04855681775253271,0.0835580056864552,-0.058426971093290106,0.005232396955849666,0.04113097661016753,0.06889664323250569,0.09525191428596012,0.06367748363267192,-0.01033125297014043,-0.002568818016793588,0.04645049520287339,0.04590762042152758,-0.020255818291606893,0.08100132467266749,0.0706315365843388,0.0229743638006805,-0.023540683223680543,0.11079944148922638,0.022538914358331698
HALLMARK_ANDROGEN_RESPONSE,0.07315117689529153,0.07985362208044419,-0.01669581724126476,-0.04389979654780491,0.050307862125847785,0.06898856502261717,0.10523710757038769,0.061156401227137704,0.006263422720020867,0.015741252229575987,-0.03507648947875162,0.010147274528211387,0.0016476371218286567,0.0026511847961673274,0.06894058065230417,0.012416676680013346,0.13252029627883152,-0.029967010236626214,0.040974148988434864,0.05799833061354641
HALLMARK_ANGIOGENESIS,-0.05006901187362959,0.040917377525221545,0.002726240330794232,-0.05800083296123344,0.08578244183662417,-0.00859559108789326,0.06603170225910587,0.05620055845933712,-0.08341388842123634,-0.06477114640969726,-0.021083965318849925,0.08178973586893203,0.0357884430401057,0.03975975485625166,0.02876050552512944,0.0322295503283293,-0.029792926401521345,-0.03837197965877018,-0.13306154863408953,0.1631582877269458
HALLMARK_APICAL_JUNCTION,0.010149722800362082,0.035655916265631867,0.0215049117102504,-0.07459539092870104,0.03472443428936662,0.0919428048683631,0.09350808431339526,0.06677094355756326,-0.014615162982664513,0.03519011112145997,0.005239050259412756,0.004458064458069854,0.04916629607397153,0.12807708376968943,0.06590762742646089,0.004179468495786745,0.08696797213660158,-0.028381139422850588,0.1041784959237918,0.07019081241530631
HALLMARK_APICAL_SURFACE,0.03011212789584785,0.017362148024567446,0.05550398935344452,-0.07260481443444601,-0.02602570390944857,-0.04879766644207551,-0.004125855450597649,0.010704241324258063,0.08228700225062885,0.03586798026158811,-0.006313139893265603,0.025818988462899994,0.08516997646604324,0.038731997856088086,0.06656212404862584,-0.024454540086687227,0.06975658614386776,-0.006417896251749179,0.0704266052382234,-0.053161174363529316
HALLMARK_APOPTOSIS,-0.025995895338978278,0.036589384162476556,-0.016923037565220147,0.15765736710037556,0.03884551184751999,0.08684114722147425,-0.052981762438365575,-0.0011356857390473689,0.01964548864754856,-0.0012918565913549566,-0.024649949500751448,0.02666135790741026,-0.11678791766526136,0.018573426949479013,0.005622509591925218,0.002103678151166472,0.009024646028166966,0.0016254752386777281,0.034310503017132156,-0.008702770645296
HALLMARK_BILE_ACID_METABOLISM,-0.04902782760166742,-0.029656992806049456,0.010390474870610221,-0.042859031292291454,0.007291035152512056,-0.07349665319269404,0.039843893860635096,0.07387895650550834,0.028278472189912467,-0.02723598957530229,0.02919388210062313,-0.0008677281556032597,0.07859995588061204,0.08365150052778794,0.03814877948256607,-0.0018671360996708518,0.09188531139163189,-0.04288395020754956,0.15138585542791483,0.01782697050555995
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.054784194583920344,-0.041929842532614996,-0.0378101826989005,-0.01795906243893136,0.02718440032766805,0.024237696766056964,0.09696573208676253,0.04029552012808115,-0.07870004560264025,0.029373446432857598,-0.0024784546203364495,-0.009124483340534098,0.008881109331764416,0.037269568079630146,0.044097265545476515,-0.004673182255764512,0.07251539889356882,0.014947235165173284,0.12110846947263244,0.011413256512171475
HALLMARK_COAGULATION,-0.08946683668659243,0.025688384439987572,0.031359658868414526,0.04067500053304405,0.022217409170634268,0.06981951643360489,0.04254710980451335,0.08235763717905567,-0.05470815878673142,0.017420123170877586,-0.01196999497130406,-0.030427093739557886,-0.042641884654283986,0.058336373198013255,0.14333960352398872,-0.029743020214915632,0.05588472425695233,0.03519394988758416,0.049769247671189454,0.0421826210419191
