,UKF248,UKF251,UKF255,UKF259,UKF260,UKF296,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.02605498936757417,-0.018657668813407163,0.13914748898393967,-0.08003052960428747,-0.15367949593854477,0.015002022880789088,-0.03456409513719754,0.045426693358022546,0.2620991157842423,0.05939947059680156,0.05838547210382655,0.05848587981100584,0.07118368661904063,0.0017828734800649341,0.04839994058073791,0.09529593047801452
HALLMARK_ALLOGRAFT_REJECTION,0.070597783594989,0.007500659036933083,0.03864380757840999,-0.04050131074899099,-0.08659442782331296,0.0588767618748147,0.14432988261247648,0.035567968424954854,0.2043960032800296,0.07221676690427851,0.10298296959837375,0.01743799355180143,0.028726958136519307,0.017920401604449406,0.09377213691474011,-0.07090514636066896
HALLMARK_ANDROGEN_RESPONSE,0.06511575846252025,0.02509981519882816,-0.009685116647085127,0.0025618159974391875,-0.034614294026555574,0.026887821670231293,0.1273102128225498,0.025396045117591623,0.2947274463265271,-0.057062200543572854,0.06460642674555268,0.06489782126017278,0.05047396336297525,0.05028379046906142,0.08039809706805678,0.12386183927866916
HALLMARK_ANGIOGENESIS,0.023005894647293294,-0.010149315885782169,-0.026302797174103297,0.01273117334001735,0.1578849946185469,0.10100334277552767,0.07284524911333483,-0.11719969770744397,0.26313780640161744,0.22477219700636467,-0.17722753161818341,0.05641492649791912,0.036069713783188614,0.06655580295954859,0.03256264642682913,0.1250635656689175
HALLMARK_APICAL_JUNCTION,0.06365671102409773,-0.04818092931980587,0.13079720952198695,-0.08260090579974515,-0.014065217698723003,0.01060800302696089,0.09907146329307562,0.0694981516733924,0.28974922376389284,0.06543621286586092,0.028607024111099014,0.10900865722888238,0.09602001917063444,0.057498731380063964,0.07741850474388615,0.1255502628386167
HALLMARK_APICAL_SURFACE,0.005363354893104941,0.046473833304327174,-0.011796939230049952,-0.07614462820519571,-0.1278825875166031,0.0007878427161531107,-0.07348471482381579,0.0059797659288389,0.20663424918594864,0.0457823674561203,0.12879679475916522,0.07591460751960478,0.11063754336697952,0.02109930916176396,0.03924167886408612,0.03532047958159987
HALLMARK_APOPTOSIS,0.07817216066507512,0.03750250539343195,0.07013267918812825,0.05820326102099173,0.16535330541149731,0.05191728769828355,0.07058509076216914,0.10280715195855657,0.014161099610775548,0.11833593419218591,0.06957895245420195,0.0457121243282575,-0.0282366938586857,0.03768631245887058,0.06810082223268499,-0.029070035299217464
HALLMARK_BILE_ACID_METABOLISM,-0.05052019279302804,-0.04079437651402662,0.1371344468191106,-0.05518821120350718,-0.1753124942803214,-0.026365043111072153,0.020655192111821614,0.058923285118030286,0.14466905317543513,0.000632199986692162,-0.016424715895890986,0.07706392237825326,0.054978354536759255,0.021612157270686185,0.008453568898433968,0.07372542214067734
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.09861796859875062,-0.007212557438845437,0.14880314162817448,-0.04300616424696373,-0.07194341436153373,0.016744715625117333,0.04492698045108911,0.08729368289641867,0.17870629577205055,-0.04579206618534415,0.1000289366392457,0.07607412700235491,0.07551772768638541,-0.004265866850304289,-0.006355126065058393,0.08031577293620878
HALLMARK_COAGULATION,0.09967056147004968,0.009051067062144504,0.16469892504837064,-0.07071198321746183,0.025141603196158758,0.02656470251880315,0.17031052627575352,-0.1342347247393224,0.20367760177876515,-0.0306216238852788,0.043399975165701266,0.09279962804235387,0.07457588933071367,-0.023251574218036756,0.06085127724624035,0.09733662670146018
