,MGH258,UKF243,UKF248,UKF266,UKF269,UKF275,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.05373837666837953,0.045684791030027184,-0.06251331973916029,0.0034364111682807373,0.041035294665006425,0.016771329917147068,0.04250465130166889,-0.05717226144052531,-0.013535753140732775,0.006512656137422784,-0.042517315643732956,0.0956491165289026,0.1344174694569121
HALLMARK_ALLOGRAFT_REJECTION,0.08126040627889722,0.04748691986775339,-0.006480566296415675,0.16589473134679136,0.06932698194683236,0.021384474951459967,0.021738246942081634,0.034816197049195835,0.08531477477360837,0.05070949674023837,0.011180207134658041,0.09824106871888992,-0.03177205331660612
HALLMARK_ANDROGEN_RESPONSE,0.014849115695435343,0.04357110830094336,-0.06401714178819402,0.14691251341051173,0.07257261531948785,0.014907441424117499,0.08490958660570494,-0.002434014415819962,0.0628303748764774,0.01632517571437258,-0.014228242572007062,0.118379704548533,0.20648146930420536
HALLMARK_ANGIOGENESIS,0.13200841089160484,-0.06757154908301696,0.012959142564157889,0.1698298561158954,0.09567676367423329,-0.03229372554192072,-0.043702190910102565,0.023992749920441616,0.1384265832279167,0.14043465891685153,0.08393067922745769,-0.019879719680259384,0.23080251641408703
HALLMARK_APICAL_JUNCTION,-0.11133128087871606,0.04882289128875586,-0.04965439139466239,0.16181573760192922,0.05162687397498697,-0.029301067083374942,0.05877527970054406,-0.04924761223561005,-0.034098839622992705,0.004867051709165217,0.007567129354505683,0.06271581836456451,0.2086659515182038
HALLMARK_APICAL_SURFACE,-0.06461830470566808,0.0460646876559752,-0.04194367729600802,-0.10162222454224547,-0.08917143389438649,-0.015308111907077319,0.05582422468346981,-0.11419389126076676,-0.045044513324199224,0.01744061951506748,0.017661306237568935,0.056710519084340986,0.056795598660626535
HALLMARK_APOPTOSIS,-0.020467100522265205,0.01747384820746942,-0.03167997051356795,-0.07498291694834264,0.013667631883422968,-0.07599525671275544,0.00024138770514830156,-0.006416230598638046,-0.037644067341738995,0.0006147139209273085,-0.048599183710144385,0.08744713166960712,0.01437080575659889
HALLMARK_BILE_ACID_METABOLISM,-0.10884196497756428,0.028356965261956482,-0.057887231296333934,0.06540132383480943,0.09810699875065056,-0.062255565128523205,0.14998960809855544,-0.03514609157137505,-0.008826980041863969,-0.02306416366870555,-0.03957636709820173,0.04711770375036265,0.0674158916445626
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.005184507858646739,0.035233629429653766,-0.06138406538390622,0.1300941717605069,0.046073588079364736,-0.08302588337176671,-0.006239090605488268,-0.024711853148769947,-0.022142965515815728,-0.007885424323473554,-0.10202001868248217,0.035260101415890574,0.13957479886379742
HALLMARK_COAGULATION,0.12372049129034364,-0.03221585154580728,-0.026483876110723618,0.0872501545155473,0.05833655280908545,-0.00969166233585387,0.004153187019422762,-0.10436386530466335,0.038950697010219866,0.02745415209458655,-0.08372947793529173,0.10350322271930154,0.1443054101548585
HALLMARK_COMPLEMENT,0.08132175704874853,0.047052592376872746,-0.073081766022072,-0.021389686565905456,0.049711325179771323,-0.0984044163621157,0.0014380981313473534,0.01784911065460637,-0.01127204794331444,0.030894899201274657,-0.027401494276832687,0.06412403504028472,0.14679665501629025
HALLMARK_DNA_REPAIR,-0.04206786479647479,0.10582229409793585,-0.04949888659419597,0.18285177113932521,0.08606045373103138,-0.052179273161560395,0.05530108814451101,0.0331454668035311,-0.016749799903059786,0.02253983631973045,-0.029317700145290584,0.03860101225021454,0.15837357905889315
HALLMARK_E2F_TARGETS,-0.004383778124418224,0.04156139925023834,-0.06449406205959443,0.19601904245976148,0.10856112748515064,-0.03823267188597962,0.06691640500954353,-0.014244870046521188,0.08973710441891701,0.11832401790060099,0.03575373889477949,0.004895096617837069,0.1525756703635281
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.05608055967580329,-0.04685234784057248,-0.012201670533713883,0.15141889348243892,0.054287516977926845,-0.09079057820239515,0.005726943009111392,-0.1691413020362728,0.04652284247907636,0.09508293626299191,-0.009715692934397339,0.07906054143986309,0.19259511204987773
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.03956457572920166,-0.009593452542448921,-0.07450410696790613,-0.03398192339590206,0.00925012930669861,0.020985333458796097,0.05630208422766115,-0.057216533791197365,-0.06614124985940252,-0.037162900995477546,-0.021356210725582858,0.08889489609480287,0.1784232859121349
HALLMARK_ESTROGEN_RESPONSE_LATE,0.07686310780638071,0.022120765419145105,-0.0709503634296588,0.043618534348948454,-0.033774281143153895,-0.041690635227810385,-0.008502625983563045,0.08576062152095601,0.01948549042336185,0.04420030684193463,0.027413752952413224,0.046245520991962163,0.07556014410891573
HALLMARK_FATTY_ACID_METABOLISM,0.12224621122870613,-0.061241986736924076,-0.07948888515903893,0.014994146487734197,0.04778494161312018,-0.04307873820302749,0.020250488995583828,0.04593564633165193,-0.004618691289552772,0.047659341531474324,0.002218237040264713,0.0027366536515859683,0.144282521664168
HALLMARK_G2M_CHECKPOINT,-0.03608276079359101,0.040710100810647736,-0.021895382094907916,0.195912837067839,0.1035868035589223,-0.08027152926992377,0.07878025330359185,0.058579348263674474,0.0891004906867757,0.08995379646355839,0.04018687796557231,0.017733090895360088,0.21694232676714184
HALLMARK_GLYCOLYSIS,-0.10877685460366715,0.0317983010858386,-0.07318494951217092,0.09748575365913921,0.034488063969846085,-0.04081719552684047,0.026633620400686474,0.06765644971874069,-0.005110353645342543,0.036603453951794714,0.02221244545854906,0.043087800263204454,0.1713665294423649
HALLMARK_HEDGEHOG_SIGNALING,0.011380333591200827,-0.02115687982016896,-0.07887456901251397,-0.11771100467766209,-0.07821580072209108,0.05690104597486823,0.08041133221018168,-0.11150519148925683,-0.002757281318401127,-0.012423324609443408,0.004171124146904405,0.04027067568139935,0.019672122970692957
HALLMARK_HEME_METABOLISM,-0.04653719950322568,0.0399324254970545,-0.07977535599493624,0.0730830467069977,0.07934570389137616,-0.01107132703523049,0.03887819090692405,0.016635363695507065,0.013301188801605702,0.013073515256063761,-0.04587942426890408,0.049865578765394436,0.12844717913413922
HALLMARK_HYPOXIA,-0.13744617588019467,-0.034695022307245305,0.0026413747902974782,0.05211226938937527,-0.055448505688378995,-0.07557136933534724,0.004908931954924818,0.11545734431855594,-0.09279224850849889,-0.016743680598583957,0.009869627621050477,-0.026866603568807164,0.155062115674083
HALLMARK_IL2_STAT5_SIGNALING,0.10060058500645018,-0.004765025925538588,-0.07180290178096838,0.044040076851663966,0.06071520495192944,-0.01922594217851898,0.015931552092217152,0.01516713451148481,-0.011001866826174996,0.011023705414376493,-0.0257484378932902,0.034581460816450284,0.1858502777127109
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.0013266683258621303,-0.05453170349110528,-0.031005955520358872,0.11354623989969592,0.025738056351340164,-0.005080409609385657,0.013079078642136059,-0.07161919581753988,0.06372525044346386,0.06216534486282452,0.028773883669270806,0.049271914980889564,0.20787976535864863
HALLMARK_INFLAMMATORY_RESPONSE,-0.0021040892089806266,0.05319224060475533,-0.03162547191719142,-0.1097733636134437,0.025668167919019356,-0.035067609872378065,0.05819683852891451,0.06818823591026131,-0.06276966547310762,-0.011484949946090497,-0.03160180749677397,0.0909184788453255,0.20896722676879798
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.09651100327208985,0.03796310586146714,-0.042802968992515705,0.11677390096442648,0.0809466355863728,-0.030087215401510662,0.06908136337657148,-0.04641555292527559,0.05081326961856366,0.03365767181392211,-0.07366847704815814,0.0808569601178561,0.007456496165373467
