,MGH258,UKF269,UKF304,UKF334,ZH1019inf,ZH8812bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.014093930382290221,0.021896889347156542,0.009554526723271329,0.050795867781948854,0.03138364037027963,-0.06878051357646403,0.0977024197185391
HALLMARK_ALLOGRAFT_REJECTION,0.057467374548187324,0.03388254678130003,0.059463705690063255,0.06667239339965525,-0.043277695821824856,-0.011803677677103224,0.020944932894300695
HALLMARK_ANDROGEN_RESPONSE,-0.002137100853958099,0.0613082033915108,0.07179996666783062,0.07327281821460874,-0.012243428663533527,0.02314168928546777,0.007136671511040951
HALLMARK_ANGIOGENESIS,0.05057667199332002,0.05231405338576663,0.0811778017439711,0.04695486373147011,-0.07623088323788436,-0.10097855329692305,0.0821188476444251
HALLMARK_APICAL_JUNCTION,0.03633580241983773,0.03492202289806724,0.019020279215193774,0.0518745397314605,0.023543009133554917,-0.022085448321411294,0.01595832025389234
HALLMARK_APICAL_SURFACE,0.052601130037705605,-0.07884793133403516,0.058506192817139493,0.027188143895878845,0.02764844271400977,-0.01692729535019322,0.07637494825894173
HALLMARK_APOPTOSIS,0.025986198689062417,0.025135345745101487,0.03806543094982577,-0.032449381001086124,0.005859214099182947,-0.07162290536366663,0.04748664505655777
HALLMARK_BILE_ACID_METABOLISM,-0.03514874163389836,0.04619980956065381,0.044722263944001424,0.06123594045666569,0.06924645153232728,-0.004259889605360603,0.09233075195571437
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02215313166496474,0.07077697935599613,0.1601557849077271,0.08144350939117641,0.06456671072678906,-0.041133333529711824,0.11521612545413107
HALLMARK_COAGULATION,0.14289857652429558,0.033651090460479524,0.09230123689569374,0.06303290610429604,0.004195967362150918,-0.06277369385816507,0.12387249110198298
HALLMARK_COMPLEMENT,0.07674104018291501,0.02785354026538319,0.06625445737483718,0.013712466691043694,-0.010663401123369515,-0.05612428892863977,0.009345048857533941
HALLMARK_DNA_REPAIR,-0.009826113295239714,0.04394848651557192,-0.04683654113260552,0.06389284521099554,-0.005101403455683147,-0.016929346619118064,0.13663228913986808
HALLMARK_E2F_TARGETS,-0.0273983814894995,0.06368151268715048,-0.036556834198667065,0.05255495544670794,0.08587306442688308,-0.006380754086903204,0.013670397819312086
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.014892458408234279,0.03436035155610572,0.07960309907198951,0.03282446309105131,-0.032514684373397794,-0.06913866363619214,0.08954641127539563
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0361942783404903,-0.021516714042323998,-0.008004531537650445,-0.001161370151928353,-0.01208177774278475,-0.011124987890975683,0.0648117840730169
HALLMARK_ESTROGEN_RESPONSE_LATE,0.07657441389916429,-0.03459664790179654,-0.03514124602069581,0.03269721308183492,0.008811863494933785,-0.01891951650007405,0.03265508589912019
HALLMARK_FATTY_ACID_METABOLISM,0.06000666814028519,0.04663969047234899,0.030556798942156578,-0.024727724334934517,-0.03999930872955215,0.03152544769550698,0.07912670499533699
HALLMARK_G2M_CHECKPOINT,-0.03886432032312875,0.05629194025890692,0.06657477979614267,0.06364523563028598,0.022356101919245214,-0.009206864627584847,0.09843025180376117
HALLMARK_GLYCOLYSIS,-0.01068775029902259,0.048391143059450484,-0.07288402600031395,0.02987563122174031,0.0029093445264569704,-0.06453287553905343,0.12159537892146466
HALLMARK_HEDGEHOG_SIGNALING,0.07992487347125767,-0.057538254822188065,-0.07074758238259772,-0.003452501323225824,-0.024021763452036212,-0.02702625832774121,0.029410915525272512
HALLMARK_HEME_METABOLISM,0.0462072362221905,0.011490803239295693,0.0527499091554145,0.06446966420162176,0.03240900196016726,-0.02755361191915592,0.04151923163263608
HALLMARK_HYPOXIA,-0.009813356172371097,-0.03280293729580047,0.0017166672902912687,0.02536393082280777,-0.04200172195463777,-0.05028944326280659,-0.004853957255543167
HALLMARK_IL2_STAT5_SIGNALING,0.0523311338942066,0.04015557801707685,0.08094986167444927,0.014811871170667098,-0.03377831049134061,-0.005642383210545239,0.15173027510541087
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.02939201116682623,0.0651764080557393,0.06928098315857989,-0.015401901248279512,-0.009283899907771665,-0.021354017758401046,0.002073774365248222
HALLMARK_INFLAMMATORY_RESPONSE,0.04235836620104975,0.0062697904099533516,0.04475026757045855,-0.032228075869460505,0.017241101197907626,-0.0052320434889916246,0.055953284180691246
