,UKF248,UKF251,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05406383167504246,0.010831906690353795,0.015488812347819547,0.0338493503246126,0.04281425871550973,0.02345957913107033,0.02529769869573833,0.05765170258721344,0.03625536246723064,0.1468806155961506,-0.10515272237863965,-0.0022120026593890453,-0.08707333975065412,0.051390095667420845,0.03812410122484714,-0.0304238221904701,0.052085167681511786,0.1915163900406696
HALLMARK_ALLOGRAFT_REJECTION,0.07329403937672864,0.032710406170345735,-0.00032688217271139544,0.03112502607203663,0.031093790506187553,-0.0017789967805065924,-0.003118224036525091,-0.09140123946899158,-0.04780096982333118,0.0722421010983064,-0.1810381290028828,0.0025867122871358825,-0.09111986223141913,0.06394257903196594,0.008944865876514827,-0.004038064304193337,0.09745121467877951,-0.05840890509558888
HALLMARK_ANDROGEN_RESPONSE,0.04890298342377463,-0.02747023326109336,0.021731921150005298,0.016705964758493713,0.04217735249202022,-0.03055280132195023,0.035130397311049985,-0.02976573408494045,-0.06261754217361501,0.21574820490513044,-0.05113792669173187,-0.022384178822824483,-0.03421420439822648,0.0604828685775585,-0.012191470019518775,0.038459186434388976,0.12754982667946013,0.28760838816516043
HALLMARK_ANGIOGENESIS,0.016280584292112377,-0.05909945229454995,0.0448591867120081,-0.1284155891318937,0.06567104724816678,0.03286394391555624,0.060786031267951,-0.10709145863611964,-0.08774934588964722,0.11918624439780454,0.29603521461328275,0.0005647249875019108,-0.016898733669500933,-0.003525736966990687,0.005319310511697125,0.05794388273439223,0.04406492230294453,0.35726949376404105
HALLMARK_APICAL_JUNCTION,0.09047970704801724,0.0489353020007096,0.033917108287735885,-0.012823597824229316,0.0468556152274234,0.022268884673260943,-0.013100358745655676,0.0070410220328435205,-0.07042578084080259,0.18108347196070831,-0.16438047462644012,-0.09525098886619583,-0.05676054894581673,0.062006875411872546,0.0382991206691328,0.07580446836228495,0.08045182745223149,0.24501442731657805
HALLMARK_APICAL_SURFACE,0.07587844925375666,-0.034918493020540856,-0.03391899450888346,0.05305730090957888,-0.07110690503398094,0.07945085018841735,-0.0006333479181137615,-0.020317446497055247,-0.020297663661434713,0.10633701215166559,-0.3694402185855234,0.029516509567432538,-0.06424486526332684,0.08689420365120533,-0.0418877949098466,0.00723670721993191,0.09750786054555582,0.18904632766716
HALLMARK_APOPTOSIS,0.04969591844831825,0.02673588541096111,0.03859018697724056,-0.01172842208366495,-0.00838331523546183,0.026891790933301286,-0.03725102830367904,-0.012772650127776371,0.06076619915591392,0.002124868110627176,0.014246638491908563,0.02322256783541764,0.10606791707800951,-0.04202344817607896,0.04344124636751544,-0.024644424447114732,0.014649102958080177,0.008530628887416541
HALLMARK_BILE_ACID_METABOLISM,0.023430136114211762,0.03221263207301202,-0.005546832964315265,-0.039190242311248624,0.0035194093727011033,0.05945929239312593,0.017097863858815506,-0.016930359996849404,-0.004591152083303366,0.002731904041017574,-0.2812043088082228,-0.013269741396383632,-0.056692705014440424,0.05219378362219465,-0.07457742524432372,0.009320857505595402,0.016114192792504978,0.14283321054849515
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.005362439064661264,0.0018073420246196754,0.037502791249037444,0.04894292583072448,0.037675637785804184,0.007725370679771371,0.037747861029061316,-0.109538940063676,-0.10666866728231388,0.11160395622938912,0.08619577946745349,-0.030725307221684057,-0.06060657990517309,0.07435969985602957,-0.023302185147831028,-0.02840832890649705,-0.03004989293321123,0.16185869321841145
HALLMARK_COAGULATION,0.08982150099723706,-0.03986191698286101,-0.02091745631192563,0.036619760976288475,0.02085573602559667,-0.012344480020611608,0.09361570202493766,-0.08327249082737663,-0.06931806691021865,0.13330091313909928,-0.43845372451237014,-0.03873939525527743,-0.039390119965830465,0.042254869871355835,0.028930019999944646,-0.0869532201927199,0.12042453179562135,0.1841051053715567
HALLMARK_COMPLEMENT,-0.004349443122299208,-0.04602763575916067,0.005272550673039934,0.07889675670133933,0.010028686442789973,0.07047865756333359,0.013266008899692058,-0.03356351318244472,0.016835410534332837,0.09250527573231056,0.16509327889892975,-0.0012292686938072523,-0.0056394329811357445,0.021584295169480135,0.02006340136313415,-0.0233364788860926,0.032928997904554155,0.24128608406124857
HALLMARK_DNA_REPAIR,0.029044731586984906,0.021482290657245887,0.03004806305453459,0.0031897576988412783,0.07426733721364437,0.014718059505126082,0.0506245514335034,0.024271520520302563,-0.039334005035611304,0.1543008591947962,-0.14152114137788283,-0.03965777985207391,-0.05489103366919389,0.06866550883456747,0.019735601163741956,0.042956907098092384,0.026931571646952458,0.2225575990568027
HALLMARK_E2F_TARGETS,0.03421241768922099,-0.027541630655378256,-0.006697978948980756,0.08400971799976947,0.07260368942747049,-0.008476237778778007,0.020538463195768557,0.04185097345411461,-0.06474129234405139,0.10121469930921319,-0.17561324189283928,-0.05586457090883889,-0.030172235503667724,0.07998204155434989,0.057936840749798824,0.06430419389839066,0.019577598244515118,0.16196531331509054
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.059376715573781325,-0.012974717452121505,-0.009972734403488694,-0.0701492957527724,0.05804041305629087,0.019476549529160368,0.0709548120804224,-0.07288416043805486,-0.07899618020472673,0.22769903352377294,0.015061844088747868,-0.006138995951135111,0.12086394054911362,0.005950303841436286,0.040901280138469956,0.04845681215684491,0.15378046158658118,0.30581229333020743
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05041674335927196,0.03486264963057128,0.07348651001544776,0.07659060145280397,0.013585473614414862,-0.0044326535761068245,0.07177618706912078,0.08696305212079623,0.1062079966159325,0.16880563148248573,0.21664592561902302,0.01020606078020498,-0.004829162093088445,0.016875382798236315,0.07375247494274312,0.035422038359428046,0.06834895340452687,0.24078897094813362
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05807388367631393,-0.031536586723271295,0.00297836806736445,0.018440692725265613,0.015987473634856933,-0.015746597154358395,-0.038783799168602855,-0.07431627660725679,-0.07656185662808507,-0.05659147786563271,-0.08580923669826186,0.00142241329664593,-0.07484221616016945,0.09233253468525697,0.01308840428909666,0.08777353885984612,-0.007619281446958793,0.0766549958519226
HALLMARK_FATTY_ACID_METABOLISM,-0.00977522292868238,0.015551337515648862,0.021327082026527545,0.07437615078979186,-0.022206994395653157,0.037970227260625475,0.023820640069391018,0.012473979316041094,0.0737255939344665,0.11230213183074518,0.3183963417659157,0.054040346258003975,0.05951559823521152,0.036506957949925055,-0.009183458110715373,0.08510791195704973,-0.009296767549663519,0.12790994303756328
HALLMARK_G2M_CHECKPOINT,0.005064639821636003,0.012356373642028061,0.01176958464224666,-0.08903875280187334,0.052613053705984424,-0.013765004178406438,0.008326313786788192,0.023482751637933594,-0.0799137100941825,0.1339515583675196,-0.07037939518610765,-0.0780546677344208,-0.0081439354152238,-0.0003191600674558815,0.02546255112644255,0.011449714531155623,0.0315264299830717,0.2688778392091429
HALLMARK_GLYCOLYSIS,-0.002385832893427601,0.05286900719546015,0.04555753294428049,-0.0045528499909546815,0.011820973808501146,0.050129782224702706,-0.02067137039745953,0.06026713576846482,-0.004135600003383105,0.10191856119262824,0.1297581493729127,0.020845087493316764,0.05701543787823114,0.06925503885175982,-0.04475785767721404,0.09390547891052695,0.02355115655251185,0.33645166459918013
HALLMARK_HEDGEHOG_SIGNALING,-0.03571012987957158,0.036077024328798654,0.03624006401783038,0.13327887414267303,-0.01950752775945027,-0.003853642055151827,-0.05647526276635158,0.09609270993561217,0.0998463476844747,0.12435427899930622,0.26037879604146824,0.002545025806586017,-0.007551988312457896,0.0825143468418271,0.011057372542881678,0.10089403069563482,0.0035076842610906336,0.13844808759948327
HALLMARK_HEME_METABOLISM,0.05057617854932856,-0.0024394584820111704,0.01563784056150084,0.059497866733428995,0.051238035694374365,0.04527073395906199,0.018192221097519473,0.06286703141697111,-0.028924328346741166,0.14278154414609256,-0.05758088001455636,0.05208841540484964,-0.06236444976296544,0.04216615847688613,0.021883216494886688,0.01890327966368599,0.031219970071997144,0.2004815119287698
HALLMARK_HYPOXIA,-0.05970266100918381,-0.00044126924331167955,0.0034827750791086064,-0.09365026458320164,0.01602110492658372,0.035457446615303236,0.003135119798895868,0.013329923014459,-0.07347738267835181,0.15102993033997406,0.710104533954759,0.025503661976458775,0.12000872193075528,-0.03373568320371014,0.03316476876198134,0.10771169402105622,-0.030254814505957992,0.21366987726253114
HALLMARK_IL2_STAT5_SIGNALING,0.033915830139264136,0.028996112150547145,0.03849689533078398,0.009789509573204777,0.06860130567392674,-0.05234898572425097,0.04295209842494841,-0.021840150454825624,-0.003370725609774794,0.0544366229367683,0.1295748157896449,0.07805006347367223,-0.09630742308061863,0.057854627013563316,-0.009267398175447106,0.08551359337218697,0.041826271185597085,0.27840677638863703
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.05798608111062959,0.030082159913784833,-0.001868669675620353,-0.09263576789596065,0.010548003813580202,0.04108390623238136,0.03209064556187131,-0.08229439504860867,-0.06609841891798551,0.12295930957760336,0.17652465991842672,-0.06336196163291835,-0.04778892520942107,0.05601288626257492,0.012290835428138658,0.024829973152913125,-0.014108355575248557,0.3653065568357386
