,ZH1007nec,ZH1019T1,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.12015583966900702,0.07852975790549857,0.08380201534678194,0.11612133028634447,0.06394409806855529
HALLMARK_ALLOGRAFT_REJECTION,0.007063336960887035,0.03254969814840792,0.024105126436717774,-0.011044614923323957,0.03093385967905438
HALLMARK_ANDROGEN_RESPONSE,0.019048102697845345,0.052313281159202675,0.061955723510406485,0.019227462483557313,-0.059064039366064434
HALLMARK_ANGIOGENESIS,0.02497176427667556,-0.026128512715344988,-0.0021182557298352216,-0.08082442741829567,-0.1554471665612626
HALLMARK_APICAL_JUNCTION,0.12143173265193659,0.06082573299256119,0.08138627987280715,0.069159370034105,-0.006595780808863921
HALLMARK_APICAL_SURFACE,0.17949063190999834,-0.04864159627283607,0.009880741258817424,0.06407198906063881,-0.0074775857785827
HALLMARK_APOPTOSIS,0.014993201387365287,0.02452228311913529,0.07411120875750932,-0.005763070149549589,-0.09202202536420778
HALLMARK_BILE_ACID_METABOLISM,0.09297503838981941,0.07524316258131342,0.027173327664716376,0.13557680251829604,0.07829675114949494
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09315856243023661,0.015397118815895203,0.08913560736699787,0.13414977299742584,0.033870185383215234
HALLMARK_COAGULATION,0.14025800289316115,0.0011219190473331028,0.08834613581436458,0.016040187716976732,-0.0696155542300183
HALLMARK_COMPLEMENT,0.09239453225032498,0.038156417414444595,0.07250601454760336,0.07011315307114575,-0.01577163381155583
HALLMARK_DNA_REPAIR,0.09291419037059369,0.05517218479062859,0.08354914544917924,0.15505173907319061,0.11222009199390266
HALLMARK_E2F_TARGETS,0.0527022913283847,0.03645006627508023,0.05596642626803352,0.14838853949879735,0.1187001558802828
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.020169826577890484,0.016578358388724273,0.08225127580608109,-0.02355650020092259,-0.12165900136487258
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.08125956745537131,0.03984711049149636,0.07336673332945587,0.09904681169431105,0.05844236877243053
HALLMARK_ESTROGEN_RESPONSE_LATE,0.032607789787471274,0.039263172253007426,0.035634813161237025,0.10351062892356494,0.0783347487761855
HALLMARK_FATTY_ACID_METABOLISM,0.04721703839173558,0.07799036816154836,0.06553706351394294,0.06616992470299364,-0.004486484448980053
HALLMARK_G2M_CHECKPOINT,0.12058469347947219,0.041679931713008954,0.06469693861920936,0.14378883282929716,-0.042461899642685305
HALLMARK_GLYCOLYSIS,0.07167475717656295,0.035651214595054,0.058774249757921226,0.15122331899756875,0.02092483511684461
HALLMARK_HEDGEHOG_SIGNALING,0.0897048359861329,0.060934250045935424,0.11107008121315885,0.056579133645291615,-0.009273238780344736
HALLMARK_HEME_METABOLISM,0.0957031989765601,0.07667006524124173,0.09796231524154188,0.13163067510217252,0.08004813027298642
HALLMARK_HYPOXIA,-0.07108580982210275,-0.04514171431878246,0.06911522550267118,0.03146868879712775,0.01013123051896193
HALLMARK_IL2_STAT5_SIGNALING,0.1153748825097939,0.036865673081156645,0.06647578763495761,0.08889027679360349,0.0037846550981806546
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.0033659511718604844,-0.06363991382819816,0.0427842631453377,0.08036379716174907,-0.07882027195834296
HALLMARK_INFLAMMATORY_RESPONSE,0.013620579653521635,-0.015243457738710626,0.05718689632617329,0.03242907771824109,-0.15553172673671448
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.10198586832328897,0.04147488081721401,0.0712543894094876,0.11954997389403835,0.090577452070088
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.14233821671002111,-0.050750263747946577,0.021249890828672287,0.031701019650185625,-0.13393239898043705
HALLMARK_KRAS_SIGNALING_DN,0.12835419709393542,0.09998258148292648,0.08081924653122652,0.13228124418989076,0.16179272833222916
HALLMARK_KRAS_SIGNALING_UP,0.010880347461209796,-0.038757233823997754,0.09342084780179082,0.04036027617853414,-0.010013685675903189
HALLMARK_MITOTIC_SPINDLE,0.0980620397042962,0.09120022416358216,0.0998418283152919,0.1302556324281929,0.043732130195037855
HALLMARK_MTORC1_SIGNALING,-0.008583802454474546,-0.003716814385072764,0.06905650597270968,0.08608673759558128,-0.06641638829117628
HALLMARK_MYC_TARGETS_V1,0.03980934885938127,-0.022862499463791514,0.0694785445834282,0.13953039105012877,0.06492322347321157
HALLMARK_MYC_TARGETS_V2,0.027567315380813837,-0.015787292164541784,0.0066562747601479864,0.14412127946992104,-0.06220080133631365
HALLMARK_MYOGENESIS,0.11722079136243191,0.10301494390854263,0.09846261378376905,0.05342761005815125,0.05154864193621173
HALLMARK_NOTCH_SIGNALING,0.044302213365342374,0.07340153914666407,0.0663748847868929,0.15370075025718533,0.15465533013327976
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.08753370649779439,0.029644459434628397,0.06903847029972088,0.15008896847047315,0.2735153109443473
HALLMARK_P53_PATHWAY,0.08375865707661556,0.03587244645691224,0.08461909524463293,0.11884872015884135,0.06156519431431817
HALLMARK_PANCREAS_BETA_CELLS,0.012037862983603289,0.05829270007355006,0.056626099619177576,0.13027701446762344,0.16077448274654207
HALLMARK_PEROXISOME,0.04474300514736868,-0.06538477101875984,0.058833334496214286,0.10628380053166138,-0.029409543140420425
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.03853768762010207,0.036645487026799796,0.09431540454020879,0.10078024511608295,0.07332814133955452
HALLMARK_PROTEIN_SECRETION,0.08965603730014331,0.05720545244990914,0.08954968689422162,0.14361405844113168,-0.008680722765926949
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.008291233061887124,0.02823799359628992,0.02398705001802382,0.0343465257753947,0.0754514964359594
HALLMARK_SPERMATOGENESIS,0.04984775751284215,0.10524598538642088,0.05843304685093438,0.14674360319946586,0.17170631902097475
HALLMARK_TGF_BETA_SIGNALING,0.04417372426471533,-0.0023080681053770672,0.09533937144626373,0.0598129916930349,0.021139631701217045
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.011904006250240743,-0.028561104538909345,0.011984564236319311,-0.00866105064201555,-0.0759195948940293
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.07275133503355886,0.027686489915448507,0.05450807214454957,0.10836127054337594,-0.038451038116763335
HALLMARK_UV_RESPONSE_DN,0.08367103771071734,0.061476080007388904,0.04051382088980371,0.02323630771871345,0.04090506923908566
HALLMARK_UV_RESPONSE_UP,0.04951728060608117,0.032881596779059934,0.09632270365800598,0.1061522971187723,0.1015140734418278
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.026165605977457457,-0.11920670212425008,0.020166642533684217,0.06410872157156287,-0.062095383431038154
HALLMARK_XENOBIOTIC_METABOLISM,0.093963172804522,0.03006304388706296,0.05237622469502915,0.11272812947529623,0.11297278981085808
