,MGH258,UKF248,UKF269,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH916T1
HALLMARK_ADIPOGENESIS,0.01662381018083075,0.051254149606041216,0.12892959969839082,-0.016204354573495127,0.1650472548767381,-0.024165296043168263,-0.0031985163525371685,0.1305166141900012,0.14419188401007388
HALLMARK_ALLOGRAFT_REJECTION,0.11651245028600157,0.11717505469582425,0.12574435731640135,0.03526787563588305,0.14745616159364996,0.023037016376437916,0.0330734752356229,0.12930455119573375,0.11457718066571183
HALLMARK_ANDROGEN_RESPONSE,0.002815559710198296,0.04533282502713666,0.0833943750253408,-0.038433486981176324,0.12047659805384663,0.00015434201646334007,-0.015422326638776329,0.07897343671599759,0.11648328499112094
HALLMARK_ANGIOGENESIS,0.021067076139285636,0.10153600945147845,0.13953934784014488,0.04081416398256567,0.08113690231585022,-0.031880978455449994,-0.0340551289636675,-0.03198846644940145,-0.041349515866866166
HALLMARK_APICAL_JUNCTION,-0.008331147963325576,0.13389553934843523,0.16559379833553145,0.046515759834325474,0.19573490597173115,-0.01846211173135381,0.012816390323139217,0.18615944977235024,0.18864251091050677
HALLMARK_APICAL_SURFACE,-0.019911192038649734,0.04404727612343066,-0.0020311634326129918,0.003363724595109058,0.1118478243503957,-0.0839712482585936,0.0016416779818873056,0.1021621003477289,0.16333627759706582
HALLMARK_APOPTOSIS,-0.002834139327115763,0.0670776562887505,0.09715883317428164,-0.0830160455210091,0.0658859242409532,0.028178074998344287,-0.01881256296905962,0.022266816424089442,0.09978099396842584
HALLMARK_BILE_ACID_METABOLISM,-0.004522117379501846,-0.02142519004621964,0.11595267933932024,0.022687837659607964,0.09755453101178813,-0.015756445687323945,-0.0004587046870574875,0.0552823712892831,0.07012367764689197
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05243127338328826,-0.12408972605943462,0.06458625007309514,-0.007412860469129809,0.061703917998846794,0.007595684851387242,-0.08064198398914874,0.05504505236490409,0.09581328624538561
HALLMARK_COAGULATION,0.11978257270204785,0.1505434955758281,0.15413833702536678,0.08817865998832945,0.179694804205958,-0.10002644910264728,-0.004057698103561701,0.14732550316305493,0.1564886729352995
HALLMARK_COMPLEMENT,0.10838127400448519,-0.014009219658666886,0.16899522673793568,0.0025337491820624203,0.0940146660388404,0.007006779563965119,0.0034901733646941955,0.16285775050548995,0.1063858812989174
HALLMARK_DNA_REPAIR,0.034117197550580576,-0.013137274097830507,0.13050429292316254,0.043652398075674226,0.137632165868621,-0.0413968323147455,0.00973528052740843,0.13771923696732874,0.13050853914037938
HALLMARK_E2F_TARGETS,0.030522219108590105,-0.015773216572897025,0.09997914084786118,0.03529109627908099,0.07086161384760217,-0.015399157441395086,0.018566148807689184,0.13612085980824346,0.12507844872803306
