,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.04173289250482223,0.06812873283192684,0.059988028748688575,0.1027577532603222,0.01527993790022973,-0.008034777749381702,0.02880417212735496,0.09987562106516996,0.22367665879590623,0.017679405879087,0.34654764432540774,0.16352320231009268,0.09802872995979153,0.15105358917437153,0.03086646965196672,0.01696661929160074,0.2373924055178172,0.17321691934760342
HALLMARK_ALLOGRAFT_REJECTION,0.019688816329126318,0.001176754224687072,0.049457604811849507,0.0630747329021453,-0.039920877544104075,-0.10624137045058579,0.03567294092235166,0.03259599947533669,0.23393698335745103,0.061309792302261204,0.20125940658550504,0.04868158294811265,0.04030924891466569,0.07745950025123761,0.10417289658815602,0.005945851061190056,0.17265243585086892,0.08368481059917968
HALLMARK_ANDROGEN_RESPONSE,0.02132577969546125,0.12015889480030674,0.03870981784567113,0.06511818035468031,0.009414943583716872,-0.010948259148892185,0.020711502805243986,0.025615734854173594,0.22552394231783732,0.06816349613843724,0.29590048898368265,0.249300115840265,0.09831968786328828,0.13267371579845336,-0.019225622690445154,0.11127326698091275,0.20312302897706486,0.14094621614906824
HALLMARK_ANGIOGENESIS,-0.01241709003610376,0.05257144763683612,0.07762607522727119,0.06742725512526324,0.02419546651145222,-0.0434234129339493,0.0020450907370401484,0.04492888118775686,-0.035498385688768785,0.14713533521077765,0.33977164451881103,0.048934591220534465,0.04805006177929811,-0.1288627091108196,0.03219003506910244,0.03411732046481493,-0.06115739771899768,0.04734341919209353
HALLMARK_APICAL_JUNCTION,-0.0160404863840289,0.06722332354844375,0.05094751457481047,0.05417747410835113,0.057093572185502706,-0.04087789828352863,0.015857390668486113,0.05402713383585058,0.2890762222708377,0.12961311370236434,0.27701341719920053,0.18273679270138893,0.09821822709924018,0.15092249601507285,0.08218160647675028,0.06257054880741261,0.21965323112377386,0.19059507913439272
HALLMARK_APICAL_SURFACE,-0.057169160886877124,0.05855755349813519,0.01954747393168852,-0.005200319053148255,0.0036427227708897415,0.07590371023808466,-0.012820902738152978,0.01873995300328086,0.2465661950783031,0.12131935900313938,0.10142834101554521,0.096983614234456,0.057155410579293915,0.07247946681946686,-0.04342401934157414,-0.07561004439470435,0.2048608756144544,0.12353730557494881
HALLMARK_APOPTOSIS,0.022491791567211056,0.03246328790131831,0.016630112316872735,-0.022963074624826423,0.05791893915950019,0.021795701331290468,-0.0005309956397952802,-0.03445903481609436,-0.03979625289296088,-0.03981749303213863,0.08673789610183916,-0.01614431786038233,0.03603103220805281,-0.043963258687950056,0.005919215611446708,0.026646828794926282,0.1342999962762328,0.07509722549191453
HALLMARK_BILE_ACID_METABOLISM,-0.05119683988844017,0.0036664626069390417,0.025466752406074575,0.04331900445818706,-0.017556237942536253,-0.03205868775375936,0.036277035478984164,0.0722802573160385,0.02647344832384804,0.04994110424097754,0.14716753011497963,0.08480029549258067,0.0931042311466852,0.13420774354198037,0.018174410855837354,0.01733656881438676,0.18328257397507008,0.1924568279736961
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03822156514058183,0.05312119387076028,0.05658324347046981,0.07893773681458756,0.042569284115241614,-0.07808515570432732,0.03655833777145081,-0.0017519126313513733,0.2449046325567707,0.13540997563025384,0.38738620975534926,0.18726181577765472,0.08498584509228459,0.13711544916905508,-0.011518346349319976,0.02453971831144157,0.1931601573855925,0.12927562046508168
HALLMARK_COAGULATION,-0.049470342962460716,0.06451645536025141,0.06193197910981882,0.06510914164205832,-0.02930721381859139,-0.07685631241231793,0.0389634778650901,0.09734413135142769,0.21823651177031467,0.048979141439997535,0.14425790868726204,0.24559943480049912,0.10216406855775098,0.08291583791742684,0.0443334750626659,0.0534193481267761,0.18831742733744475,0.17562508452086908
HALLMARK_COMPLEMENT,-0.04262852952545372,0.024953189461454296,0.0353320120667259,0.11001353173935836,-0.020674315744611888,0.019660354104088607,0.03992064754427018,0.028626793464584733,0.21194681942200955,0.03911451523629243,0.340022576496092,0.03726831479341624,0.09663710102748578,0.08239628009205245,0.04645458378605907,-0.021973098971572656,0.18729955462844247,0.08704648260750529
HALLMARK_DNA_REPAIR,0.025839183835133485,0.06085208143336116,0.07317761978391883,0.06672464704498413,0.07759049462572055,-0.03499349630906242,0.040633180066560796,0.07028511093130176,0.28730864896142844,0.1212528695839952,0.380696680841664,0.1912804908381459,0.08841258134491828,0.17432812189801075,0.031636020302292726,0.01765591749326339,0.22825123705282735,0.17234118598819756
HALLMARK_E2F_TARGETS,-0.053708980447737524,0.05011754024203089,0.058583006684629374,0.06201661899496606,-0.0027671850396961497,-0.07348117677087113,0.008737977259247891,0.07426635144726823,0.2900864898650944,0.06841239788566722,0.19093547739536337,0.14796864101921353,0.149185361803,0.0390944134732338,0.007762924041417277,-0.00959375878804367,0.16822907500489534,0.16041200946486678
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.041300375238073415,0.09168547679664726,0.04712271010781784,0.05696898889991493,0.04807349731388328,-0.0905209739883512,0.019668551081215586,0.01849027093027417,0.0531128824663801,0.1655262986858126,0.29266798254736615,0.26080873422512324,0.07240591029567632,-0.03147076934807818,0.10523586661885063,0.07359579440592459,0.1311495130633857,0.14960058030986598
