,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.02727932361764801,0.09021087086869072,-0.01172084928003398,0.0876719182484698,0.04518522142814306,0.2149871963380453,-0.04345203299039701,0.026347381901884254,-0.05307486468213054,0.12283940037455046,0.015857416638812075,0.024728904898164913,0.05374553604156895,0.1731241104546741,0.28084507387547153,0.08641269166571687,0.12947052456850228,0.13066230263621686,0.13739182352061155
HALLMARK_ALLOGRAFT_REJECTION,0.1227040426040294,0.06197936391259389,0.0683286945548859,0.06479960233106073,0.07401544390087121,0.22908139629884788,-0.05706728176724012,0.0485669946539253,0.1315280208396392,0.0250449868880707,0.10788080994908257,0.03997227237173574,0.09029961304869129,0.08170333138207883,0.2221765870951831,0.05874392975883986,0.0671652803723897,0.1873806844435325,0.07881113583006684
HALLMARK_ANDROGEN_RESPONSE,0.03509226927677377,-0.008529823607974104,-0.0286275792484518,0.058555557870486566,0.11381201464368665,0.173445243906417,-0.0458636923348072,0.11344493298938034,0.043436195065737364,0.07310908331633685,0.04668450664592548,0.05941582524927849,0.07910015017882836,0.1610833606655446,0.2461869229354175,-0.060000956497461254,0.0518832554138473,0.21123108171190552,0.20537289854124147
HALLMARK_ANGIOGENESIS,0.10059424090329908,0.06540192266131092,-0.04669582048739735,-0.027665592808937624,0.09855269708110742,0.1866509404394081,0.043641125155001605,0.053711602755967605,0.06734615977703406,-0.1305455302886814,-0.0006659867039628034,0.01642843974965178,0.008490638524528535,-0.08427028647790034,-0.10878997939497038,0.006225738404263267,0.00704347729839484,0.05382075729721895,0.16802885230077966
HALLMARK_APICAL_JUNCTION,0.11176878134497259,0.026643071964648515,-0.008949457001050884,0.024355143070106614,0.126086316521731,0.2148248584586279,0.014187008095805668,0.05093578113361735,0.043526283028808524,0.08711056057734706,0.06297325040853205,0.07380309679914464,0.03408376219992351,0.15646755711102076,0.27342214204992,0.08987189922310149,0.13165331195812097,0.1899168721547745,0.2584979867474408
HALLMARK_APICAL_SURFACE,0.040733454210017034,0.051773142774170104,-0.010740307166317074,0.00038330416677525057,-0.0844412832626434,-0.02730853831509541,0.021611096528462978,0.009014899957093052,-0.05272178866561074,0.0506164474620321,-0.02494298589252818,0.14050757189251242,0.08988961611661862,0.1752015844742066,0.23660079193272138,0.04235627256849452,0.0659732253795971,0.19172262137737575,0.0869640873376416
HALLMARK_APOPTOSIS,0.08358148245811947,-0.002308136886600929,-0.002828126896424234,0.00901769169188848,-0.07091404488036221,0.0952659733265359,0.02718952861407367,-0.0105747641189176,0.07196536269968404,0.10075365897419433,0.04278570169516897,-0.07788047398276944,-0.06095578609394929,-0.03991039971325723,-0.04640695074098066,0.09065292295721382,0.012590630824387586,0.13880596685896593,0.11132561834155116
HALLMARK_BILE_ACID_METABOLISM,-0.12380465063319862,0.03895475295951708,0.013458524289504245,-0.016356556652416462,0.06024332509749366,0.18807439099265036,-0.011468799626896106,-0.005995484081311663,0.06051357151542029,0.044018432061004496,-0.004718853616919053,0.044351440387593886,0.056823311963444915,0.10530846049766841,0.24122631168220504,-0.02758958833576375,0.12186371672744624,0.07708184039607414,0.12188296064016158
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.12585405878398803,0.04587518801760962,0.010278211559168533,0.019151374652599893,0.12434941337627603,0.1428469588448669,0.05638268183948731,0.0045857834105821355,0.07628490760410803,0.06716505849931594,-0.0054470879394279996,0.059018997805998244,-0.0657214106242778,0.17550992354097814,0.2926538415365859,-0.025212683330655534,-0.02058787174021177,0.053082478199030975,0.07127298680035027
HALLMARK_COAGULATION,0.16189938580713564,0.04685570306444375,0.018971226732592477,0.044311987955144516,0.07936414808444184,0.22934445736356499,0.007725174169152246,0.008850390184772936,0.1581925111749089,0.005666509571705336,0.14159859172761768,0.03928663822524563,0.15722026850447526,0.10622576742326102,0.2299567205954456,0.042797013140314324,-0.002633855822169021,0.2128174949274073,0.17624571925124166
