,UKF269,UKF296,ZH1007nec,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.09113274539738339,0.04796529143131785,-0.04883242748980628,0.07691786791762618,0.16805290942322787
HALLMARK_ALLOGRAFT_REJECTION,0.0806133453928426,-0.03341157421555532,-0.05998316195293197,-0.02801160744032969,0.10546150076330188
HALLMARK_ANDROGEN_RESPONSE,0.0699568967554672,4.671549356218913e-05,0.03853900701824068,0.017418112283805035,0.06062571533588978
HALLMARK_ANGIOGENESIS,0.055168629751514944,0.027921181316846,-0.02505497580678756,-0.0374295652672504,-0.11418751668793517
HALLMARK_APICAL_JUNCTION,0.0873664476574678,0.012929717673860473,0.04013424839679375,0.10899271173742346,0.12084637644342375
HALLMARK_APICAL_SURFACE,0.0008203637569635296,0.022961324122543602,-0.04987947595476722,0.05253933634329047,0.07900221906477646
HALLMARK_APOPTOSIS,0.018782596429251147,0.04833247266120368,0.021060889165375213,-0.03532231626349112,0.0901671084869972
HALLMARK_BILE_ACID_METABOLISM,0.042885179802676476,0.055903562702544415,0.013388940004885271,0.025707432215446864,0.13528157828097115
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.047788986605052174,-0.010782892229044244,-0.019870308011092807,0.08105658966387617,0.13451391418666683
HALLMARK_COAGULATION,0.05735082544663482,0.04118731527228072,-0.028970609003211897,-0.04711941597865596,0.0720324620272433
HALLMARK_COMPLEMENT,0.08095211991139631,0.03798566225018302,-0.07892529617250542,0.007429261761158019,0.12612922283890557
HALLMARK_DNA_REPAIR,0.10462565802157643,0.06833239204253476,0.004655757621164392,0.12156835841789765,0.16521486733679583
HALLMARK_E2F_TARGETS,0.09635961386819639,0.029847939856175013,-0.012637361121211405,0.04211372235280929,0.1321195882043865
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.06960341623545598,0.042350810270778784,0.058472133244529156,-0.00725329863505326,0.03882677068906012
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06590201364850785,-0.012409123832426707,0.10668640390025372,0.09520412850973295,0.09705205120057644
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.05448825853264403,0.07180857686925968,-0.04505254136350258,0.05561154310669577,0.11605566384074077
HALLMARK_FATTY_ACID_METABOLISM,0.04769953486412059,0.020674896753210138,0.004819255624381653,0.025493951878383953,0.07409302043435358
HALLMARK_G2M_CHECKPOINT,0.08927220929637424,0.021021475814294425,-0.03577946361651592,0.02799852770271097,0.116000846349492
HALLMARK_GLYCOLYSIS,0.08705560492402444,0.02557125498528619,0.0011176522993574442,0.10566481573018818,0.1321605179778451
HALLMARK_HEDGEHOG_SIGNALING,-0.0203456072487806,0.02324970683710037,0.00913517630004606,0.14973554767828567,0.06708415511586066
HALLMARK_HEME_METABOLISM,0.05910838797949859,0.06040443392257863,0.023706079951933922,0.06640715035030409,0.15030575460295878
HALLMARK_HYPOXIA,-0.034845434653330794,0.014567333595250986,0.025308765662270787,0.022410203963859038,-0.06307212324920364
HALLMARK_IL2_STAT5_SIGNALING,0.033190641313362246,0.024229556455631664,-0.010173073996138097,0.050793912182026835,0.06071621866850894
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.040718415941704035,-0.0073207012582433475,0.01981184121046417,0.017775017621556803,0.09263089298703048
HALLMARK_INFLAMMATORY_RESPONSE,0.016854774285399284,0.031029028969452914,0.01687913710552771,0.05343250391390399,0.03678666321851775
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.06083152380202214,0.028137874449338705,-0.03162516386327516,0.006816298012276547,0.14261569493326468
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.06959353258824713,0.007719299666216292,0.006691878351119622,-0.04946045302571486,0.12545986221030622
HALLMARK_KRAS_SIGNALING_DN,-0.011151549183684661,0.07076851171467755,-0.056597164166799156,0.1420205469224019,0.11547238633648658
HALLMARK_KRAS_SIGNALING_UP,0.033318312728835835,-0.005715298928337587,-0.010851276085152161,0.06069350950046409,0.08614744388919077
HALLMARK_MITOTIC_SPINDLE,0.12124972871574823,0.04882930219517084,-0.024075758215959798,0.09123249351888149,0.12060811565875076
HALLMARK_MTORC1_SIGNALING,0.07123956784764197,0.016074636606508055,0.035711526090064914,0.023832876603848516,0.013417368835107602
HALLMARK_MYC_TARGETS_V1,0.09817952888547397,0.0653369933824521,0.028888252083391696,0.06816037375489951,0.08133080922950937
HALLMARK_MYC_TARGETS_V2,0.04958984513301009,0.009281473518485033,0.03553326740606144,0.09984974733300475,0.10971770429729223
HALLMARK_MYOGENESIS,0.05696236369814137,0.06322998613226248,-0.004417453682228549,0.07989799314127555,0.0979182286772997
