,UKF248,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04458167314645614,0.1268749438010257,-0.02158056182853171,-0.002561952599962723,0.059665673846723735,-0.007825534058850388,0.04805388731489137,0.07953880075546699,0.1550317787543643,0.10945927271022703,0.10405649311917076,0.07373353764180632,0.07779677380531173,0.00931536980481034
HALLMARK_ALLOGRAFT_REJECTION,-0.02825953908431201,0.15417489555023214,0.013484658136663953,-0.004033593161861418,0.07548004128389511,0.036391034247533205,-0.021120623661311757,0.10677624856790031,0.12376670553082901,0.0704477724074343,0.08592770556483528,0.05867625412823269,-0.025667958379909313,-0.027474150280232052
HALLMARK_ANDROGEN_RESPONSE,0.042478173596312785,0.12625086214924322,0.020031533376609432,0.01540655758916793,0.08104531731351436,0.02516883490422454,0.05308065720176773,0.03904503233769727,0.14995441538331225,0.10144438711877649,0.0041436931664909455,0.057340829475371585,0.06151683025929293,0.0010778875972903973
HALLMARK_ANGIOGENESIS,0.009569961616856379,0.145939539506933,-0.013013562507952997,0.05579758367029491,0.01834578325005931,-0.014152058409607086,0.10095029590788243,-0.08139595834120858,-0.025766140991774805,-0.06182231822747777,0.12490770563368737,0.021154359178428134,-0.01712724263933495,-0.0137580904843725
HALLMARK_APICAL_JUNCTION,0.022170923233289137,0.14548831527802084,-0.04041945193532677,7.540211204169514e-05,0.10037041012170797,0.05850274949229554,0.07608786995170015,0.12163542251141395,0.0998059959634613,0.11566377589391182,0.11978490052669276,0.08843155567344949,0.07558254029660064,-0.02462227376087589
HALLMARK_APICAL_SURFACE,0.025235212593544862,-0.09119809384214538,0.017923433577340154,-0.042043261210542734,0.10968347085222008,0.0024523728472025646,0.03525255676851408,0.06516648674905891,0.1532806052092154,0.05866803233357134,0.07119672638258254,-0.04541792103684724,0.028193157170085085,0.015563519719076288
HALLMARK_APOPTOSIS,-0.05490233150661577,0.032811872205368624,-0.01961192394035187,-0.0027175538937072433,-0.053466095764555,-0.041852974144210325,-0.06283799686157082,0.03830188821354693,-0.0329274256952087,-0.012896022603574654,0.054309956309895956,0.03777146874385305,-0.01489915824523797,-0.05773489697181557
HALLMARK_BILE_ACID_METABOLISM,0.025529060788725584,0.1141060991422628,0.0025121253359276187,0.0027622937658138245,0.02070409217534546,-0.013578197896350643,-0.013318310812896896,0.1330543028557826,0.12105865004604142,0.08742719426368797,0.013883088099879226,0.0208044100501683,0.0664357906800634,0.03840236344186809
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07159160349021305,0.07834523378579493,-0.025303648151198798,0.01336125228710454,0.10566393577394866,0.02881832613676656,-0.010751763634962786,0.04584778124164725,0.1367033628177936,0.11731512968288943,-0.00031874365970403594,0.046940689849614185,0.07618804938746503,0.05522203062866664
HALLMARK_COAGULATION,-0.02775662617293245,0.12395279494794664,0.01990049027789115,0.022915224823481694,0.08299822464237584,0.045349285297189984,0.04860577877447148,0.07643058814570367,0.1039682337194208,0.05032464680221573,0.13030101021477056,0.0070631670673367,0.04185772836054881,-0.03880101053796168
HALLMARK_COMPLEMENT,0.04790338762422546,0.1638534394586446,-0.03649777747141551,-0.06757609086988842,0.04332070899711314,-0.010873466468830162,-0.015852922350934304,0.11030951212321748,0.052354668255952176,0.10792370793520188,0.11978611926656277,0.08480276355294167,0.06257218513656695,-0.0037461274286051754
