,UKF243,UKF251,UKF259,UKF269,UKF275,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.09973248571851608,0.026210928807713058,-0.006856353534919196,0.06317000175286228,0.028759383434693774,-0.0108298354611079,0.08383510607289932,-0.08095025632737347,0.0754075280719723,-0.024784784885143685,0.09225944074812885,0.06761194078453617
HALLMARK_ALLOGRAFT_REJECTION,-0.07365067171771186,-0.0033524114871214357,0.009995258239031116,0.13231728836893167,0.03688985271942959,0.013685504294250915,0.05393902809757119,0.05033399854793416,0.019281066988561166,-0.02236552247521969,0.09507939853069139,0.09386643036387284
HALLMARK_ANDROGEN_RESPONSE,0.07051642287991591,0.025340670228873912,-0.021037890677682115,0.12593507830421002,0.0453489132798542,0.052962437521201604,0.07521928927925912,-0.020551111750138153,0.03324009654327072,-0.00908276957973779,0.017904530540059086,0.05930751116258178
HALLMARK_ANGIOGENESIS,0.00017392689609346533,0.042727280364753685,-0.03127596784784964,0.1441219640389233,-0.00265841138131742,0.05998951717968918,0.05366518110717376,-0.008118596568403354,-0.040023725389781974,-0.10474431439430776,-0.09450444552400958,-0.06828224683030779
HALLMARK_APICAL_JUNCTION,0.07718896300987982,0.015238218531286133,0.03075726478388197,0.10513090484999817,-0.003469675407014728,-0.003468333235940766,0.11742155584093857,-0.05091301133273936,0.05398307449739665,-0.012891399497169193,0.07981786145283896,0.020809941887171588
HALLMARK_APICAL_SURFACE,0.04136919332850748,0.018106405925300665,0.047378586165212816,-0.09823867560716885,0.031125783197865346,-0.04171569245897755,0.10149533770047707,-0.05103705233315255,-0.01090156188357621,-0.08449279247213458,0.031869672253117994,-0.01992163079471108
HALLMARK_APOPTOSIS,0.025938861688307925,-0.015417809990016983,-0.05626036447467911,0.015153360868160253,-0.013145618028872371,-0.039798403321468355,-0.007742222081502442,0.06516953287376827,-0.057321676099382435,0.004429258090093273,0.05236777883783045,-0.022726069911981197
HALLMARK_BILE_ACID_METABOLISM,0.152254020701342,0.05141795016639252,0.058726123881201395,0.07409178079200011,0.0027160072920883725,0.009310834188986187,0.084103832690208,-0.035196233179310914,0.014922525139066835,0.07151709452979754,0.11136287646704249,0.05644248306512826
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10634624970670967,0.0035787809525998364,0.05892007307539546,0.07902897686723168,0.009923495484230462,0.0006314889226910945,0.14017561571190335,-0.04316226875396856,0.06874248240352766,0.03367319658185884,0.04467860795309186,0.098884806008864
HALLMARK_COAGULATION,0.12443557665226879,0.04326506144132369,0.026387695614094018,0.12967686383518998,0.018089333520440076,0.02401435964634689,0.07634057051599076,-0.06098967620388544,0.050780224779562094,-0.00036127275385088487,0.046706923202287656,0.0208211501279932
HALLMARK_COMPLEMENT,-0.019603900603615394,-0.010523550291521569,0.05692092711135683,0.11279879219765519,-0.00940847437029403,0.05813029898470233,0.05608693945103951,-0.1355646055763186,0.039497915609525786,-0.03592327674455356,0.053154205081297035,0.07262921245810623
HALLMARK_DNA_REPAIR,0.045967330501781645,0.04622707369832244,0.010799037089922102,0.08655935216784677,0.009880303986696166,-0.010167115580838444,0.11331404083097353,-0.03994912601774911,0.07141928993899321,-0.028584163695284118,0.07706215218110973,0.08737828529831519
HALLMARK_E2F_TARGETS,0.09298269310173155,0.04577957643022395,0.0360642632834228,0.09410055412678471,-0.001739394020462685,-0.010536104428757954,0.1286220282184873,-0.051866229198129304,0.028687789432212365,-0.05323827823267567,0.07248705268067314,0.062168416464108776
