,UKF243,UKF248,UKF259,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.10488933924690738,0.027460786962998744,-0.031297014198647624,0.020415858062532204,-0.18302331163372404,0.3247253864264966,0.1673722799255797,0.18324527767637222,0.21206932061796707
HALLMARK_ALLOGRAFT_REJECTION,-0.058689910578942676,-0.010145441228951682,-0.042208229678287426,-0.006557696180500563,-0.1012758472575472,0.20235986212851742,-0.035612503937987816,0.16290017857151817,-0.1044593349618138
HALLMARK_ANDROGEN_RESPONSE,0.08214777437244859,0.0029772807861451187,0.07440791490783454,-0.015142964195814864,-0.05167515976471031,0.2738032447183478,0.14216064223777222,0.3269116338035462,0.22954672047822142
HALLMARK_ANGIOGENESIS,-0.04394290519781923,0.05439736829770223,0.14456764081912743,-0.09972226424761964,0.2963467328951576,0.24846236849284709,-0.05024034538788798,0.19878740141086626,0.2808077927474853
HALLMARK_APICAL_JUNCTION,0.17243843752478427,0.03436249786006042,-0.014794571579739499,-0.0026586880776121305,-0.04045199894717706,0.2540455522762257,0.15323961020838783,0.29107280727505,0.2444805771104536
HALLMARK_APICAL_SURFACE,0.05372384337074287,-0.015994145523035044,-0.12126701833093655,-0.024736042827000336,-0.0027520954477613033,0.185300574384062,0.03703220557312446,0.29081805694441887,0.08700634686853233
HALLMARK_APOPTOSIS,0.027359498078384354,-0.03564409905089061,0.01597073372748029,-0.1171816150879051,-0.19652558167667372,0.06298069682150635,0.002908872261277903,0.1969986849395416,0.010952330808895919
HALLMARK_BILE_ACID_METABOLISM,0.08781402310862009,0.0220142909253224,-0.04561025083794817,-0.027432131035066153,-0.1412605239121009,0.11879188804509527,0.07600852793822632,0.034601895967353656,0.2034798885470584
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1237111858279691,0.03138959763430696,-0.01754402376113634,-0.08497071863296389,-0.16321498830283054,0.26288031647615334,0.1338802889870672,0.20575151517311824,0.2822914994315358
HALLMARK_COAGULATION,0.08017370119834037,0.018703791144736477,-0.0989813946725967,0.005015093922609978,0.2670769847950379,0.1768722028051964,0.13075020386070005,0.29524913454910706,0.21590816773111549
HALLMARK_COMPLEMENT,0.09433803249741442,0.039549071698415136,-0.009965167215488563,-0.09804825706571237,-0.1830753574375253,0.27327932581218367,-0.03266595142956302,0.20228350706409123,0.17580280271894672
HALLMARK_DNA_REPAIR,0.10840972576429797,0.048635282900149804,0.12310374434297253,0.007711257615051005,-0.09398177755782097,0.2953712471370426,0.11129039405097606,0.1414332652403426,0.3330408909490279
HALLMARK_E2F_TARGETS,0.11040335832074595,0.005248213123532381,-0.03231434547973724,0.03284760953726025,0.07279716840411303,0.13578055127371721,0.0907591235771166,0.04368773546243384,0.2902944802709486
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.1650662179822786,0.01948129712009177,0.14950388671358847,-0.041567221017937826,0.37517262582740846,0.27803177401773277,0.17503092495705083,0.3331998340403604,0.2951232559252137
