,UKF248,UKF251,UKF259,UKF275,ZH1007inf,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05381496516373338,0.029628453180677045,0.016063429999353496,-0.013127704252476047,0.09669416245648385,0.005972962929447319,0.1202236680606347,0.08909902532832972,0.06307701322782044
HALLMARK_ALLOGRAFT_REJECTION,0.03927075199635047,0.07852673430228117,0.04761319022173362,-0.0004178584920552161,0.10519782744257988,0.0987315317258797,0.08317454621683545,0.17194620232459062,0.02126802377499009
HALLMARK_ANDROGEN_RESPONSE,0.045049476640201154,0.01278368994594349,0.0017243110363226247,-0.041282224580147596,0.08904942355841018,0.031732558118778495,0.04551118554985762,0.13889348120815448,0.04902923301669805
HALLMARK_ANGIOGENESIS,-0.005168110370608345,-0.004445730694863274,-0.04984639751799485,0.06929311682206062,0.08393574962617398,0.020084464946582836,0.10332200604021885,0.08441114738845643,0.010575957366695945
HALLMARK_APICAL_JUNCTION,0.04552465677418951,0.04950088083218514,0.03279993552062102,0.10298619680073047,0.08722772124629327,0.08769049609194299,0.150292037223334,0.1493649507095306,0.03277916009986679
HALLMARK_APICAL_SURFACE,0.014156468410548984,-0.044196554059963616,0.05237381710491266,-0.005940788527179523,0.06811040956751531,-0.04579946235512489,0.05669256611508567,0.1459779382632385,-0.05684383545447337
HALLMARK_APOPTOSIS,0.03690424035487632,0.02378944560331001,0.01927419771593061,0.010663327524172327,0.08468039986799053,0.06370807862092552,0.034851377324440914,0.09964525848017035,0.022782965448338764
HALLMARK_BILE_ACID_METABOLISM,0.028750203292297483,0.022887537907645528,0.03926748937790362,0.06153462006255791,0.053844005448889856,-0.02669905339220062,0.08266248785077403,0.03199140595316045,0.06295293254058706
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02143172237607077,0.07715900544333322,0.052079167665835924,0.06446783735771858,-0.01813303288999329,-0.06640127252039474,0.008894087189358794,-0.006366802461055724,0.03044373468767567
HALLMARK_COAGULATION,0.05128040632347021,0.012867826883173856,0.0641278311357562,0.04528928793226956,0.12731263807562287,0.09734569640212389,0.1315417290829103,0.15400163121482086,0.04518889606643598
