,UKF243,UKF260,UKF266,UKF269,UKF304,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.011728936152360486,0.006030182727989856,0.035173610333701456,0.12494057535615376,-0.01067352289793137,0.08739419116395132,0.10155595785612319,-0.05553371578806771,0.1379987808894482,0.1930341980772021,-0.04942952794532339,0.06555061063569462,0.07947461333719119
HALLMARK_ALLOGRAFT_REJECTION,-0.005352465960381269,-0.021582262203800433,0.07342195998178822,0.1306575686593192,0.08105465844181953,0.12134614364607284,0.02329986089652944,-0.003061305954811923,0.06062646583238667,0.1229404056853955,-0.032703458530821135,0.012595626082935463,0.030948901699233228
HALLMARK_ANDROGEN_RESPONSE,-0.003402367296615099,0.051099214261048624,0.09906739360111491,0.10476508907506137,0.038045868655940646,0.17627345385387946,0.00016591188471537112,0.02462325828491038,0.11416790121190296,0.17339040459617258,0.0031422501803154766,0.06156100774084107,0.09126921398873179
HALLMARK_ANGIOGENESIS,0.03855568773360583,-0.0290417743090482,0.11417469075968595,0.1800846967896302,0.07344122309092282,-0.07407308767520542,-0.029802869331408615,0.024249183956963787,-0.08352806518199682,-0.16533152831072384,-0.04731461702969951,-0.05075512446436449,0.09232659183820544
HALLMARK_APICAL_JUNCTION,-0.007625574401222559,0.03933650101620989,0.10722789308164275,0.16980666126568952,0.005737824862985844,0.09361806474554955,0.0021004560335536877,-0.052331846118054616,0.1099287588554145,0.18355518970652987,-0.016902212487086857,0.06248947922215453,0.06320937351285705
HALLMARK_APICAL_SURFACE,-0.0008755956707823338,0.028417554400108503,-0.019355504841306912,-0.013138919135281696,-0.061101878048350614,0.04526897245782578,0.1023004283960067,-0.002674384785463221,0.03293680950129985,0.18249263251110492,0.0014891193004775791,0.032870441407758924,-0.005799645356554252
HALLMARK_APOPTOSIS,0.07580721863458255,-0.02063098924676784,-0.04004798123781971,0.03176002641122689,0.008927117256262405,0.02613595327672895,-0.020493704064341735,-0.12769188026911313,-0.08903434110082206,-0.08282969253583304,-0.002831072602934225,-0.003702876835675031,-0.03518460407420841
HALLMARK_BILE_ACID_METABOLISM,-0.026587717987054133,-0.020565320856712418,0.07304223028111811,0.141246631242644,0.102879615567805,0.09063418334689209,0.1015473991766943,0.012932112311914925,0.06915981119844497,0.1699072012667286,0.0626907879689189,0.058006204307806154,0.07046635016890622
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.05742831560543184,0.02669370406399007,0.11770081496383492,0.08794691338466103,0.021546595589943277,0.06348537264706536,0.07116990064671068,-0.02612453374774007,0.12626656251701635,0.2106327273083364,0.0017760529961240068,0.0589030182343383,0.05438669100654368
HALLMARK_COAGULATION,-0.006995837818334917,-0.044965212381232966,0.07153731776817268,0.10323745872232777,0.10388085709078342,0.06202609771095002,0.004932060134294945,-0.07336980148104388,0.03958814903017584,0.08599229204411254,-0.03509736513353289,0.03406297799829868,0.027981145766530935
HALLMARK_COMPLEMENT,0.009110631547043533,0.06634845001096462,0.03721181490998708,0.14966409710983314,0.0919966375106316,0.04133378492951898,0.05900118100032733,-0.03875865714991238,0.04565153232958617,0.10376694414773993,-0.009805902689811135,0.05315106025324309,0.046680871652651175
HALLMARK_DNA_REPAIR,0.009950290922819764,0.061786677264020706,0.09571780327052662,0.1842290001886519,0.04534968980896985,0.11798082623925255,0.11707541395596617,-0.03816812639118167,0.14094740066513675,0.2127884857998435,0.021284542471934842,0.06829817047105345,0.10755061065112181
HALLMARK_E2F_TARGETS,-0.0004695777156239049,0.007867354928963921,0.10098629877572757,0.17626205264418063,-0.04812001700639302,0.042633922557892875,0.07965393385738956,-0.03434375017418802,-0.021158547421192383,0.12859146990718398,0.04579705319855373,0.0314301297936749,0.07389228027894065
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.037061370950622945,0.04730644810174066,0.10139778177333382,0.15904887118237654,0.05765517943448631,0.04501616937739852,-0.028057921463189556,-0.06858143040233951,-0.07748283652352343,-0.08774884739442483,-0.04918252071330231,-0.015305121425371628,0.06404077755838525
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.012740988704248874,-0.012306699302344156,-0.03857743495304446,0.10217744642173733,-0.10977088433756656,0.0035964191497792402,0.04530765725424295,-0.08594367962046101,0.08931554286944461,0.09907219729009323,-0.018953741126792312,0.0659285379999631,0.07781375235762784
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.011520938770480384,0.00422522193837523,0.03393395586009354,0.01995132525906402,0.10870199077765808,0.10040055525509224,-0.006317826064405642,0.03741713215991792,0.08850586694472477,0.16300755565669475,0.005127222773532599,-0.041801903384474655,0.02286446756234878
HALLMARK_FATTY_ACID_METABOLISM,-0.004672039841439008,-0.005794426298878015,-0.04129266455099974,0.06626489756699283,0.018315733589410015,0.045848398168229776,0.04277257909880976,-0.06582309150831352,-0.036790698582907816,0.0025326280024584274,0.039945828640810144,0.03900025351223275,0.021281694128330357
HALLMARK_G2M_CHECKPOINT,0.028576469718423706,0.06424102065142259,0.09904372775436339,0.1488527063105188,0.02590274548698118,0.061289494813608174,-0.0012980663800506692,0.00018217463450259855,0.003516096222268937,0.1034677054813944,-0.018030095084008504,0.04422945846796823,0.10263704967435848
HALLMARK_GLYCOLYSIS,-0.017505695574591747,-0.021956024027013823,0.019413126565093582,0.14593867183663317,-0.01780903515926908,0.03525891553115078,-0.0033379253484025306,-0.08768346311734154,0.05774427126227325,0.17725231015233983,0.031231514367994942,0.01984036567023998,0.07797353693281879
HALLMARK_HEDGEHOG_SIGNALING,-0.057655821463621776,-0.0164769961784763,-0.08765719032191581,-0.05614081474458272,-0.06225539643155613,-0.027611504215945517,0.01238524347030016,-0.03884104394382411,0.01185883049513023,0.07478198863145676,-0.052740214834318996,0.036567866716303625,-0.012810515494553374
HALLMARK_HEME_METABOLISM,0.003655920962815266,0.036067006857210086,0.025077739999572905,0.1568017243181878,0.0002475949309164981,0.1207206900989417,0.09585964532854774,-0.03498674100978424,0.1255797315918987,0.19190837828594548,-0.009361911530605393,0.07321748775605286,0.013818522552502372
HALLMARK_HYPOXIA,-0.00876370427909235,0.013480423652108336,-0.025249721964847562,-0.033540194809024836,0.023171357702899634,-0.0024796228208553987,-0.07405278953880974,-0.086994711832671,-0.04635490883001714,-0.06849868604391947,-0.03962312136868739,0.0016064558398626064,0.0985654050515176
HALLMARK_IL2_STAT5_SIGNALING,-0.016766185834170715,0.04191617373569387,0.06028864880564788,0.1508385796380312,0.03239030104974706,0.021047759687867717,0.0032851468252576136,0.043707568782198204,0.04703113901738739,0.1581736114555922,-0.0035547376665655646,0.04437837578056315,0.07538291346597177
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.05291982618092289,-0.01781731949298836,0.0860921369096726,0.08662574333447005,0.09579092154211784,-0.04056135732427581,-0.019794704873185073,-0.08556927127463795,-0.06536166234039123,0.06785913401893057,-0.012423444295373487,0.005495684828031939,0.13158799724020895
HALLMARK_INFLAMMATORY_RESPONSE,0.04550015064022439,0.031533192515859176,-0.0483629792794681,0.04379506832306842,-0.07800401372211928,-0.0011750399185162213,0.1000498186752396,-0.008466717249480261,-0.016200001091241627,-0.014294026315360205,-0.03757855162096138,0.01537468059408173,0.054447838682098945
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.016503312472116623,-0.017409482859964732,0.11868986582522914,0.14382638291485372,0.08694013478676156,0.07706650716170177,0.11396994557054309,0.007707809363912808,0.12060526028611598,0.1784715559443417,0.08210300162793113,0.05041573492593373,-0.0573254538210138
