,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH916bulk
HALLMARK_ADIPOGENESIS,0.11244842385117657,0.011780830019313245,0.006308411738220015,0.10221694834700426,0.053434689690339175,0.013894403849760208,0.09656907688910515,0.09823850845085123,0.08357012880324183,0.1282172420917124,0.07762738707346967
HALLMARK_ALLOGRAFT_REJECTION,0.05643358025476015,0.04539993616129086,0.02096282270581964,-0.016602382625358868,0.0815013412250097,0.05643046757742878,0.07937752983174605,-0.0070748844294581895,0.06214039673552116,0.035610099255935654,0.030716644865302203
HALLMARK_ANDROGEN_RESPONSE,0.10930014656811099,0.028894079117664888,-0.004683944447595252,-0.03970379795435012,0.12200444075724386,0.04658636067002021,0.016301999803013747,0.05140283012391993,0.10069897215983639,0.037943801644290384,0.05371521395053527
HALLMARK_ANGIOGENESIS,0.02111804259462747,-0.05845927110430688,-0.03932003425952284,-0.10720119449150554,0.10383459849058851,-0.035868304709675475,-0.06999342817034324,-0.018509199003157905,-0.062169361028505475,0.1447181955869115,0.027564791421847194
HALLMARK_APICAL_JUNCTION,0.08635784545073279,0.04500283229245237,0.0006631787859156572,0.09988653348133249,0.05535469722105625,-0.021554472557216778,0.16641619751833248,0.11480112965117713,0.10200269240804333,0.15843303258994454,0.037858576979773836
HALLMARK_APICAL_SURFACE,0.05750199534690048,-0.014635682739373105,0.02038259882293018,0.11256950512846825,-0.11202382826740377,0.050973036959200996,0.15535061902018693,0.09171291004459407,0.04322559130918882,0.08506908187457651,0.03526520777193698
HALLMARK_APOPTOSIS,0.04346915838426506,0.023222695372758007,-0.0028464052573918797,-0.09951798786529732,0.0009766577246267092,0.033017146862176244,0.051178935944819114,-0.0008013490690587767,0.025610758813681692,0.012052577158107734,0.03168918986994642
HALLMARK_BILE_ACID_METABOLISM,0.02728240736488566,0.011011379195307282,0.016007618817468355,0.1095249255669316,0.06949574999679575,0.00346846739384124,0.20077536848987002,0.11100059750933942,0.0832711906474142,0.02810619236535993,0.08390567876402458
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.001167680725203141,0.025332761258876683,0.007565752116936272,0.04814420073493844,0.08218481721943821,-0.032995221025547646,0.06717830582356427,0.022504625132067003,0.07211156292464684,0.016340282385797694,0.11025524136961559
HALLMARK_COAGULATION,0.1003548264171576,0.027648403071561734,0.00892762711080051,0.005754927138850794,0.07682840928789034,-0.0008562959477613002,0.1702246710653195,0.0639702239832278,0.07246851143242126,0.12151572157000004,-0.012911055480259538
HALLMARK_COMPLEMENT,0.04474745266239871,0.050016104213379466,-0.010088788814608176,-0.012272366810619455,0.08000686036536404,0.03058377159620991,0.024336390604261026,0.006992948738127461,0.012025214545402618,0.10459167379267434,0.01315252961139287
HALLMARK_DNA_REPAIR,0.06971912131633967,0.026701810944498437,-0.058309837488278254,0.08904204272068145,0.06929085087696771,0.023560987896473998,0.20588200782449936,0.05703585920593478,0.10576619423433048,0.11849421411712077,0.13704986875964947
HALLMARK_E2F_TARGETS,0.036361828363690056,0.015590185762780855,0.07006793160783571,0.07856858495428382,0.06928989209661716,0.033009714817372686,0.1390180123025252,0.08862613167229202,0.039571290556277,0.0812625488565216,0.13842655896341227
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.058731173724757293,0.008273480126059442,-0.07726619069079745,-0.04419357749960021,0.06226674289761559,-0.02105009499775815,0.05009300693917402,0.04436330655225882,0.007524581987859637,0.15097410662493352,0.03441347127068297
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05593336939115902,0.051028905442372346,-0.010819578805313618,0.035101268342841496,-0.024376804752880447,-0.022332184162140403,-0.06969882309790108,0.04513883658229116,0.05145139484628199,0.06676775919373247,0.11694631985467673
HALLMARK_ESTROGEN_RESPONSE_LATE,0.03376043449463199,-0.052760202319647946,0.02835042141726527,0.07495570871759906,-0.022236998212321196,0.037279631587140746,0.17246870948239088,0.016543911751756027,0.0692525650471923,0.08176964148822581,0.04993745087234332
HALLMARK_FATTY_ACID_METABOLISM,0.014777677394954647,-0.002626423781265849,-0.03294384258199565,-0.07062772693931652,0.05224695342339391,0.014001023521837895,0.0721913074666663,0.025179854102858428,0.040317253752874975,-0.02549961830717382,0.058734428288744533
HALLMARK_G2M_CHECKPOINT,0.05789764836179034,-0.005497426624089994,-0.007306197439447416,0.04747097436974141,0.0862664296884821,0.04442781073967763,0.11351016637423167,0.06317598450462558,0.013446030633130752,0.10920866675367974,0.13227758878355286
HALLMARK_GLYCOLYSIS,-0.004512040331200979,0.0016404113954670708,-0.03370620940701908,-0.037622322190552705,0.025978896237188378,-0.021764736895327468,0.05727007967535192,-0.004662546597884331,0.05010355228450257,0.058189336427905476,0.08217168514203904
HALLMARK_HEDGEHOG_SIGNALING,0.054894301531858196,0.03136349091395373,0.026533178920117535,0.06693100925256239,-0.11353359973391161,0.030931440396670257,0.09098931738197012,0.02012769493191165,-0.009385807030934407,0.08801617798330094,-0.017998733447289715
HALLMARK_HEME_METABOLISM,0.07583513553933272,0.017547338627442163,-0.019788555025924734,0.10512927860672512,0.062102141648446026,0.042238395647612635,0.13964343161710613,0.04485765695709654,0.07533150018549034,0.1234297174340643,0.04907790145445471
HALLMARK_HYPOXIA,-0.06115301820104441,-0.029163439872522533,-0.05500058509256934,-0.11413760135484718,-0.09174539524241146,-0.045386921970598654,-0.10011642911197165,-0.04171301961509213,-0.03556740719243113,0.12766010727080343,0.045310182534252626
HALLMARK_IL2_STAT5_SIGNALING,0.06269674734450402,-0.004618425063235696,-0.0009768709782059643,0.010415884286005076,0.09110096183685298,-0.04403702623280198,0.005473792528435034,0.005236002889956583,0.06502853635552963,0.011548022434335725,0.0512091012816322
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.08277631403983364,0.08208958516819154,-0.02211026677091455,-0.01687935597550379,0.06512178849551707,-0.0014438297652875128,-0.01564815823695049,0.06517892452127434,0.060128678800104,0.03789308132142943,0.0376009793318673
HALLMARK_INFLAMMATORY_RESPONSE,0.06280475254453963,0.004714958235334505,-0.016269178013268673,-0.02866493806763522,0.017292975287646856,-0.025839503788387792,0.025327189425721052,-0.0190321865577129,0.015441043953181499,0.1337949874586405,0.004853042816870502
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.07534779957274079,0.029570127262617773,0.02502081820610834,0.11566784954562008,0.11260224853741048,0.06029762491500018,0.22449475397728721,0.07934979997685863,0.08278215529089002,-0.03454781889094476,0.0643938136325303
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.0480772789511586,0.06902650024142154,0.021299273364100813,-0.07338164795399296,0.07635295814807432,0.03131612088124262,0.08418820138324574,0.08306591742543008,0.014094394826742776,0.16128936065430885,0.03249939480185447
HALLMARK_KRAS_SIGNALING_DN,0.013543228242520331,0.0019120023168744417,0.03243884006940523,0.10381613218459651,-0.00304655088875734,0.02287871254981625,0.12121030371112883,0.06793524725821085,0.06950057517654248,0.12159849462228474,-0.001509026390611737
HALLMARK_KRAS_SIGNALING_UP,0.09463398604772917,0.03872613591663053,-0.025022133459834645,0.010657935547675957,-0.01689735646722126,0.06946974949171406,0.03091214021166565,0.04079861870304984,0.08723660398839009,0.055906610481560814,0.018761713215315588
