,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF334,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.0693046514276948,-0.02598592890407053,0.16037570787473784,-0.024272365085488024,0.015148297873248819,0.038914031383989627,0.02398748809716791,0.08898086099011442,0.09124253895520396,0.10843430056701192,0.0027425202790121975,0.09527112589209238
HALLMARK_ALLOGRAFT_REJECTION,0.05349651804686421,0.02510151584976121,0.10965575884275004,0.026823299755906253,0.03153266295254655,0.0455182760257055,-0.005619861233030863,0.025826613947747244,0.032547486401097815,0.02810023144558017,-0.015935336160984453,0.11244718369930876
HALLMARK_ANDROGEN_RESPONSE,0.06608702247150657,-0.01135947427114411,0.09842091581098435,0.017024247824416344,0.0007906486986185221,0.042066752964787485,0.0404288600527512,0.03495298407303051,0.043260681351978546,0.122405197682216,0.015508540407203043,0.05046193078978641
HALLMARK_ANGIOGENESIS,0.012969451124098006,-0.07214526274041888,0.019302905115338314,-0.05772550654037524,-0.00611230101490168,0.025806997553575795,0.04168411264443987,0.018917853142824962,0.05564456794371924,-0.09966815814435824,-0.047543384068551395,-0.017485713984099354
HALLMARK_APICAL_JUNCTION,0.0574122204510609,0.040861553120352105,0.15704490874410332,0.024396665172891303,0.08955822956092659,0.04834809825997377,0.039883046533222354,0.05676787989582029,0.0847951234548781,0.13274784516354715,0.024707944369296714,0.08734590288762202
HALLMARK_APICAL_SURFACE,0.04314391466395871,0.015350325355943578,0.10949405515824985,-0.016344464674175583,0.02263837460383496,0.016339648925213574,0.034769535136836206,0.053082134442809945,0.04573519179238743,0.09477312536941544,0.024627233750186467,0.06224253048593868
HALLMARK_APOPTOSIS,0.045056383086681334,-0.01059297177429824,-0.1161281314673326,0.006254876596677756,-0.0003773728272890141,0.02034830894053549,-0.08531469576393143,0.051722994663843565,-0.01925257224121326,-0.04154971138875008,0.0002973797911947545,0.08832928277526128
HALLMARK_BILE_ACID_METABOLISM,0.015838838518144157,0.028985609885871007,0.15467582979803227,-0.020652813228614866,0.04504694199733475,-0.038692722547624556,-0.0025278726068615302,0.10386873134412188,0.13679799878253968,0.14017216680330372,0.010156107185986528,0.06492069380967394
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.00790381236377137,0.010372366268804395,0.15994810952341385,0.03448993819578653,0.02534450749206566,0.01646629712539246,0.07430979715568765,0.11267861003907974,0.04238863524564557,0.13519185574622983,0.011283372694724113,0.07226843265826151
HALLMARK_COAGULATION,0.054013181953551044,-0.04453498913795366,0.07961302008534217,0.03920476503673386,0.07466115914573472,0.030760601285498467,0.01283658809167473,-0.017245149740945938,0.012021862025432964,0.033286316469566694,-0.03332781062039338,0.06604841381869353
