,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,ZH1019T1,ZH1019inf
HALLMARK_ADIPOGENESIS,0.027294659941275754,-0.010654167682728193,0.0011323944473645023,0.08051365702226408,-0.011149080873155083,0.06022027055360622,0.04671093690406304,0.07479900740211817
HALLMARK_ALLOGRAFT_REJECTION,0.017854757838534786,-0.02792681103864602,0.04139766391413525,0.12235165235663323,0.043350314025003535,0.02016266344428281,0.0431357509594533,0.018048746501070842
HALLMARK_ANDROGEN_RESPONSE,0.04558064851653012,0.029002754129885455,-0.007461817388017566,0.12476079252970732,-0.018820706534567536,0.017159294204652505,0.020400788916246082,0.09272076729286757
HALLMARK_ANGIOGENESIS,-0.00774479794643185,-0.027875997939372014,0.05039476292622781,0.10166798188670033,-0.05374340042246709,0.07519857390667084,0.007417017961426179,0.017418003363002133
HALLMARK_APICAL_JUNCTION,-0.022472833675711762,-0.035743278823784655,0.09213748250561066,0.0782735971956603,-0.05172562705204248,0.04381348903786869,0.04970863715282254,0.09178514710232763
HALLMARK_APICAL_SURFACE,0.02016811450065021,-0.04928816059481536,0.024009940458341473,-0.057933909879815504,0.014708668696716602,-0.060397214263702696,0.04977693627777034,0.09747450374914568
HALLMARK_APOPTOSIS,-0.017677179638644312,0.0017467931883789548,0.03919199451880878,0.013598451109104558,0.030261120786606484,0.05314238921116613,-0.02739340155522075,-0.0038246083295726155
HALLMARK_BILE_ACID_METABOLISM,-0.03813929898749025,0.02231078511811814,0.03633358250268017,0.11215542582889781,-0.02059328012803566,0.06388376623337429,0.04073965445705994,0.13380345494203644
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.003857175357649908,-0.04227834710313834,0.03008646000110306,0.103449175663864,-0.037892679478441084,0.047109425605276076,0.07788138986654067,0.11120289029835409
HALLMARK_COAGULATION,-0.01967640617914219,-0.02724483405487375,0.09206898315584842,0.09890496238853838,-0.015942279618660234,0.08874055391767109,0.007434236228219742,0.08515911785340582
HALLMARK_COMPLEMENT,0.019790312816497346,-0.033676492000744365,0.051401275744363796,0.09861709276342676,-0.04048212523705186,0.023465843115362824,0.06380445860240823,0.04497474898241114
HALLMARK_DNA_REPAIR,0.03754810691807823,-0.0011003072496167117,-0.013208245240203583,0.08769084308790796,-0.013689158605874876,0.0800948901880912,0.038063786073281015,0.08953365069051675
HALLMARK_E2F_TARGETS,0.0308199713701758,0.009942067420306505,-0.023289139190052235,0.08940249569395428,-0.02310200365353185,0.0488957763950238,0.07105966228698968,0.09929432067018758
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.02676195479975572,-0.008443154141987236,0.06693224374741673,0.08371849916425551,-0.05566842898785868,0.07249280939991333,-0.023035483183779532,0.029696041803370342
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.012734931128242089,0.05057467184103747,-0.043076677031202965,0.07632435974185899,0.01817060497147141,0.032365658692956496,0.017862766482855046,0.08346662957644363
HALLMARK_ESTROGEN_RESPONSE_LATE,0.03808042999630155,-0.0007073476897799845,0.05542044353169381,-0.04165694799342274,0.028585974970763643,-0.0025773594428196655,0.03812084341679331,-0.0726299411260448
HALLMARK_FATTY_ACID_METABOLISM,0.006925201653939361,0.01617460888499863,-0.05758545174484568,0.10584347158043851,-0.050511108726252835,0.005662087094019875,0.03722820105359624,0.044448852346389664
