,MGH258,UKF248,UKF251,UKF269,UKF275,UKF313,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.007702570209628518,0.031586649317475124,0.052971039574701784,0.06302691449690778,0.07392624294869692,-0.05191500761689752,0.03149087676016096,0.049661209865413176,0.09785770236557033,0.13802694652437333,0.12018356834351411,-0.02536370926491009,0.05074563241381571,0.07702458546427711,0.12098742287111675
HALLMARK_ALLOGRAFT_REJECTION,-0.015124112241585953,-0.011622052479725,0.030589766836113527,0.06834696206419663,0.0695807898113116,0.011645886925939684,0.002855779517016222,0.043170951514626035,0.10878255186352598,0.02302766466426773,0.052148537238277934,-0.03701670811395142,-0.006414826356730447,0.07496026765082897,-0.040243819141271
HALLMARK_ANDROGEN_RESPONSE,0.003089816386743886,0.026069708767862854,0.014041381880236082,0.0487804639399684,0.08795286767987519,0.008656152380939888,0.00027207548597205794,0.09289832843255848,0.0515718697969953,0.15215420501013052,0.11062021264080216,-0.01810005806702528,0.04139942425412797,0.07960999003988853,0.10606084329353992
HALLMARK_ANGIOGENESIS,-0.036520633772422324,0.01462810855913283,0.04486366533609428,0.07899721147685135,-0.08035548929654542,0.057421479803101395,0.022792824059008957,-0.07140427497927433,0.003976928362263372,-0.034329500004541096,-0.1425604745608464,-0.01660107001981108,-0.011105658040260938,-0.011889551707090466,0.08811307982174224
HALLMARK_APICAL_JUNCTION,0.0338180575300493,0.02004127827038514,0.03579318276272909,0.062433447191606775,-0.06348840449751704,-0.012602159869877448,0.02336682331275648,0.08467996243286717,0.1358552741921304,0.14761865221454495,0.11821416095284949,-0.023058823049149677,0.07443393214919679,0.09554261631917964,0.12191640300144073
HALLMARK_APICAL_SURFACE,-0.029453526659240652,0.02159922957548184,-0.09753826119713298,-0.062203709424074015,0.07982878389631021,0.01123582198118497,0.0037906646849206072,0.004071172139887779,0.113783504207118,0.08260843836508051,0.1271588583353967,0.0055116524146993215,0.07738410425101583,0.056191722493374785,-0.01412830820867568
HALLMARK_APOPTOSIS,-0.011190696451558346,0.03221693912613481,-0.03582748225897393,-0.011752793824920416,-0.010150978807363042,-0.05001516116817572,0.00021555704766811263,-0.010216389149104436,0.028723005512565167,-0.017194973490398644,-0.1026082424683227,-0.05045163614582561,-0.019377963749097532,0.07411425575714967,0.011658679189967956
HALLMARK_BILE_ACID_METABOLISM,0.05463801090942889,-0.009887194140900174,0.07093103822010564,0.02580821841251577,-0.007425635612641635,-0.043134721078463924,0.012498425114270462,0.10565854425778878,0.06914929089694932,0.11850220167794782,0.10446806258111256,0.04145461596362466,0.04692868084710863,0.06502455567379718,0.11739844301890759
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07939043245122619,0.07265941601554682,0.03835053087904661,0.017581273355374804,-0.05837032232165378,-0.041470021280550315,0.015276845706209305,0.10702369298803797,0.06065482504987472,0.1437129371661788,0.11201789706629854,-0.0040927367088652,0.03475649176418088,0.06908224428918235,0.11975595329934459
HALLMARK_COAGULATION,-0.06482494557602489,0.036037365876834745,-0.013471105699933011,0.043309961547166514,-0.0009119586573299603,0.060989950018441416,0.023353348434272947,0.10444091691220216,0.10637287736655161,0.10699114797346423,0.045219221969487175,0.0025079356832542685,0.015463599998141836,0.09042329827750538,0.09993957585434304
HALLMARK_COMPLEMENT,0.031033410522709935,0.04013636752238295,0.017971847674722072,0.06622356556393239,-0.005096893784135749,-0.016942569117140295,0.022433392999279593,-0.041134277591787734,0.13216425291435416,0.11934276965177584,0.05859729070999123,-0.044171863317579184,0.017283383242179363,0.08186259253172032,0.07342159293552672
HALLMARK_DNA_REPAIR,0.061901292472732676,0.03982899101597702,0.071787938933471,0.08393332398301138,0.05437942440380024,-0.00044396689026904204,0.042645703268567474,0.08494386274678345,0.162727855138159,0.15335940701876788,0.1467449985108893,0.0018422297340130829,0.07260254242568134,0.07510757176201494,0.16435556627971806
HALLMARK_E2F_TARGETS,0.023665148686672355,0.03372335601807083,0.068253261173674,0.07182575020727601,0.0019000036941330108,0.011746602576697084,-0.013992849531795101,0.03687863972972503,0.08740105703270712,0.09633089612366245,0.04162303431725043,-0.02930693374164157,0.019653473479786895,0.049221373409609234,0.14724792331844208
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05685844887107111,0.02985316976700063,0.000973729096896911,0.05808798681780601,-0.06284217185719054,0.08841126985380589,0.06617364262215442,0.04351287861065563,0.10409534577099418,-0.029656040934506238,-0.08659799681480529,-0.0391002320937777,0.0403926554917792,0.08125074388482476,0.11148018047483838
