,UKF248,UKF251,UKF259,UKF260,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0407148758429915,0.051506613274677024,0.052159207345823425,-0.05682231154408057,0.03727462661485799,0.017096979674230624,0.01958191614474346,0.021921063828876312,-0.0907740996817559,0.09728113849237105,0.07318670785753174,0.029142932059497667
HALLMARK_ALLOGRAFT_REJECTION,0.03985311874503924,0.0412243674915909,-0.0036224321056904335,-0.07366925018911767,0.03274761653054928,0.10509939607970169,0.012764745290558207,0.02322917908004839,-0.10557743410060252,0.028898443762345512,-0.004400897720543403,0.01569053540753268
HALLMARK_ANDROGEN_RESPONSE,0.08037094031041304,0.02088262365756139,0.029980350801444216,-0.0038921450408412445,0.00013407669943128704,0.03130486381780486,0.08140205653343292,-0.02208142803892125,-0.061988158643093046,0.04490668570454617,0.022236487738121473,0.04046102778511222
HALLMARK_ANGIOGENESIS,0.05291546018535449,-0.0060597853948922914,0.033472215767706565,0.045346574020263805,-0.036832242709580736,0.00648262462533416,-0.0007930746046867554,0.041030938299554974,0.11392462857525555,-0.05447957841205422,-0.024835728016651386,0.01597046049722603
HALLMARK_APICAL_JUNCTION,0.023353153685671698,0.01811136396743129,0.02081678089869429,-0.04643699613864716,-0.018868237190777057,0.012856584141597984,0.04232907014590549,0.038281844751671415,-0.03409646059108221,0.07758480906346892,0.03572122503553789,0.05658172921239125
HALLMARK_APICAL_SURFACE,-0.004703194663262214,-0.05530558266020277,0.023478440159472296,-0.029722910529975305,0.04078476191220989,-0.0626431933541172,-0.007494845209879118,-0.012104069293996525,-0.09804171637778777,0.0787692463641311,0.029057858109029402,0.012237312766052715
HALLMARK_APOPTOSIS,-0.0047045763127739,0.018493416983013034,0.046816561794277754,0.045595934432378464,0.03203208782528655,0.018359824799849895,0.046575657953651164,-0.012263757380874794,0.05752145714481191,-0.05709088870460865,0.003948383123673044,0.016824814378300936
HALLMARK_BILE_ACID_METABOLISM,0.0311489577599528,-0.04084722213494085,0.02159669385893888,-0.05322254853915961,0.014227565695391797,0.029055637300410504,-0.025547673868238342,0.050353309023046106,-0.06917209745022605,0.07438289966863176,0.07041935339768136,0.0745932628434346
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.030085346446381875,0.034214179817443804,0.02941662116177275,-0.05937463609530673,-0.005535711575342961,0.041795537525311906,-0.01307437218072925,0.008645297303490182,-0.13531898290745317,0.08646291817435538,0.1023096231060294,0.04443365036810923
HALLMARK_COAGULATION,-0.015515599507774508,0.0300591481430523,0.03776803515381196,-0.00866073510779131,-0.002129231998720972,0.045063347544853825,-0.005402365154626899,0.024948604851145025,0.009560949800431557,0.02799807233775486,-0.007080499898652872,0.03959357086005813
HALLMARK_COMPLEMENT,0.07142373045308575,0.01799302747136662,-0.019693832559974214,-0.015613837501698419,-0.01091937211153392,0.021555433830788746,0.04558935281566216,0.06560901312549854,-0.09788290922518206,0.0729950031847166,0.10599918973840262,0.009740789403214765
