,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916inf
HALLMARK_ADIPOGENESIS,-0.035702019390608714,0.011999624932274565,0.06619593252142408,0.004202649398346106,0.056753903438932704,0.04784590341567664,0.10376469954784635,0.006943890342350201,0.021479015510930996,0.020806321304121703,0.12921609772309725,0.24991244234304819,0.11835133051636869,0.056321605397254934,0.0031414182256052623,0.008798129622427453
HALLMARK_ALLOGRAFT_REJECTION,0.11274942378100868,-0.05843354028493444,0.0911045003385836,-0.03172189655930153,0.09006972650481718,0.021977289065552647,0.150616098835243,0.07060953377498322,0.03072040043438031,0.015654487261398325,0.04186888928806208,0.142102219713923,0.10561812185740632,-0.009501870446567673,0.02755764508047237,0.008605201450609912
HALLMARK_ANDROGEN_RESPONSE,0.006374870634657314,0.016564027119016347,0.07744310413017388,0.027302502969249114,-0.005188040480609134,0.07041395644668685,0.1571804790447606,0.06546284987198457,0.03550392214409988,0.040116771718598024,0.12769458810558287,0.18862969464854382,0.028345625298349744,0.04570350935633688,0.0030828806065810164,0.07913144802351317
HALLMARK_ANGIOGENESIS,0.07860264915409158,-0.033425659419185835,0.026884650091803148,-0.009046742510863534,-0.08730930890928036,0.047892596187514326,0.13116298617752303,-0.015387062634605507,0.07241202293816894,-0.12515885918105601,0.003436556875307015,-0.17341676981043566,-0.002539197485561437,-0.04537980902792303,0.01573005796470566,0.07577304036388705
HALLMARK_APICAL_JUNCTION,-0.0020706288606415478,0.03664500646928314,0.13498899276687146,0.027721623944399476,0.09888124464283621,0.061358745568051716,0.10356170788032631,0.04714635155956315,0.008837136275318588,-0.020682859789378238,0.1771488766526232,0.19358438619557014,0.11777317916312617,0.07054865335388717,0.04099950677571167,0.0370836545644654
HALLMARK_APICAL_SURFACE,-0.1015773090604272,0.023755946463881884,-0.04429980123736433,0.05820330031844846,0.04299477683677161,0.030378024220459567,-0.07211490332477825,-0.003080018697461365,-0.008544290441371094,0.03673334326756586,0.18109192985968056,0.17089981784373748,0.02754659268827898,0.013040138504291494,0.01414496477771977,-0.044959060322170716
HALLMARK_APOPTOSIS,-0.04982532913733451,-0.00226059465059623,0.041660908089888114,0.026089945637080635,-0.05649117283951048,-0.04000854736077825,-0.029135423662800662,0.010167383648615167,-0.026385503389132245,-0.05419941961560321,-0.01474470467418357,-0.0704015553434794,0.02928031084271895,-0.0061720318843845965,-0.009204329334855838,-0.04155429647383664
HALLMARK_BILE_ACID_METABOLISM,-0.021743790078993862,0.027186453198955282,0.08346924964853415,-0.002394968326010537,0.11203521182533274,-0.01070465261615866,0.15219893217283154,-0.02741123100706812,0.07022211974470559,0.035908880960706956,0.1457943660840318,0.20054554181264064,-0.02686137267869065,0.006875512042450336,0.004768074234678691,0.0076720867283341715
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.013818384919768903,0.06363545088399913,0.08368648585325257,-0.006307852374498217,0.033875449620610634,0.02939306102592233,0.1350005648470581,-0.026516533637798666,0.03469770164479648,0.03335689349915967,0.14568678271587815,0.21735308644443063,0.06345717334739683,0.08692373887349776,-0.015264188795218916,0.10963085418295934
HALLMARK_COAGULATION,0.07057824748123681,0.025845407014451885,0.010249431172825306,0.0447785785646246,0.011947806257553857,0.03659425271673805,0.10227082346399226,0.03612025825963764,0.0562854533432214,0.05331999902458496,0.11444103467614347,0.17544429454521804,0.07904269527107932,0.014567095847035921,0.048268899987838294,0.11941094930788146
