,UKF243,UKF248,UKF259,UKF260,UKF269,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06577558299544162,0.08061415481054625,0.07614927722320429,0.05137227841065786,0.07406586161391812,0.01329854068781639,0.028287699583535813,0.2948339445797305,0.21694705124201705,0.062042935582423436,0.15600510828080325,0.11596967366097112,0.2756973378824096,0.15735796944194852,0.02484615693603866,0.06447962673443718,0.11719210959433063,0.15316140779374277
HALLMARK_ALLOGRAFT_REJECTION,-0.029848517844966154,0.03694002883894689,0.036453125268733545,0.015346181704372812,0.062045291482758384,0.010641891268678568,0.03336355265182253,0.18008445690924077,0.1696702579208773,0.14355519100105726,0.09626194871476218,-0.00040569621415141317,0.19736060407042996,0.07906406316920842,0.026590798809564012,0.017442369109857515,0.05476020652868255,0.026840979533510004
HALLMARK_ANDROGEN_RESPONSE,-0.005953888328326837,0.06962702033317861,0.05687522765073124,0.06618604851896376,0.10007091664148392,0.07148092145272031,0.06733863627883416,0.24692031895541494,0.1765433944002294,0.05839952505255717,0.09415353031620737,0.10778755555284053,0.2724156917085361,0.05823995610288964,0.0591953416633516,0.003885922090366057,0.11499916648311255,0.19636836183657552
HALLMARK_ANGIOGENESIS,-0.014431377747199043,-0.019974206549307726,-0.0017142869605064172,0.007499471441274567,0.04775236045184618,0.06983729332772884,0.05423198353768233,0.2836497797997624,-0.03540385500576932,-0.11354377427872768,-0.053899661562412,0.04060578187606437,-0.0767084661783306,0.08982416003190918,0.015235383727465569,0.05227029750981319,0.013889206511768833,0.19813298068032806
HALLMARK_APICAL_JUNCTION,0.09546523276217372,0.06907074240008615,0.08659738880097621,0.09277532429946538,0.07530373939417061,0.19464786458320552,0.10145476202701909,0.3007487138583384,0.23814905657663335,0.05023364901021719,0.08751565754689412,0.12414889176437353,0.3122157319017081,0.15905047421960938,0.16221605016178586,0.07323667646663953,0.12131108832835977,0.189025458941163
HALLMARK_APICAL_SURFACE,0.07045636133263262,0.07461753693349928,0.02410068489392393,0.0927985639265202,-0.024391864928857636,-0.024741401980289013,0.046333044811614425,0.1966490320364163,0.26171270538109465,-0.036586823852429895,0.0793792020436594,0.0846702407189263,0.24498231880262997,0.1266742981068925,0.05144200767684803,-0.006224285070452445,0.06511112847510377,0.17773810560683923
HALLMARK_APOPTOSIS,0.09587197644130065,0.037387093909928566,0.01889394860054059,-0.015133881302105483,0.02084988210164054,0.15022025782904114,0.033572920493803386,-0.02319887988346002,-0.021578796277322204,0.023372875941734064,0.03355165857344825,-0.024378192493667527,-0.030925318248977922,0.06314953333192704,-0.028036595356525182,-0.0031115913604239653,0.11673393287757658,0.023925210424576248
HALLMARK_BILE_ACID_METABOLISM,0.02803039275724625,0.024155016314388832,-0.0013891688941740634,0.05488261700034487,0.0824724787962675,0.12907578494127678,0.08959959404058943,0.13592005205352253,0.17228319540702328,0.0024389552300816365,0.13573349393174328,0.0932836379565556,0.25116678921218366,0.049959982233193444,0.005227240190419297,0.04593403856122343,0.09783055789672138,0.18071280161172695
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0433849207679047,0.07024244796273055,0.019305538394908527,0.1574065232877611,0.07064703521402152,0.11404786604851554,0.09739268323841876,0.30082026571149184,0.09965648749084433,0.03889210043994111,0.11094487400710808,0.10692948650364252,0.2590091796681227,0.09876653814422597,0.05255713723710882,0.03798628422529223,0.12639367956931158,0.17753196351143957
HALLMARK_COAGULATION,0.08910712579082376,0.08497024155760563,0.027161976749180937,0.12193246889445185,0.0517850707806551,0.13185550676730232,0.07569917109294531,0.1313940280510956,0.2947632714675297,0.07065606238279767,0.09007733881437802,0.08880143603684751,0.23980414137376446,0.13380095413714096,-0.08809061342235837,0.10076304476361951,0.10309953982770004,0.08286488913014906
HALLMARK_COMPLEMENT,0.06869565879561038,0.0315744259340239,0.09440959217060237,0.011149950836364508,0.05702266064907344,0.0806444405039179,0.05194869949864701,0.25422873208260655,0.08180186967858384,0.09100526068401328,0.12778605636255694,0.0788640641796321,0.1847681467784559,0.18421136099343813,-0.006799915121876473,0.06740471917303842,0.10278640550353463,0.111605310624369
HALLMARK_DNA_REPAIR,-0.024688690979402753,0.08954580938484742,0.04822599406384771,0.09263491769327833,0.10932805702042467,0.10759486555894651,0.10894303894264527,0.38013921119114935,0.21782382165364983,0.06612541195437042,0.14469908019320196,0.12061733954512757,0.31395375251670615,0.14248267174538914,0.15599513231316747,0.008199990556704747,0.09167004824357519,0.17202072440153723
HALLMARK_E2F_TARGETS,0.01425555375791915,0.029074129973291025,0.07034168286890002,0.08398572961194183,0.10082162587404678,0.13890670333005095,0.0976901806713841,0.21580447320071933,0.202977964064946,0.09813933823596656,0.09081445781898277,0.12407693233552647,0.29556458122827967,0.14183835772818396,0.15673398604005173,0.0114360542661341,0.09746740131312646,0.22042547847926683
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.08046923418748003,0.06835425652049584,-0.012097440838141906,0.029271362514419218,0.05571511018702779,0.12954977164061088,0.1230911760763033,0.28521372348129437,0.0725024688177381,0.06579302451381827,0.1084530588072015,0.054557333209360105,0.02081650149632227,0.18982792446226843,0.035029623659647055,0.0693797570391077,0.07166558885975374,0.12367858233733954
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0027440242640306817,0.04970150944602358,0.045123602755008894,0.025649348389799292,0.0958144226157637,0.05361797331757549,0.011203267643640625,0.03999178453501518,-0.041295449721490074,-0.08767182889187516,0.09026118838635434,0.16012038857775543,0.15896543124077891,0.10093861127929019,0.08363972527690275,0.025996105207255638,0.11638444072367755,0.14340269312561077
