,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0019752446570644763,0.04165670068171439,0.07937447587587498,-0.0001828204532011218,0.12622852062892725,0.06520670964547833,0.014788970235920662,0.01133196928888667,0.04910543884592411,0.052672553344711597,0.11080641606583227,0.1411199824975291,0.2867101133280144,0.19336934557237875
HALLMARK_ALLOGRAFT_REJECTION,0.01738744770003556,0.055463657588133826,0.06350868350276818,-0.012104563165745473,0.151049294785252,0.21097627706629918,-0.051375094143661044,0.05666360122253911,0.07425119261174778,0.09375823351558685,0.056192465254814306,0.043435035613785,0.15893016906567964,0.08835114800053225
HALLMARK_ANDROGEN_RESPONSE,0.020509685324136204,0.04957814946721184,-0.02167012329123232,0.05981509068638855,0.15348163227398187,0.14957101485827468,-0.059547879569223715,0.02374456905832394,0.09898814039424568,0.04242935112978995,0.06827153674265038,0.10052099142468962,0.10248743453026957,0.14203275395615345
HALLMARK_ANGIOGENESIS,-0.0055416168264856925,0.0036915352246662484,-0.048650104594785644,0.017965820113885374,0.13393059583842015,-0.07273525989603381,-0.028592147777520175,0.04813678280991975,-0.0010293991476863701,-0.03198684066393166,-0.056062300635691904,0.007072377049380891,-0.2438403890484661,-0.002186509822608743
HALLMARK_APICAL_JUNCTION,0.023400594375329497,-0.01352890487416761,0.040749187568242064,0.08032461439733438,0.12005651846903793,0.011939719450651153,0.04032543184331906,0.08791158352406242,0.06656260896981621,0.08226418410949755,0.11890493106067156,0.15392988403372956,0.1870547174405923,0.16839459768561996
HALLMARK_APICAL_SURFACE,0.016458407210361344,-0.002153823855416515,0.08201039705970292,0.015940710479611365,-0.017835956757429935,0.13608353097911782,0.09171687553540418,-0.013782951332398865,0.08299045396114253,-0.07682683652719846,0.11292791854060621,0.06900752160985708,0.14890053737520004,0.065656260641557
HALLMARK_APOPTOSIS,0.022251414344411836,-0.0011651413412859955,0.01054020170856747,0.06906695719344584,0.028057284205101736,0.016652092860329856,-0.0031635641518076717,0.04420001481596679,-0.042225368035180025,0.032330506167596376,-0.032412265776948154,0.04152631053053222,0.13908911829433013,0.05775133791493087
HALLMARK_BILE_ACID_METABOLISM,-0.04667079028548974,0.0045565287361170595,-0.004280761448055209,-0.030151220528431746,0.17551853750899812,0.048838683405386114,0.07704177720330418,0.05875655504667178,0.014388826055840841,0.0048514308131248655,0.06700489142901107,0.033671657938745644,0.3111005938918225,0.21804278644717517
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06652491926888618,0.01724121992225794,0.027574840026344635,0.05335533501774644,0.1190926883819054,-0.0750530412542292,0.04769681318654302,0.1005845294135871,0.07252388284489314,-0.03337745107365258,0.11434567401649355,0.06138526596032114,0.27624696815792116,0.2125569918911019
HALLMARK_COAGULATION,0.05033899661328437,0.04350700249040643,0.07431682837395294,0.12141462209714404,0.1263165904924061,0.0397703580028037,-0.0443838608130217,0.06114338981111685,0.03534007049708995,0.05823052233650234,0.10061061172576201,0.08507636181654286,0.0811685080481937,0.11850470766804638
HALLMARK_COMPLEMENT,0.004559391503611089,0.08464082449789367,0.03265729849091925,0.043643089990073915,0.15468927780225541,0.07977059613070428,-0.008281024828330659,0.048483653529213806,0.0529045814433256,0.073748217357214,0.05895306992988341,0.1044777532841091,0.2723477543529259,0.08837123786551929
HALLMARK_DNA_REPAIR,0.05545654705220203,0.015346095146527265,0.017835366801500142,0.05408223594155988,0.1403789395023674,0.14029946030525164,0.08724268848313875,0.028320833409659508,0.08644089557751258,0.08593408909266131,0.09633557657455001,0.10008660724869578,0.33093411804225764,0.22049826673144637
HALLMARK_E2F_TARGETS,0.01302745235204301,0.0077192286552071,0.06377866978326881,-0.009663042875073833,0.15858614090332934,0.04089965722712562,0.013972010101067436,-0.03897241999036162,0.10379264612261706,0.03227884195806569,0.07097087731430593,0.09409331658075912,0.2961498078514361,0.1972457666461172
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.08063891764286772,0.029365427363603272,0.0004131179086773649,0.09997116150489788,0.13214177540823951,-0.05371904435130281,-0.011509014520213561,0.08084931108117055,-0.012265492874466535,0.102377117838347,-0.02454034219059556,0.11293898713845368,0.013550212174053042,0.09416087912983045
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.021939894232069955,0.052043255181024636,0.0403630133865119,-0.02280571380280607,0.09299636876051177,0.002560518163618841,-0.058466711112280835,0.010066767092878617,-0.026274459158294308,-0.0328298739474086,0.05301675928312802,0.06603783359410133,0.18867378734307344,0.16994276183718018
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05691568236891788,-0.030734604583794897,0.012855482581011322,0.0996785712699149,0.01343824282941732,0.08877244586705131,0.05399950829920757,0.06641630238243124,0.06916966718445866,0.013764613447106468,0.08629203861961386,0.1052727042320393,0.26849542730300524,0.08578476925195357
HALLMARK_FATTY_ACID_METABOLISM,0.06991428940375442,0.03384970763975325,-0.03926177372628376,0.0288236782900961,0.0674071478740035,0.006433139401977448,0.010908712348607791,0.027576572733700535,-0.03661262348904635,0.05278069055970795,0.018470764288576375,0.05246149885227274,0.14915809397850666,0.061206120010579367
HALLMARK_G2M_CHECKPOINT,-0.0034334703029368072,-0.037798346510265056,0.028915537262561197,0.07187819635831857,0.1188077189020111,0.06443415093320694,0.022512381924419553,0.08074922521166251,0.07336750876424993,0.06575636267450524,0.05813556693693607,0.08148562501315958,0.2456462144429185,0.1479475812835056
HALLMARK_GLYCOLYSIS,0.04963307598097993,0.0251120081384911,-0.005119858888770124,0.01620007271165303,0.13567619460330244,-0.050643852499850824,0.03835090034877775,-0.02706775022182329,-0.009483070792072092,0.016941948327041843,0.07608736466756671,0.10764838654410121,0.28063235725542585,0.07916276181000452
HALLMARK_HEDGEHOG_SIGNALING,-0.04084161871736653,-0.015063242765839372,0.08181711119403375,-0.013023644253957013,-0.08510428142836135,0.029521606078045166,0.08740709761347681,-0.026414145068701243,-0.06471119159361804,0.010308144303713601,0.06623068238513737,0.07735911103026942,0.19090727174823818,-0.0775809466827949
