,MGH258,UKF248,UKF251,UKF255,UKF259,UKF269,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.10676466786458937,0.07443168867500269,0.01829309851401839,0.22104210054035597,-0.018072394618573302,0.06212010722191454,0.0017912966365052625,0.11806929870669247,0.13329801686419562,0.2154916786772382,0.12658066552737607,0.19103798690539409,0.18275860096747276,0.2188919489832292,0.11560364894360327,0.07326700395724994,0.01861585434986592,0.13279491003334665,0.04638241383936273
HALLMARK_ALLOGRAFT_REJECTION,-0.13315583769705108,0.012290392502020733,-0.00858909773354038,0.03345827770406413,-0.04354928453543095,0.07464750970503918,-0.014739150759389011,0.13207609516616886,0.050828637994661745,0.06011379989677046,0.011191059245542376,0.12774687650980787,0.13425515981647965,0.12041168697829475,0.09211592917186298,0.01984895607586927,0.0849838823679593,0.13298798769785025,-0.017574890934541357
HALLMARK_ANDROGEN_RESPONSE,0.09456269339013199,0.0472580523150719,0.02582558096486138,0.019546575063894494,0.014445147843515398,0.09432493605258375,0.030556556496357783,0.168798831333764,0.09929824247458618,0.1512849585860414,0.1660361031742947,0.14262513205934685,0.19250660422369734,0.19733242812783436,0.05254103380007803,0.040860975648729314,0.06518209436860627,0.20179529061263288,0.03419535552716911
HALLMARK_ANGIOGENESIS,-0.08086599424518176,-0.11812577164106922,-0.044927592354578036,0.02834588125207645,0.026776121772274786,0.0902162297843554,0.122033655165136,0.015005589408235752,0.07374604125403031,-0.1230055303918688,-0.04716264155118376,-0.04095121716465684,-0.02598102007006197,-0.2191179107045249,0.19118818301545948,-0.0361663268573569,0.03613574379422997,0.08673695963800825,-0.11511907874918603
HALLMARK_APICAL_JUNCTION,0.1180741930007088,0.09242814635521128,0.04763599827925599,0.2286491714126282,-0.05467305219598688,0.10406041440009924,0.1176686178799105,0.17222232197623202,0.11021501552965754,0.19672720553885564,0.08556943959547135,0.18035273892641712,0.2037638645106762,0.2054467565822544,0.08602912453682184,0.04942475386640114,0.013515354584709599,0.20108784381895686,0.0812960043080749
HALLMARK_APICAL_SURFACE,0.1278692722397899,0.1165555220620131,0.09258189821975753,0.18020688819733488,-0.0659316441745707,-0.06689408519197264,-0.05341021494964084,0.17160100783325472,0.058931361007656,0.2538469549994777,0.06447274932345294,0.16153962499186897,0.1623536044405383,0.20298845890664552,0.08817135337901374,0.05952001171523362,-0.017909783961255185,0.18855669507579847,0.007208608130113933
HALLMARK_APOPTOSIS,0.023023114213263765,0.047528842806091064,-0.006003637549268456,-0.0027631982552007595,-0.009910711055329074,0.048661928461829956,0.12379935157009285,-0.0549989335402079,0.015473612082170357,-0.05377172349845242,0.02498298750396725,0.04858143071506125,-0.012117102003079855,-0.0695438748431781,0.08573046289483098,0.02425266583328442,-0.024119173212717646,0.11775029147844264,-0.033698221361315575
HALLMARK_BILE_ACID_METABOLISM,0.12899880682631107,-0.008496894240225117,-0.007732664572435894,0.1474631272353402,0.013210570437036218,0.07159169161620386,0.05416935635814435,0.05680345858726304,0.05901303786591473,0.1942730794581851,0.07768683314760402,0.14260332483357405,0.18642295114541044,0.20676174732273683,0.045716171072690416,0.022459160650316456,-0.045544173516140256,0.08497229925091544,0.057678799844901235
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09903064979555942,0.09723485265329473,0.0326286188795905,0.1684417716761462,-0.039090607766237455,0.03821897913949734,0.15376878675535577,0.12835043372791222,0.14430533545466626,0.1858461211618045,0.07599294727498992,0.19218167797208843,0.22502369790009366,0.25139059200823716,0.038253526753054407,0.07778986086111557,0.01978420769333554,0.10649885121865311,0.037792473988305895
HALLMARK_COAGULATION,-0.12938159518034226,0.08114836953901375,0.03742819534093739,0.11071216544554259,-0.059038610683194354,0.0590085831554315,0.08044304956303211,0.1402238581135373,0.02311534185062141,0.1755426905356474,0.06350912527666426,0.2232355984072477,0.13139057219492145,0.15354287281974283,0.14091791213619986,-0.010517805244307349,0.05358072819240291,0.2236915098964217,-0.010998393272762634
HALLMARK_COMPLEMENT,-0.07204103040637243,-0.01517522568441321,0.019324251372559456,0.10343172903657649,-0.019827159441716778,0.10347632979145079,0.1112288459789659,0.10734139038379018,0.1086902753803744,0.05809966843259383,0.05343626326837079,0.14096373725985065,0.12834011056814992,0.12276117490017868,0.1542406429498726,0.0910894377390443,0.056204166434848386,0.10793171880308093,0.051961303019817155
HALLMARK_DNA_REPAIR,0.11804763674502933,0.12479513928518934,0.04387688506955199,0.21862146784535116,0.036517663353998,0.10230372361269785,0.02714126334830182,0.1472941763250429,0.154322624929427,0.24026080787847084,0.1363765796373308,0.18902456347265909,0.22684186115590177,0.23611864733786228,0.12202616993334967,0.08196917588344572,0.052022552235134245,0.11551848962782116,0.04747036052110436
HALLMARK_E2F_TARGETS,0.12078966367278836,0.09944324544528599,-0.02704517310196722,0.20997776877816385,-0.0376922304921563,0.11015929941307055,0.06284903723773257,0.1565744708144511,0.19707868550373833,0.21506315565527764,0.06916812149886883,0.1309784108605288,0.17444611054146814,0.08108096011260507,0.10708120619115212,0.051630523690639134,-0.013161627323142806,0.07454352708664672,0.05433248379758891
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.10201956617054621,0.051133651205614805,0.009473406261443638,-0.09806819026341902,0.021915192069402466,0.0995866729976796,0.1585159187386958,0.0246480788555522,0.06903768330031045,-0.01402407792259636,0.040948527110015565,0.16532982438414678,0.08026910818008247,-0.08497324583574621,0.14935584322431555,-0.03910485760208594,0.0025300900531317135,0.21647001665256502,-0.019102281403106262
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06223220242602079,0.01825083983530749,-0.001901971015901734,0.1709533182026375,0.01660777306567067,0.08587512236140764,-0.029051450226870112,-0.08435282858838183,-0.006686962789889181,0.16125332752233557,0.11303377573037188,0.1894853034257657,0.14821104269618143,0.17001970014641044,0.05346163677797137,0.09882405744484368,-0.046299353716652634,0.11509821255284503,0.10736789328945158
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.03459711222082092,0.09094008882902693,-0.018230518605455062,0.18509461390381785,-0.04455807374593442,-0.05895481579867738,-0.009178471784593157,0.14078679211814077,0.11106635909993767,0.12919041735543632,0.0354135495429019,-0.004335894585502371,0.16708756010746129,0.17560024172298141,0.062052553684578966,0.01440110444135661,0.019630838397894545,0.07196242855957904,-0.13046141367955771
