,UKF248,UKF269,ZH8811Bbulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.0020676192514259874,0.1423976159521629,0.08027637714568907,0.07797647998638688
HALLMARK_ALLOGRAFT_REJECTION,0.10789493433425346,0.14149468157089914,0.04693498721581103,-0.04979302458683908
HALLMARK_ANDROGEN_RESPONSE,0.023334518324660408,0.1472957222589459,0.1069624696288121,-0.05026899274406042
HALLMARK_ANGIOGENESIS,0.031310259034201565,0.12629266649850462,-0.010553308889550885,-0.11619755792612164
HALLMARK_APICAL_JUNCTION,0.04002208810978641,0.1724833300280685,0.08773468358578515,0.08202277082301822
HALLMARK_APICAL_SURFACE,-0.025754110661069377,-0.07870431284893895,0.04145549171668557,0.06473742709369151
HALLMARK_APOPTOSIS,0.020977342165804363,0.02964918838720314,0.0223244021695636,-0.06001595954798832
HALLMARK_BILE_ACID_METABOLISM,-0.029006025314840988,0.13880719843672493,0.07493468832741879,0.06590406056426588
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.05291751754901666,0.12827117666318583,0.05546575652837583,0.10755244133471695
HALLMARK_COAGULATION,0.06781229462685791,0.11479153482499344,0.10315197752255027,-0.07967389924309494
HALLMARK_COMPLEMENT,0.010853938840963879,0.1200626423617167,0.02705860195359982,0.03225889756863182
HALLMARK_DNA_REPAIR,0.004517944444978575,0.1971893722307866,0.07254218560200398,0.14787743537004852
HALLMARK_E2F_TARGETS,-0.011534616834214195,0.18577449550054104,0.10072594486866437,0.06761527192093701
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.07448390160008357,0.14289323197199075,0.0546748702421767,-0.11849415263242025
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.008927973145384169,0.0898290480176337,0.07768760633229146,0.10671907626782459
HALLMARK_ESTROGEN_RESPONSE_LATE,0.012135767585135071,0.0013348485772239221,0.07387352622678006,-0.047986340849193426
HALLMARK_FATTY_ACID_METABOLISM,0.03861105360735662,0.0630776627893007,0.02800748265836734,0.022691364104664605
HALLMARK_G2M_CHECKPOINT,-0.03788137314470648,0.17578160429005107,0.09685006696962638,0.07066757394222284
HALLMARK_GLYCOLYSIS,-0.025070508584846787,0.13330149236746677,0.06356280902842663,0.07899528284484361
HALLMARK_HEDGEHOG_SIGNALING,-0.07035047133996461,-0.027306822757884285,0.11561626085113075,0.13687136627410343
HALLMARK_HEME_METABOLISM,0.013086474372963649,0.13506649234868423,0.08943398284328015,0.09884043685962125
HALLMARK_HYPOXIA,-0.01757121439284193,-0.05764378476149771,-0.04102660251606512,-0.10008063219785482
HALLMARK_IL2_STAT5_SIGNALING,-0.014172285061553321,0.1220858907627641,0.05369544205992721,-0.012433082636096191
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.04337844740901539,0.05691064549474269,0.062286350198623656,-0.06759488852825392
HALLMARK_INFLAMMATORY_RESPONSE,0.023696702983429088,0.06199838767654053,0.033286233038188284,-0.04642716402100038
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.02790699718967125,0.15877099241088768,0.07046590152012952,0.026822749570620454
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.039025872668290884,0.11379840727118332,0.054602043418698745,-0.059108476448106094
HALLMARK_KRAS_SIGNALING_DN,-0.05596308262968198,-0.00799594231423167,0.06661888193763645,0.14259923965968135
HALLMARK_KRAS_SIGNALING_UP,0.007586617777374101,0.026668207026692897,0.03658589905774094,0.0334513813903796
HALLMARK_MITOTIC_SPINDLE,0.025018563859180887,0.18728233176417222,0.08841737131396883,0.09190859757236305
