,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916bulk
HALLMARK_ADIPOGENESIS,0.07296437645181675,0.14262786224376423,0.031445552598870496,0.04764239206067177
HALLMARK_ALLOGRAFT_REJECTION,-0.07413025763355177,0.07045037267892683,0.043138250721386794,0.07900541027609181
HALLMARK_ANDROGEN_RESPONSE,0.015807263628245145,0.12287648772315742,0.057743895168347416,0.08198851761558984
HALLMARK_ANGIOGENESIS,0.014590852198496899,-0.08525690031739264,0.020185626700088135,0.04993841372972134
HALLMARK_APICAL_JUNCTION,0.02760654702581096,0.149177475040088,0.02455639831226753,0.08202389855370329
HALLMARK_APICAL_SURFACE,0.04874010968617513,0.09847567178112618,0.06223502704816777,0.06782116498668156
HALLMARK_APOPTOSIS,0.028565586667804756,-0.08124028932933744,0.0017751279105767755,0.013755277397285423
HALLMARK_BILE_ACID_METABOLISM,0.07400258328560778,0.10178036261142777,0.039611362697749605,0.07514139501205254
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10300173892814043,0.1687964778520831,0.0314030574995952,0.07014841088774773
HALLMARK_COAGULATION,-0.106898747080936,0.022316034474870326,-0.005112904399536776,0.0008081713250578388
HALLMARK_COMPLEMENT,0.09288372328600866,0.09979113641586308,0.054437192633373,0.038264992643524225
HALLMARK_DNA_REPAIR,0.10255422787070498,0.15492925587351594,0.039948061129544306,0.09977905562940255
HALLMARK_E2F_TARGETS,0.11614733507273986,0.09273683485186918,0.04197968245514483,0.10047714620802838
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.03470121654380021,-0.08514615516118902,0.008118596944622667,0.046972793917604234
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.11929313314489207,0.03860052987881803,-0.009784442427221533,0.03118098672875977
HALLMARK_ESTROGEN_RESPONSE_LATE,0.10699888228688395,0.15949560144714298,0.01774523002226754,0.03630305615188654
HALLMARK_FATTY_ACID_METABOLISM,0.044986035326176725,-0.006358019129847089,0.009657438524436398,0.03202728806002138
HALLMARK_G2M_CHECKPOINT,0.10339660254840011,0.06268276808463263,0.04595963033893487,0.11652647342971217
HALLMARK_GLYCOLYSIS,0.16801208662232422,0.10837340086272805,0.004743081769539092,0.09036964899958856
