,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.041263859653545454,0.04577531966756418,0.041306512671860134,-0.003528520443341944,0.11443192046975732,0.12544597774761748,0.04360128713060859,-0.19337034064176417,0.061197925436036346,0.007872196562054002,0.0015608473106976106,0.0730962487829198,0.08219258921706424,0.07149010633131882,0.09449479846328185,0.054840518187260885,0.015749516921428043,0.09566579292125509,0.06684519439966245
HALLMARK_ALLOGRAFT_REJECTION,0.02783517334545591,0.12948057516796532,-0.05157286227191148,0.020051623572848468,0.08814986150715405,0.10143352477331602,-0.20286125946154704,-0.32639193166695385,0.08198361966639832,-0.0202303407204109,0.035546660035639284,0.07660196068648994,0.0766553222571609,0.03910324477357649,-0.06831299333180593,0.0325762933781513,0.028605735178254814,-0.053360033229977594,-0.024786881818221546
HALLMARK_ANDROGEN_RESPONSE,0.008296278242537819,-0.04312341093598256,0.06678982069735658,0.034682818403655204,-0.022011213642526693,0.2371606205717117,-0.14631916803757225,-0.3356519656346193,0.027457509509345796,0.06224039316117234,0.0030170405261918665,0.008710048323256262,0.10832940831509281,0.020431759239151148,-0.0055378095353155535,-4.029591820921503e-05,0.0680764256273569,-0.052979069829221896,-0.026430832773867124
HALLMARK_ANGIOGENESIS,0.022061770815190132,-0.16666466054404125,-0.048464115031407184,0.02219878321735573,-0.10469079108724744,-0.2975332856279915,-0.24591429814331994,-0.4636603566444082,-0.24655563081429083,-0.05138569402792484,-0.0246158649901152,-0.15750607543770417,0.07165896219546126,0.0975189778854324,-0.07439153646068665,-0.01155073005486411,0.08743293608619164,-0.2227066055016106,-0.0314137592004399
HALLMARK_APICAL_JUNCTION,-0.03816745177930189,-0.02576653488486447,0.07546267895174169,-0.0438511912920772,0.10629357781012405,-0.03131705256041158,-0.19907691961345544,-0.32693211948482515,-0.11223607419484023,0.011727928833407014,0.14099012984576534,-0.0035049259065410582,0.08619925580030903,0.03277014731218187,-0.03296340441937143,0.02184105379304248,0.04748737771453555,-0.004309331462287664,0.11446836647598706
HALLMARK_APICAL_SURFACE,-0.008680901081474533,0.16491652624385092,0.07470416137191317,0.05836280152025231,0.09222485423628805,0.026667110182389438,0.16527570242119036,0.36078558829844154,0.08626639263217549,0.12384565004822659,0.014232659773811935,-0.054407511137417264,0.127833044985273,-0.00044181126256177654,-0.0051114921468229935,0.07376735402044776,0.02542077847654632,0.10989068517429097,0.05416799304380909
HALLMARK_APOPTOSIS,-0.023785101288890727,-0.003440630203891499,0.037598299173792586,0.044224562355415845,0.03082253038494523,0.010217350450843038,0.050649480404031826,-0.06652240983666023,-0.21930868901548348,-0.04999781500050878,0.06154709746393577,0.12881600218334055,0.08884770522224672,0.06916006401950152,0.03249639320689808,0.04044699140257367,0.0712249052744165,0.11956076624941589,0.09682935883915816
HALLMARK_BILE_ACID_METABOLISM,0.0190442279732357,-0.02457091950423481,-0.003258892063863564,-0.07283980541770675,0.06418841870335891,-0.027373848724939684,-0.15346231014386932,-0.48135574295142225,-0.11236221725729084,-0.032336032375409975,0.016865198724172206,-0.010771489337647096,0.09583289576625675,0.0503543717632356,0.03336756708909762,-0.05702885299548044,0.010789567701434723,-0.05411508274426443,-0.030588014640030182
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06553509013089936,-0.13572306777327847,0.061754741916138764,-0.00727605901761205,0.022967286004968272,-0.010981225914875084,-0.2401894566776762,-0.25966147331615486,-0.24308813825357806,-0.05661655027451788,-0.017741729905431308,-0.12318067716799475,0.03469229615145325,0.036462157051269116,0.03940890740283202,-0.04972416844719018,0.03325294051465861,-0.006060012346003583,-0.12129830940903408
HALLMARK_COAGULATION,0.0756808803340839,-0.08944038223592508,0.031057958374296854,-0.0308204311141136,0.07214696568183772,0.05991433755358638,-0.2366678830462416,-0.42484620415625024,-0.0034248734270787514,-0.069071463486273,0.009894008166631775,0.04119673259949545,0.04652048842850014,0.0791841778736513,0.047804404643748834,0.07390337099436682,0.07013139805890546,0.00010991715390343982,-0.0675444505409215
