,MGH258,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.08196210096804686,0.049864344214529614,0.07575984197676881,0.05379738478104668,0.01375782513991791,0.042235929924205926,-0.041663916668552854,-0.026878246889174076,0.009651844673065894,0.0021452025971998414,0.026137818903239705,0.10339526423186945,0.11766803304852183,-0.07087031275394008,0.10189037917595146,0.029568547882098114,0.03480028269694994
HALLMARK_ALLOGRAFT_REJECTION,-0.005541195484371922,-0.06438410308016218,0.0180497198740215,0.0469490051345525,0.03414497677623964,0.09507129691357431,0.02257202413584963,-0.06330506839539915,-0.01541980992687195,0.08618500917590552,-0.051252824149671874,0.0312899632779049,0.06361871116428874,-0.027585857076774627,0.06921537822489672,-0.08613245928494014,-0.046217313234527144
HALLMARK_ANDROGEN_RESPONSE,0.04964573152066325,0.03495824548188623,0.06960742982453229,0.07904807529704487,0.06399445177367946,0.07838109802182781,0.039692765127941725,-0.04733132482691607,0.021303538621782765,0.026296971025602717,0.008969137150050358,0.11498820960696246,0.0431828062524981,-0.06501186185344324,0.11992896188892421,-0.009285514800631198,0.011825886752830505
HALLMARK_ANGIOGENESIS,-0.017240813387023612,-0.00631805894860955,0.07030385561661075,-0.07483302250401327,0.03642642072972854,0.08677999514190748,-0.01065876462886624,-0.0015448809756033247,0.0046352869345685,-0.023140808932075856,0.04166310719880436,0.08114392668958088,0.123878267965643,0.02367573900693235,0.017123465292314094,0.005652537253625988,-0.0767774721204619
HALLMARK_APICAL_JUNCTION,0.04185158666980436,0.026161433709586023,0.06726248433402984,0.053305734485179175,0.058343882533377,0.07398140447374607,0.00747711119719911,-0.02983614146335646,0.044375670720834405,0.07691711481073427,0.030925377579064748,0.10318818195229158,0.13384876343333163,-0.05494417627207471,0.11900146469485756,0.02322719341761636,0.08311750826326163
HALLMARK_APICAL_SURFACE,0.04032649023962144,0.06994334995259212,0.010659348764128473,0.05702277523183003,-0.050524205068662266,-0.023504930513976816,0.014759711360774603,0.003410185747854606,0.03947773058398121,-0.11351286676949718,-0.02685484544419322,0.1340439975269531,0.06848204971726267,-0.02623877389187253,0.13871375876076558,0.026402005658484117,0.0068344896462873995
HALLMARK_APOPTOSIS,-0.013523736654536704,0.0015271778334683664,0.06491901072207108,-0.022094925337424392,0.04691981536465067,-0.0002515360254518411,0.00790865159666192,-0.04172663827293785,-0.03387102581014579,-0.02139915377820933,0.01956077394353924,0.007756747590501618,0.047354463506162944,-0.005058908196787815,0.000831635658253427,-0.004875214249732838,0.03669747048867139
HALLMARK_BILE_ACID_METABOLISM,0.05329389434243658,0.02000519882620246,0.007105045546579443,0.03671789295385436,0.026502574749000137,0.12813800011188256,0.0004628465893606182,0.052971802407526226,0.021311504063793264,-0.020554010790601856,0.04662633778684565,0.11876298348261072,0.017643365459099846,-0.03823132097607635,0.06643698134774546,0.03535322223065788,-0.0541207496359399
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.024412105992400183,0.07335449308132816,0.0539515209385219,0.05222349481216569,0.02074984253966031,0.1355318704084574,0.01498346353801318,0.029592852856095274,0.045413647420084226,-0.040708183191354906,0.04976990710303712,0.10187290093276413,-0.019668578567501798,-0.04004092869134455,0.08507204381063335,0.04724205346673061,0.07178043369182309
HALLMARK_COAGULATION,-0.04525513959405475,-0.00041307320602271096,0.06017568633308847,0.06932381764053586,0.06535582070330068,0.06877780264256757,0.03573744122390739,-0.01041153645189408,0.030904571866387242,0.08979023340503484,0.008451328099438743,0.1051254390787485,0.09233254406596864,0.007679772667033955,0.09790133399202054,0.013018211268025237,-0.07071788229689537
