,UKF243,UKF251,UKF259,UKF260,UKF266,UKF275,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.06651119765256527,-0.004487340833886015,-0.07342899888985588,0.019838103475099712,0.03859243374557398,-0.0822826926820094,0.018091663287050287,0.011474770178629653,-0.06009496483970453,0.015624745863522293,0.07614227955621325,-0.01797901775406846,0.13020850624528815,0.08300184121887957,0.01463405047547767,0.03788391030768735,0.15180826486856316,0.15134307843786876,0.07481686910665088
HALLMARK_ALLOGRAFT_REJECTION,-0.05794414217403209,0.06011268147063133,-0.10962706465512176,0.0036501921459420245,-0.0027766315257708356,0.02300887357893531,-0.004219074291610638,-0.016499461865213057,0.07111436559373442,-0.027835184160701926,0.07300085982802548,0.0010894264219573936,0.042452378603425295,0.0660347484949372,-0.03894161563863545,0.03497519387959206,0.009286134659788147,-0.13301890316384213,-0.002967029202329881
HALLMARK_ANDROGEN_RESPONSE,0.10877509102533456,0.04642717463670853,0.08728512530651275,0.03442674995468514,0.05570506595923129,0.06616707378384627,0.05940083609257449,-0.035993178769635474,0.0197414295671754,-0.01961952547979121,0.030507511281896212,-0.03468609316741147,0.032425773592581426,0.01995223057847349,-0.0004265153588722459,-0.022971959968848574,0.14452232959955877,0.07619323141459525,0.03989608652386901
HALLMARK_ANGIOGENESIS,3.7787501790736515e-05,-0.020857814076198283,0.0459272305104718,-0.02693546066878663,0.04040394642456247,0.0065471267823893,0.028821742408199406,-0.110285049192507,-0.14123524274202487,0.08151643068168787,0.030927807836770446,-0.11401065311034296,-0.09182974649175603,-0.037203753542649695,-0.048191888842794794,-0.005641654358922569,0.011362070885874112,0.005691597430931258,-0.17985596168475054
HALLMARK_APICAL_JUNCTION,0.0971622610060757,0.048113754497366615,-0.05886430240216828,0.06689834138389787,0.08176172248053759,-0.020545905815341766,0.00245426627768579,-0.04835014520928019,-0.038266575129665525,0.011119202832036053,0.0731389152351684,-0.011819490129804888,0.09704874395886019,0.12276835744819134,-0.010346734896294495,0.044401328687616204,0.18656179117082414,0.14702575521690256,0.05641500975894175
HALLMARK_APICAL_SURFACE,0.056673599380986456,-0.012625916880639946,-0.12358983184660233,0.08964540636865373,0.013819190388669121,0.0013658575267061792,-0.007694058233658273,-0.018489382599245013,-0.01815462599003506,-0.014688524283131119,0.0017877259026935026,-0.08240144828314754,0.05985178131545166,0.029233827375455285,-0.016996461625327954,-0.021512273050111604,0.14720465734643265,-0.0056163850776234404,-0.006654568844119178
HALLMARK_APOPTOSIS,0.015028552149326878,0.0006143976692995386,0.06868646532792903,-0.04048400935174595,-0.023182615920038074,0.02715579742629238,-0.00951666239047147,0.0324647469928567,0.004953312243524611,0.04248987717179137,-0.029471038003720137,0.10213228022774995,-0.07589001687025654,0.05467313940957593,0.019641291936603522,0.022551937713739673,0.006741621876396589,0.015423407376932463,0.07689808761461134
HALLMARK_BILE_ACID_METABOLISM,0.036478670320709686,0.021826421047687682,-0.08578905874628512,0.04301543186709451,0.02546171666421074,-0.051226254854945134,-0.03648809460922572,-0.049019859437301555,0.018514443942185738,-0.08886452120036732,0.09972021982514728,-0.06863695529878032,0.0817045955120558,0.060403678685121594,-0.020291657311368855,0.00018507794641938082,0.1728644326903578,0.1405358555800612,0.009329563267743183
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02478140751093973,0.02926351860821786,-0.05917572989892598,0.1022135539517505,0.07510404068875225,-0.010875042938189292,0.023261069360009875,-0.08798117617772437,0.10771240111812636,-0.023497214664600537,0.0809989933980011,0.0027212984186330965,0.10684032796694447,0.052990886914278404,-0.03122777767413767,-0.0032984682026948064,0.20287618344450015,0.2459186418259467,0.07635031139674973
HALLMARK_COAGULATION,0.03122464589882816,0.05109828228277925,-0.14728995699284805,0.030034883870529248,0.018876016320027472,0.0006204381472890052,0.010030021294085346,-0.01015297580025294,-0.045429964210723275,0.03283775992377352,0.05233800111950945,-0.05255252338747153,0.08461699090553158,0.06968484693232027,0.023104533637197534,0.04683271350113734,0.09150700230396829,0.10201160445446335,-0.013892980006493711
