,MGH258,UKF243,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,UKF313,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.058102580901193815,0.07810042128033741,0.09843153848147568,0.052680007959537416,-0.003337910901914866,0.09575454577933848,-0.08238190736114397,-0.014034768381236965,0.1947705717555441,0.08180981554475994,0.07449033075444216,0.07056426603741417,0.14705097679039553,-0.0059482993360191905
HALLMARK_ALLOGRAFT_REJECTION,-0.005315451710722275,-0.03748875145677537,0.08034047556612442,0.004322681980085553,0.10111061434064947,0.13529946796780207,0.08800127391545609,0.03635631096170357,0.1528311569256451,0.13328561477401168,0.11181289028344416,0.09890979680356801,0.16974185833471303,0.07033831650711725
HALLMARK_ANDROGEN_RESPONSE,-0.008398735962129185,0.029572425756256782,0.06616703286933977,0.021791814234984264,-0.038393270227398024,0.12092877786211095,0.02476862883118166,0.023904450114724,0.1322575691364087,0.04979502086129308,0.09997203324410471,0.09951027348411062,0.11687815068783611,-0.03232618129116246
HALLMARK_ANGIOGENESIS,-0.031506866062041054,-0.0021740303851050576,0.033290258174841734,0.0700857235658773,-0.04769167003924872,0.12107469134557554,-0.04458709684633815,-0.09673594950034281,-0.09708475150454672,0.08776541663928264,-0.030389930616339243,0.06784500010785352,0.00027810335596342874,-0.16687575683536857
HALLMARK_APICAL_JUNCTION,0.04806805813031048,0.07068465859997007,0.11283507278489735,0.07105269402944617,-0.04420282918753258,0.08374420742043888,-0.06311774731299183,0.0510081318508082,0.1905433260986678,0.058526182607337565,0.08960328326562554,0.10657724737886248,0.1955361073280828,-0.04620006627788485
HALLMARK_APICAL_SURFACE,-0.00580524005419207,0.022411536282894946,0.08606047813584525,0.07858763091951948,0.03947437831017578,0.014250934275554326,-0.010543896259769273,-0.026574485226773414,0.14975826356019067,0.031093783209311308,0.06659480631195386,0.033597840193976304,0.1693506857685852,-0.1464192954801713
HALLMARK_APOPTOSIS,-0.059418043321327364,0.11871844421900647,0.09028096003658283,0.01454414726394984,-0.03516997547535874,0.04523042493513784,-0.01770134320587173,-0.03496544881092425,0.07321006046127243,0.06035905794535416,-0.018162201890157846,0.027826748068954396,0.06661776418987307,0.034208581566729915
HALLMARK_BILE_ACID_METABOLISM,0.0011167234784317849,0.07368209193452976,0.016283944441819603,-0.03364021009367913,-0.008210208834731305,0.1015111284854435,-0.04524950196714689,-0.04569050394298953,0.01898308561868436,0.010790641044338458,0.07768851846756619,0.09522165218677447,0.08176542128432944,0.04606464367502822
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.007023060428851811,0.10756466793795738,0.015242186842021894,0.05262743571326545,-0.0648993668600068,0.09441805486381026,-0.05774519285601565,-0.0837428621048913,0.17306890020024024,0.04077149034079501,0.1418725335138534,0.056350557024660984,0.0712110831369896,0.04686104161217998
HALLMARK_COAGULATION,0.015138282960185706,0.13441735594172302,0.1353519101439753,0.05858535384267165,-0.030959408941103814,0.10635671725808876,-0.021276589813700668,-0.010056150095188215,0.09248738687345816,0.1473570551193408,0.07032714340959106,0.1411537954410432,0.18388943813496933,-0.038392436897964725
HALLMARK_COMPLEMENT,0.01139130653323014,0.05761763389816103,0.09556571911852371,0.020105335379866373,-0.014394662237599706,0.12157694301734463,-0.010062002319649275,-0.007810640284901579,0.16550882629004024,0.12099535689966108,0.09848802810029463,0.058899961237489404,0.13390647669210154,0.0038423112208908557
HALLMARK_DNA_REPAIR,0.03972578803323824,0.06449438260021532,0.08460669689756685,0.04711465557152419,-0.06262791736901042,0.12470182676254656,-0.055874656178825845,-0.05445555872159759,0.20410477186894757,0.020050928274489684,0.15454775659377004,0.09442877222770545,0.14832440288981777,0.04326861241965328
HALLMARK_E2F_TARGETS,0.0068373528689862515,0.03924537377258156,0.04969839105981411,0.06923701059313221,0.009184426117516619,0.13083038645272219,-0.04523644233178122,-0.031589732372997954,0.11178272314362428,-0.06919887607074142,0.07482897793537101,0.14689731684295487,0.11129720956495573,0.014799776547278513
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.01995856289853195,0.09412271336747988,0.11420766704690033,0.07703196047135326,-0.017460322060520506,0.1038773356662062,-0.07035935054939063,-0.026637348053916782,-0.07055880403542648,0.05318530430322289,-0.005487422275664383,0.1327818558041208,0.1704438030633462,-0.1059688749204302
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0031871724016055113,0.0865592597761845,0.062480139136553724,0.02431085160561555,-0.015014021694083281,0.06971849336155103,-0.09092956420056014,-0.04952798576352086,-0.1445494599705095,0.07305637180798892,0.026141871537837518,0.004058728450599933,0.0941964463448138,-0.019500289649581386
HALLMARK_ESTROGEN_RESPONSE_LATE,0.050837604191173114,0.0584798520990823,0.0989236542148345,0.006453054405411846,0.007714127450023472,-0.011299101271420479,-0.01928944950665014,0.004258588285235356,0.19778861503779702,0.04308413798937205,0.04556038266558454,0.09438522136443882,0.05110548332194031,0.07822095433659187
