,UKF266,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04316306945266736,0.13988606657205613,0.08997590275035594,0.11846833870552347,0.053303121229059044
HALLMARK_ALLOGRAFT_REJECTION,-0.010436639561788252,0.055586837672569674,0.06432878129504825,-0.09405851872897639,-0.011170249411299377
HALLMARK_ANDROGEN_RESPONSE,0.06499649667839141,0.0746761982343558,0.04905427414246307,-0.10421381547679519,-0.09436436146784981
HALLMARK_ANGIOGENESIS,0.05155930493452382,-0.11466340991015858,0.11587006760828514,-0.23382370061612476,-0.21505306056967954
HALLMARK_APICAL_JUNCTION,0.03895280532952314,0.10647628625420694,0.09944325556969036,-0.09704462298788603,-0.07199467903954769
HALLMARK_APICAL_SURFACE,0.007060777268821036,0.0678005594871984,-0.03919685536762768,-0.09421227542489059,-0.04265471764719359
HALLMARK_APOPTOSIS,-0.03177422097407856,-0.034440438145495744,0.05076253956660354,0.03894471418677234,-0.06160610811343195
HALLMARK_BILE_ACID_METABOLISM,0.0006602790652916181,0.104541654474512,0.07000235135507596,0.055768279804421464,0.06553948350975748
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06632050808285385,0.11777674237947977,0.04814850812900698,0.1542054722910838,0.0070962445560742915
HALLMARK_COAGULATION,0.019729151514756772,0.12476389754210196,0.1069681696656344,0.11745234862922645,-0.13929598384604802
HALLMARK_COMPLEMENT,0.0332575247396239,0.0825078406593418,0.12404325493676598,0.014783624194317514,-0.044401926219270874
HALLMARK_DNA_REPAIR,0.04089867638540472,0.09722170922399476,0.1356951077750972,-0.0398292199740649,0.0484071657215956
HALLMARK_E2F_TARGETS,0.03823820618249712,0.032713026785946134,0.05032313464746039,-0.11398757574800639,0.027222862124984332
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.06338475147070506,-0.04075311058937855,0.14952377444809586,-0.2233163553349588,-0.17795286133908908
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.07712681517847716,0.09132544138393604,0.11946112508999616,-0.0069574358416185905,0.04283404548781561
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0049160837603078305,0.08889398855012898,0.05770511384625399,-0.1252521789951838,0.11995809541359596
HALLMARK_FATTY_ACID_METABOLISM,0.0676808610838547,-0.018404349579663803,0.02162920401622573,0.006292174029618,-0.04018072478023689
HALLMARK_G2M_CHECKPOINT,0.055566149207729114,0.0024055458333533766,0.11445751490140903,-0.09395276759608581,-0.06096367359814043
HALLMARK_GLYCOLYSIS,0.0426772225254658,0.0324339255037814,0.110720430109969,-0.14720983859939007,-0.0021660098189070238
HALLMARK_HEDGEHOG_SIGNALING,0.0003945651089464322,0.05908819024517496,0.056841490872641585,-0.05862954464493376,0.007910237945103907
HALLMARK_HEME_METABOLISM,0.05950744956230606,0.1370021386013012,0.11022499992971653,0.053466542085930414,0.07024901403240486
HALLMARK_HYPOXIA,0.05671982418513096,-0.0896835260170417,0.10622157830200316,-0.07588154965992998,-0.031011030834464656
HALLMARK_IL2_STAT5_SIGNALING,0.002443358498302291,0.08927974465423187,0.0016657320105269724,-0.04000979022208542,-0.012331342666378541
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.038870605426470126,0.052348175724017024,0.05569319674585961,-0.22722802429779448,-0.13406593021753255
HALLMARK_INFLAMMATORY_RESPONSE,0.009606779385998796,-0.01291483209937653,0.1437877873935112,0.043834183113670495,-0.10396806216984365
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.025804615540304016,0.11390032653976886,-0.05837695220035188,0.011026190706282562,0.07311586742163785
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.0306041088032121,0.014207095254808143,0.1528061736844739,-0.06338203251431798,-0.19130083213577098
HALLMARK_KRAS_SIGNALING_DN,0.030893719749258957,0.12417817115275623,0.08406813798677237,-0.023752089017901212,0.1275464396290723
HALLMARK_KRAS_SIGNALING_UP,0.0016217287646155929,0.05807499723635943,0.07689794624099834,-0.12228112000007238,0.029861851390061745
HALLMARK_MITOTIC_SPINDLE,0.03900425186374384,0.10065240634081725,0.07634768026749386,-0.06732269129692608,0.02496464522305804
HALLMARK_MTORC1_SIGNALING,0.04914796656290542,-0.048002375920467626,0.043571308407366525,-0.18548368200696375,-0.04622817043021295
HALLMARK_MYC_TARGETS_V1,0.041445370890244713,0.048179114638473866,0.06772502086132061,-0.09878734331460472,-0.015731888280988145
