,UKF251,UKF255,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.004031872044114742,0.03521355706786182,0.04540700204964864,0.15482850843930254,-0.001962540388210446,0.04979390638287672,0.010419826735011543,0.0374246498743927,0.09428687632592735,-0.08978667998458834,0.023245906711164138,0.07346208189125636,0.041067454903459366,-0.03190972720479036,0.036361672220225225,0.06776278935617219,0.06438761724485818
HALLMARK_ALLOGRAFT_REJECTION,-0.004532320382636485,0.059647254192750694,0.09928540039618791,0.2047988297206746,0.0769486233109649,-0.001256868932219768,-0.016776431021096085,0.059855878145377996,0.12534140546771433,0.03281566909469906,-0.006298279811199204,0.07393428916724143,0.024998368796962152,0.01927642283890027,0.005123212708546754,0.06061897776692119,0.20687231246021923
HALLMARK_ANDROGEN_RESPONSE,0.029642877430368423,0.003050190865956852,0.03640990678103795,0.19157040008114595,0.052984499471859674,0.024473431588743235,0.0023153140176959772,-0.00656234374553888,0.07556768947763381,-0.06049425337467832,0.06275978717688767,0.07539622340269783,0.11066924273189481,-0.0007118764848586756,0.0471467464128408,0.10729562944211801,0.06421798565933175
HALLMARK_ANGIOGENESIS,0.03729177028525546,0.0207123875126692,0.004120827223748156,0.21268866397933614,-0.0020542977767416936,0.03426282731152987,-0.02934787722518775,-0.0003748006413821043,-0.03319653942853292,0.030221120118897528,0.017603569443271853,-0.09540349527752302,0.0318459612296969,0.000991869008739464,0.005808638448796655,-0.029016165365032917,0.03200470006532843
HALLMARK_APICAL_JUNCTION,0.07214477264097165,0.03857377855055942,0.01698938976124331,0.18570060815200712,0.08423756156870013,0.025550118947817613,-0.0035500775311597013,0.025032075453537476,0.08911982024829285,-0.14994559563523557,0.034565216877669815,0.0431364347222912,0.042171417268986745,-0.005148944063205936,-0.0156590572661082,0.019411666065635252,0.05066890287980273
HALLMARK_APICAL_SURFACE,-0.09577029710547644,0.017914766735256583,0.01781875683748347,-0.11131054122004996,-0.017689510318678336,-0.04641987026495413,0.018656415515380855,-0.024718820732385578,0.03122964376700922,-0.12078943224328424,0.028064985294980013,0.07012133393295934,0.01289013933991628,-0.037118234073330564,0.028813043775230487,0.04336964497692013,-0.08218783305190974
HALLMARK_APOPTOSIS,0.020308918064760782,0.018041626298632797,0.021032226890154763,0.04381897555278721,0.039745278820596204,-0.004904140795152106,-0.04021975081748753,-0.009486228715811845,0.03628592624482328,0.06108283137148902,0.010951701834324123,-0.037841530802048925,0.11079823648601096,-0.03932822136482428,0.06254754829828352,0.07303627210082898,0.01474287614487427
HALLMARK_BILE_ACID_METABOLISM,-0.003954080611729184,0.0735839127666372,0.024923581034220314,0.15776541483402104,0.025408586973041335,0.029058162834964665,-0.02024296862285353,0.010294317329413978,-0.033893649909648375,-0.14024071783946893,0.037687621175099904,0.056942775476181366,0.0732683229420446,-0.08852098799044818,-0.044238863547349926,0.06944827590795719,0.057928115177669014
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.028059942858463457,0.047275361595980676,0.011280085621052717,0.08627284563973174,0.04666501236863068,0.03119891082017657,-0.0630842159573217,0.013114188162917255,-0.002656317631939963,-0.07018140260124485,0.013948914800946947,0.07327156128662389,0.07251502879437972,-0.10055306679583625,-0.026356062062152453,0.004354294582545886,-0.02623391996690124
HALLMARK_COAGULATION,-0.029498137439913103,0.12491450309592676,0.06557803765455815,0.16318344107242444,0.08851729344891068,0.02469365101508801,-0.06572414138183819,0.07664633912371598,0.08105285768544726,-0.10812334085837774,0.004196319538661339,0.03228717008579689,0.078502939144138,-0.04410413371779785,0.02628092795875675,0.06478725922107362,0.06048679265059945
HALLMARK_COMPLEMENT,0.03875673160188487,0.07860155292236944,0.0728460592369482,0.2023035734740048,0.006146940347304956,0.017268506057287098,-0.020593591943003937,0.05672620131408841,0.015634058863910054,0.03248682426225064,0.020930713088105703,0.08992209232705489,0.050252520125554465,-0.015015956422451363,0.04747455312733488,0.0870247320600701,0.05288185256332941
HALLMARK_DNA_REPAIR,0.06013064297457608,0.028160157300876794,0.07804744175088575,0.2202775110351103,0.09083009424676543,0.04027659049115078,0.02289663782805044,0.04326225804410269,0.036689547930678766,-0.1283496606964453,0.04973262973077216,0.11266068052061724,0.04719825333253655,-0.006008097159880485,0.008731001120081123,0.05407663939023597,0.014272270399270141
HALLMARK_E2F_TARGETS,0.05924010347982457,0.020689153960099422,-0.002770257338872355,0.20063427498422626,0.09513523638197924,-0.01381245195664516,0.004299217073919022,0.011006689011002917,-0.02136145912898889,-0.13994251735516405,0.0740363696391057,0.049273695363765545,0.009364679014003154,-0.04942948902073147,0.013730218425015314,0.019896920959911614,0.015052272779146211
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.03163155956107974,0.09029776221859456,-0.025035102754951674,0.18887234244785778,0.04631050026735679,0.039046913427419026,-0.0678280192969758,0.004208050566390003,0.08049939169997647,-0.14171670435539244,0.0497067328264021,0.0011683014713974157,0.058725363916406446,0.030798921562666587,-0.03403394690686476,0.04807861437653619,0.09774876047323941
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.07350390157838367,0.005587316063784189,0.026699393564960334,0.1112447479312911,-0.006915099280673361,0.06535919957742625,0.03948607330620786,0.026022443498440816,0.008488178626534738,-0.08488458184178366,0.024506785641301695,0.027270469548455457,0.02858482881261829,0.022546657734777684,-0.04372547398860115,0.05844546509785232,0.07266327072119855
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.00657274091326113,0.02923908694280257,0.01338708389947201,-0.04671889803222266,0.026949273854632073,0.026632642432748745,-0.0014651894033525172,0.021369391796866616,0.04220798276648478,-0.04584996518582601,0.039312141003793766,0.05472882758702578,-0.011315161798046754,-0.008254328404719258,0.0008434004214581201,0.0468144249047711,-0.024383284436432787
