,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.025657050105394128,0.05152093971117313,0.029842704199139286,0.018248191588246965,0.05349781558094646,-0.00011187672646687076,0.01692306613224482,-0.032123839527089984,0.011737325523171025,0.014519076724942482,0.1500099214924429,0.14343333014697096,-0.025539168714345733,0.12530079899708468,0.07230226732154219,-0.02224485496145933,0.051271296512039405
HALLMARK_ALLOGRAFT_REJECTION,-0.004696506759985778,0.05837961052069362,0.0712208031547597,0.02659634864830186,0.04518329383008526,0.09721223584037086,0.010888492052620095,0.012433682533328634,0.04211764528015052,0.04945718884614588,0.14520345940597804,0.0716849144094203,-0.0224439350761331,0.05111837053852147,0.013651106692035236,-0.01936957699795382,0.009411790606435492
HALLMARK_ANDROGEN_RESPONSE,0.04976129678301372,0.10310209018955517,0.032040705684018636,0.02976924637304795,0.04662178755569547,0.07323984200913669,0.0014872700459150623,-0.0011551106132863154,0.04547310871106527,0.04374164809094034,0.1302595965277164,0.09166148149726616,-0.04933603865297144,0.1267936255073799,0.019151530919235993,-0.05405791645242354,0.045013873457411584
HALLMARK_ANGIOGENESIS,0.021419458320832654,0.028036660802708984,-0.06386577591629833,0.07035150718606199,0.04625676736904779,0.13749060752094622,0.030324446812654466,-0.011910065522648635,0.03139733658268742,0.03452427753342633,-0.06456875446570456,-0.11101067118411428,-0.013278193878158784,-0.05242307611228198,0.056637652969099325,-0.074847099085123,-0.069984412665665
HALLMARK_APICAL_JUNCTION,0.014815786775703768,0.050381621025230035,0.08197156424821059,-0.02778553622822334,0.06033016144530751,0.10192391049009683,0.0014386024290072407,-0.0013923736092059861,-0.019210701765719866,0.02676270946525755,0.1523168558635513,0.15094057955720955,-0.05741144663648411,0.12619783328422762,0.09007126966950636,0.0059266574899207265,0.03437222287465054
HALLMARK_APICAL_SURFACE,0.042244653944288585,0.020648394647715798,0.06178473291030041,-0.059567794841924454,0.061897613947553304,-0.07543441043149549,0.011826592096742769,-0.018372345062610897,0.0038675545407450456,-0.04840355723077849,0.1662826860069988,0.09051213178811776,0.05885339649641981,0.15242850342643519,0.014129881609036802,0.0006614294072679758,-0.003688796957404835
HALLMARK_APOPTOSIS,-0.0059542659653155005,0.05742258384918197,-0.006402235878197782,-0.01102220297262621,-0.02682364445309931,-0.04395646745179329,0.019187884779468548,0.014038428641786393,0.040070586743774145,0.03982813975511043,0.006950873140416655,0.01706654807566473,-0.02858081773619881,-0.05066304165169247,0.05127586096567275,-0.05536179887657378,-0.024759631688159485
HALLMARK_BILE_ACID_METABOLISM,0.05918369654722976,-0.0018158377142871867,0.0646978217480586,0.02051289114740738,0.09946923601224703,-0.007546334030691838,-0.009873888052253171,0.02942519693631419,0.0413360438108849,0.06419223175935279,0.03014891082110548,0.10298318999726527,-0.009918782262628408,0.14566727166971058,-0.04230260646732811,0.04185289580214488,0.07257455290993764
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.060408217933149655,0.025432942184629423,-0.0033020153078101313,0.020322674412666678,0.07354703068989915,0.08000884382689173,-0.032232239265548766,0.03346434190743809,0.07271738345363393,0.050394708843991755,0.14435307873739114,0.09188730142807096,0.033511692118569844,0.12169568764779158,0.029915126030132196,0.04955020564568767,0.0838949822120092
HALLMARK_COAGULATION,-0.05319888927617409,0.0847143861735599,0.030888602677900286,-0.010633216799879094,-0.023847075733676313,0.05584618688667781,0.008621971844745304,-0.004986143534846937,0.0346484302114793,0.0659374795613766,0.12528025409037355,0.16774071401485616,-0.043833834828965405,0.09373394267583073,0.05190415749215113,-0.026700107801456836,-0.029907716160760614
HALLMARK_COMPLEMENT,0.042688037247608,0.016036542857250053,0.07138890443412158,0.05499191353239308,0.029301952353284224,-0.02696859351133269,0.01623974455853817,0.014579515273492431,0.013679176480355342,0.051478403070936624,0.14054324486590858,-0.048926360312263835,0.02436940543085596,0.08567865747373923,0.012578669860492565,-0.004589491528527321,0.0656606271692104
HALLMARK_DNA_REPAIR,0.04591220849383937,0.03756259188337018,0.1023854535411606,0.031193078935530163,0.030416089465191067,0.11179749171860073,0.03119380347510891,0.00032625129800978704,0.023402392897836355,0.008509704691616063,0.15430240462803513,0.1659975248887977,-0.002328365309277807,0.14906090231886168,0.0227021640325386,0.049981328535448726,0.11492365923299362
HALLMARK_E2F_TARGETS,0.07037391998587113,0.0068315194720209955,0.07285660760275249,-0.01754804751466895,0.127344321124031,0.12648525711892422,0.018147836896999985,0.014999566922026256,0.0013517555279520187,-0.030846017726160208,0.15297526318844865,0.14287718353137374,0.02076368442972181,0.1041770172959007,0.05917998068523737,-0.017549787369090256,0.0464605083206906
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.02527115474708536,0.07377210391387269,0.0021844174718780446,-0.016800020418994244,-0.06866424477074656,0.11323613710131875,0.020817935148875994,-0.020373924892202928,0.06092977596603441,0.03985862562371572,-0.01630254268772592,0.07777359318355648,-0.050187859493133744,0.007315312270436233,0.06190769223620898,-0.0625470939269484,-0.050006832565905185
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.012043460377592113,0.024483315459282517,0.051744354624471814,-0.0058021485842534885,0.01071665298339209,0.021279477873112667,0.027058744343984416,-0.06495185039344202,0.0019515816413476625,-0.042214139043525487,-0.06636671374410706,0.05955853759142412,-0.05395525475037977,0.10321732417691946,0.00795763172952447,0.03143605868189629,0.09443891878602387
