,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0411632567035144,0.04642618223559996,-0.029271726551968972,0.12451588921381637,-0.0056497561745382585,-0.07204070284296529,0.02203013665355546,-0.030644923116438863,-0.024967622322791393,0.04554182489342674,0.05529117156884893,0.029956266451563275,0.008139647204639208,-0.028608791607678066,0.12502617326310894,0.11818366073906843,0.032664830263855374,0.0627371143779964,0.13468809827856737,0.034888532468981034
HALLMARK_ALLOGRAFT_REJECTION,-0.059360157981362384,0.009220527146256846,0.03495288410843098,0.10701622252461834,-0.05989373716679041,-0.08001793050650736,0.07690595998920399,0.006303686594391309,-0.016922702615696006,0.044676122551344476,0.09283415647629818,0.037662344692997236,0.029063504288688497,-0.029435684228318725,0.14469089418970896,0.05215855294463834,-0.004767058810712765,0.034601392778334475,0.06405934258785094,-0.043543313049947116
HALLMARK_ANDROGEN_RESPONSE,0.054893998010182764,0.03843528130733802,-0.019641122977369276,0.06787045214007648,0.013947011561751602,0.0397589430593678,0.08461207655463314,0.00227140922135436,-0.027724416829540827,0.04364047465620878,0.09179496009915708,0.06050446169245507,0.026422891739733733,-0.00956674652060075,0.15648661738569083,0.09445070559592261,-0.009534612103953483,0.051745860092279106,0.01393062105742039,0.02098988337910199
HALLMARK_ANGIOGENESIS,-0.03203261823450354,0.015628067092137928,-0.012144511794424329,0.09621537211454312,0.09150324474179,0.09683944809468405,0.15158169657801063,0.04597631202540333,0.08220533184044973,0.017560129856972976,0.05231116786739761,0.06772784932221233,-0.05345787137019048,0.0486836861836645,0.0423217273050906,-0.07037909673859094,-0.02436548046768087,-0.03388620555112617,-0.17873034112184266,0.027392607672660132
HALLMARK_APICAL_JUNCTION,0.09308777819530292,0.02755164570922612,-0.011479159062242998,0.13410796967402505,-0.03696125327303786,-0.016715005804701734,0.12178039042462081,0.028831906256189144,0.04207533756642913,0.0045856855735535275,0.10345177150415102,0.06943681306360144,-0.01874564973129885,0.026433569513689116,0.12558767659579137,0.12235374098445471,0.02058070895109515,0.10847720808927058,0.08726661208081582,0.024871468542669244
HALLMARK_APICAL_SURFACE,0.022297038940958847,0.041283956116448514,-0.023748047101067603,0.08008523077194306,-0.03680427020538351,-0.10019896043681831,-0.014969123455452331,0.002520971136555377,-0.023389651399827627,0.020633146150836057,0.02561129793154121,0.06478601956160947,-0.08541582125172281,0.024564447789482007,0.09006450748066337,0.10786732872495003,0.05040717354214543,-0.019257791194863358,0.04844325548580626,-0.029634027631715885
HALLMARK_APOPTOSIS,0.04170030713988776,0.036575396057928145,0.010581335471316466,-0.004036662338003321,0.04172148181872925,0.1115855299593402,-0.033746391960297877,0.03617757883392976,0.08647165057410582,0.038311473400136326,0.05846809820549679,-0.027562529457297775,-0.0172137893071517,0.06500096636792262,-0.005457475055932185,0.0014097540268305738,-0.015142104657411243,0.06944969192027867,0.10502265419399363,-0.00041262006357572936
HALLMARK_BILE_ACID_METABOLISM,0.028528241609844487,0.01158802074141779,-0.01820105984762398,0.09443545833498737,-0.012695633474108887,-0.050950297816009994,0.0842496461955053,-0.006808635987199475,-0.010449320867921892,-0.013000677332046729,0.02755695734981855,0.0437685225101669,-0.023642105355294412,-0.0017945518144102455,0.1453969398304007,0.11036545282955018,-0.03057161155065909,0.07124446106418202,0.16946109508684104,0.07239742291947981
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08670814172934409,0.05345962956146054,-0.011457626748588029,0.08919852031279081,-0.028855144031527207,-0.06053647804119884,0.09713880406760332,-0.02188133367738781,0.07259927363726865,0.06160852108347229,0.09850782063959293,0.10289292807547995,-0.015924536523197596,-0.009067561586817234,0.12154823401739485,0.11799833437957458,0.033843137175005804,-0.007297728907341747,0.14031935860411304,0.046969678620772795
HALLMARK_COAGULATION,0.037357240753310296,0.03284734359370359,0.00977119288342757,0.10554294606041328,-0.08091125130032986,0.055613982715556266,0.05805776383770104,-0.020305689929692915,0.04160644042941801,0.05419532172003514,0.01185502554191146,0.022943794438189027,0.047488567348571556,-0.054225933414415055,0.11763001756692598,0.07345192870695434,0.05885295310073338,0.08131980914149238,0.043297286673822925,-0.04459874725789247
HALLMARK_COMPLEMENT,-0.01917175501906923,0.027686959293870793,-0.002498662291620197,0.11905354667665809,0.014391699832522416,0.020046131333773275,0.0028747065721170116,0.05654354218989222,0.003489723250423835,0.01612839276007773,0.10484373006056305,0.018658457998550905,-0.030615029129125358,0.0010191089454173869,0.09893196221625679,0.07076030227405648,0.009931139890765339,0.05048433042574198,0.11317168659559047,0.01644145845879323
HALLMARK_DNA_REPAIR,0.09727069990641805,0.02521713193819643,0.008334566154684154,0.1035773824427018,0.05881802605063582,-0.006300644659798132,0.11657217877809904,0.031071879879753735,-0.0026093990108801584,0.05764005845452801,0.08309777286731518,0.10573430442104098,-0.031454818665233086,0.07885739348589497,0.11439169906247346,0.1229980198220273,0.02690407734615487,0.0625956926743632,0.15370228455817483,0.10795598985889093
