,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH916bulk
HALLMARK_ADIPOGENESIS,0.07024585231924282,0.11248434236834406,0.03906790742402871,0.09329300596436073,-0.042051713597174,0.029815671713141954,-0.02333479893966734,0.11260103780262022,0.0735886065159787,0.11508806391113036
HALLMARK_ALLOGRAFT_REJECTION,0.02965254638318466,0.1466224038711497,0.040484661037379924,-0.037371484033892115,-0.1590772872549764,0.01779246993200409,-0.01453384787895567,-0.16139620616146275,-0.09129371853236454,-0.014452017637281753
HALLMARK_ANDROGEN_RESPONSE,0.04832979106336839,0.048365423366081656,0.018066824962349633,0.08626376484100659,-0.1417292991822019,0.02963075989939901,-0.045804586871766896,-0.037099205825991126,-0.09055757090049053,0.04392298215805688
HALLMARK_ANGIOGENESIS,-0.08289288081234357,-0.05292030533306237,-0.04257381591546811,-0.06295864260761876,-0.16150721153082045,-0.12417108531653426,-0.0699667526876002,-0.1078810882728023,-0.1487238397031993,-0.060233103053226066
HALLMARK_APICAL_JUNCTION,0.045894804491972974,0.14837074430980118,0.05022547978518358,0.043893893584712816,-0.0897367177255319,-0.08363872873746168,0.030784620504550397,0.06200443502156157,-0.10553415134437982,0.089269728043438
HALLMARK_APICAL_SURFACE,0.03366757663400017,-0.09371028635619487,0.024379195849722785,0.11466473674281316,0.08581660131346323,0.11034079000774534,0.06550880026099838,0.09907934911057142,-0.05149513915831609,0.14670034730652004
HALLMARK_APOPTOSIS,0.04882497198597335,0.011021850764817723,-0.018157917967320216,0.033642996114120374,-0.03856122329063973,-0.04004833378577136,-0.020131457020675703,-0.06692332486751285,0.11491225459241432,0.06376107134271973
HALLMARK_BILE_ACID_METABOLISM,0.040271592504622415,0.08274033289875192,0.026206924002722117,-0.007754689331304919,-0.12780454386767665,-0.031141562727790166,-0.06859986924219764,-0.03398116055575628,-0.05356309721615046,0.023118015332922806
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.044835746117277794,0.06649354003986492,0.037229483828427674,0.05353825510308104,-0.12859871086968372,-0.10604489907427313,-0.03091962244886022,-0.09090555232158078,-0.131767321586525,0.06395397534809685
HALLMARK_COAGULATION,0.026511457441927126,0.07984766250289352,0.047833828445901956,-0.04010894906010744,-0.14932419928683804,-0.039919163421309065,-0.08327100830748346,-0.1423389938823812,-0.1200365906680712,0.14565310594782804
HALLMARK_COMPLEMENT,0.042422096338711794,0.09346148336414731,-0.006285727716615271,0.0359283172932123,-0.12669537493315253,-0.04439210984380877,-0.030406040791914436,-0.058795605245013566,-0.008509301428355938,0.12828191412693424
HALLMARK_DNA_REPAIR,0.06461674621619491,0.16356194222288045,0.04120771710666107,0.05251554303909167,-0.09291763128309814,0.0365785969928431,-0.0016830584689113697,0.1185250692962215,-0.10170213639440835,0.02237207345846069
HALLMARK_E2F_TARGETS,0.04384527616627757,0.15314400672652345,0.0613439981791724,0.018667745659385743,-0.10838479842671467,-0.0493440654400233,0.012778595854352032,0.14494930447115648,-0.09079651059975236,0.03693560533533834
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.015010336225274088,0.03706315590761856,-0.032722858507222966,-0.007357769493865172,-0.14112416534418123,-0.12169017620274034,-0.0676409026173073,-0.11573522066811548,-0.14623179624110177,0.015331857835382498
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03840227183110897,0.026422112462401393,0.0565768764239369,0.09674148011525305,-0.040250640458771074,0.04124832464424099,-0.018468117942320512,0.18115796091617686,0.1254985344370745,0.056725279556369516
