,UKF275,UKF334,ZH1007nec,ZH916bulk
HALLMARK_ADIPOGENESIS,0.056657360755360896,0.01685202344032589,-0.011879310135954385,-0.01989651001543162
HALLMARK_ALLOGRAFT_REJECTION,-0.05392876906271565,0.06363826271199124,-0.058210664070012144,0.11128150293961982
HALLMARK_ANDROGEN_RESPONSE,0.006984493211476968,0.051411703959374035,-0.001589717831802687,0.01505033456652815
HALLMARK_ANGIOGENESIS,0.026081685755982395,0.0726725135618755,-0.05810051968574867,-0.01108607093296788
HALLMARK_APICAL_JUNCTION,0.06603484156450871,0.055642393107518465,0.014361776192200264,0.050952037559571374
HALLMARK_APICAL_SURFACE,0.050601775723219986,-0.004975531871116865,-0.0013680295638877817,-0.04114751721791391
HALLMARK_APOPTOSIS,0.06074941447875026,-0.005910160411041972,0.005252113169332556,0.06907300302279054
HALLMARK_BILE_ACID_METABOLISM,0.025532150920966216,0.058084228862823654,0.025317832799484637,-0.001984985759990844
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06986485266075255,-0.015020111754196574,0.011981057523890075,0.0031247096675357223
HALLMARK_COAGULATION,0.02039788719599059,0.08538806038318106,-0.08653174690744993,0.022124233522674383
HALLMARK_COMPLEMENT,0.07142157420879382,0.023308363807956967,0.013516005758023291,-0.030775185842844194
HALLMARK_DNA_REPAIR,0.054728370894144805,0.027089481150053038,0.013868906549636678,0.005178636545288481
HALLMARK_E2F_TARGETS,0.03167685287561156,0.012126775117267915,-0.019608102242442055,-0.00582552284483606
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.06399072750245267,0.09398621665566428,-0.023109233643740016,0.05430760023617148
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.028017380125576564,-0.020786029455579908,-0.014619870356356097,-0.008933269457677626
HALLMARK_ESTROGEN_RESPONSE_LATE,0.019428307143373662,0.037405344861533484,0.06723115628728193,-0.053149834011221364
HALLMARK_FATTY_ACID_METABOLISM,0.028414137371688478,-0.05806545954066026,0.06710374510651562,-0.03441766215974843
HALLMARK_G2M_CHECKPOINT,0.038761998672134486,0.036491125415185365,-0.011211030266048133,-0.007979589884138716
HALLMARK_GLYCOLYSIS,0.06795816645598282,-0.041096949437761904,0.01995595348896644,-0.043868515177584645
HALLMARK_HEDGEHOG_SIGNALING,-0.006265214400406442,-0.07272068098952807,0.04471570753926997,-0.11487373893490478
HALLMARK_HEME_METABOLISM,0.0375073283345434,-0.004303344515003142,-0.0076861451994625785,-0.03487900842364016
HALLMARK_HYPOXIA,0.08192219185830038,0.012482000605311131,0.06983333627766034,0.014385810673091984
HALLMARK_IL2_STAT5_SIGNALING,0.03533878095157864,0.005144343708106021,-0.00040439858665965,-0.005386767219774853
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.09111274019616389,0.06676180884735174,-0.03477667091964913,-0.08321680188128748
HALLMARK_INFLAMMATORY_RESPONSE,0.029559271407891594,0.01818623477157439,0.012860699625686534,-0.039255637139302496
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.0007912023835235704,0.05911959471268589,0.025220983659406813,0.08263212736801455
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.01577271218194619,0.09173854401506014,0.00986919403529993,0.03445665052518635
HALLMARK_KRAS_SIGNALING_DN,0.11573706864091719,0.03359047155560995,0.04849965128985982,0.0011040311478854464
HALLMARK_KRAS_SIGNALING_UP,-0.039253602743729264,-0.010456970958645359,-0.0011400813730348257,0.08622542656555361
HALLMARK_MITOTIC_SPINDLE,0.09869131122916595,0.013504205974560542,0.04631751023740926,-0.012927810264793494
HALLMARK_MTORC1_SIGNALING,0.06472898138303494,-0.012749877962971964,0.032596723677049966,-0.06876028665225387
HALLMARK_MYC_TARGETS_V1,0.011134657326680184,0.017764368698844978,-0.007077514262929779,0.006433144539085142
HALLMARK_MYC_TARGETS_V2,0.03664206747084827,-0.03580889588853191,-0.05819065501119505,-0.031504080047977175
HALLMARK_MYOGENESIS,0.028330360752743707,0.011439200896341786,-0.015544580120875746,0.05408004283288559
HALLMARK_NOTCH_SIGNALING,0.04628531576887446,-0.010290573038988173,-0.042085783419132904,0.011426530136943959
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.045679887374874356,-0.006311896402903548,0.0016844677227985645,0.060842050925985464
HALLMARK_P53_PATHWAY,-0.0008223751918477039,0.01814456125037765,0.07920487589546216,-0.02156540670891364
HALLMARK_PANCREAS_BETA_CELLS,-0.03593387221707473,-0.008246999338616782,0.03205553348129388,-0.05585825342096172
HALLMARK_PEROXISOME,-0.050478988793624606,-0.004300088985564905,-0.011797042266526827,-0.03750530429250464
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.027613336399369103,-0.013662351292898528,-0.03081500965894186,-0.009500020500927193
HALLMARK_PROTEIN_SECRETION,0.06829677629226757,-0.01793215139059549,-0.006099831555360342,-0.0495935766517306
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.033217353251590365,-0.03170314611585332,0.09790262269818814,-0.03394474594262656
HALLMARK_SPERMATOGENESIS,0.008333978211359033,-0.058257882256413276,-0.08775583606807033,-0.019060881225100364
HALLMARK_TGF_BETA_SIGNALING,-0.02484174312601508,0.08331404227966122,-0.03265824491365867,0.018875321916896105
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.052190337010677657,0.027013856127433497,0.04866984176272846,0.041119202632204956
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.042655524790135624,-0.0022616232760613074,-0.023252209527158948,0.012608383835317951
HALLMARK_UV_RESPONSE_DN,0.006308581306426908,0.006529588064749358,0.0034154782563238467,-0.03295145807000913
HALLMARK_UV_RESPONSE_UP,0.0370209516919103,-0.06948302437360165,0.012046777258662666,-0.018432464451114496
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.03161120598039914,0.02260408198582884,-0.04774392162035977,-0.06900795495980791
HALLMARK_XENOBIOTIC_METABOLISM,-0.0066886585998523805,-0.0058737138041628206,0.030578399701606647,0.049704496592025735
