,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH8811Bbulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.026782245579583648,0.13250198952952008,0.026156775501651526,0.020374331314909202,0.036480002217066126,0.09173802681828358,-0.08325874977479546,0.005195087818670014,0.037847536195283145,0.05479452572267772,0.025534853708872065,0.10763264473830947,0.10692363774274342,0.12439613299609306
HALLMARK_ALLOGRAFT_REJECTION,-0.02689071773515441,-0.11220639799594415,0.059008582095783794,0.030880734828521578,-0.025441513357936145,0.09162607139693278,-0.07091469149508886,0.07028880222182582,0.006612362197714299,0.045859793266249727,-0.004595029755734135,0.053096399759434795,0.06343689557262035,0.08616088768315801
HALLMARK_ANDROGEN_RESPONSE,0.06666955050525429,0.07258107010502884,0.0672175356832991,0.043903710366912395,0.06395970215807933,0.022193514625166763,-0.030886902334765765,0.028009955348088367,0.006103821097797855,0.03285843986201009,0.027557037719918104,0.11108093874987167,0.11462223155143327,0.07663491707207322
HALLMARK_ANGIOGENESIS,0.0364586009840593,0.06196860133796163,0.11387352947229537,0.014121384373109573,-0.016325320424654118,-0.06007064290955683,0.08920167732893437,0.050299842594367226,0.0014693071484034443,-0.0312943154934774,0.053325309916750954,0.007075085044124379,-0.024896644846607693,-0.0533876116746818
HALLMARK_APICAL_JUNCTION,0.012846284494978589,0.09096559377140691,0.05972964073205619,0.01735779218272725,0.04004791532034022,0.06385063961090745,0.01987550116000313,0.0019030187237437035,0.04669758811297467,0.07172221300457728,0.04843080500910892,0.07918868059397575,0.10931896025651316,0.09853875009380202
HALLMARK_APICAL_SURFACE,0.013591155354732152,0.08894453790108509,0.01755487136251572,0.031171932350797626,0.04082787504114396,0.01102505861670117,-0.08571869300914833,-0.07065567393714042,-0.016518877158890513,0.08317523168265704,0.06166309568311173,0.11449796524934794,0.14069097277465634,0.09720110596484732
HALLMARK_APOPTOSIS,-0.02321311310422941,-0.020368515158422276,0.04080811814970795,0.007942431835799799,0.018658166159494904,-0.03882307994515419,0.0928592013442396,0.03935685359419427,-0.03390290061746094,0.02748945077986871,-0.04103159654140922,0.03892892307401236,0.024168265225416798,0.07075470465390438
HALLMARK_BILE_ACID_METABOLISM,-0.013392307689207196,0.1593634596306364,0.035703768594920256,0.015035270712746901,-0.03874170988582467,0.05474623373779334,-0.009795419714592149,0.029748047949610563,0.0630943721500185,-0.007286276449013498,0.018552977012466776,0.07082582620625182,0.08831700925419067,0.07656625287340016
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05155748698578647,0.1539732212518939,-0.013310841147747988,0.002704127200702468,0.02153316134931895,0.04750196224318474,0.0723995355828066,0.057091944787916064,0.01421483296117792,0.051466704770573725,0.09165877933048239,0.05426308139105233,0.09986212252982725,0.11704685474521269
HALLMARK_COAGULATION,-0.03019217066076351,0.12761523833847502,0.05089960730116419,-0.03470407029630416,-0.009847627518347345,0.0443578874611438,-0.05506962959560233,0.056494498265979194,0.0032012108825960335,0.0723022989453503,0.03387886116559463,0.07637792420262224,0.12047823513181799,0.0878175734956987
HALLMARK_COMPLEMENT,0.035954623766054905,0.03636136811591382,0.07369953852521899,0.03209872877723195,-0.020779114182928646,0.021908391666804364,0.043815213440240065,-0.052591638001249594,0.00985466805371571,0.06300630563807837,0.004156391382976533,0.05620385645090806,0.06472575108744101,0.12397511036674594
HALLMARK_DNA_REPAIR,0.04893340155929769,0.13975115409436226,0.014909178080854077,0.01932769272128289,0.06464520446833422,0.0786983591679647,-0.015955861247616013,-0.011514230829581322,0.06569415154929262,0.06645289234061487,0.08343043738874055,0.14238893034292535,0.12067307540520829,0.11064730792652258
HALLMARK_E2F_TARGETS,0.04072599827549584,0.07042742080251997,-0.02157180611815185,0.017422229130458888,-0.01166840363751266,0.1252362711056624,-0.027280933982710802,-0.015449342792041564,0.01415096139671221,0.06656801178622257,0.016866285763903543,0.030931813473931376,0.09737200383850603,0.06109220972600735
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.03213124060099641,0.05942781794608397,0.07899511821671665,0.06500047602840174,0.009734595674398765,-0.003958340356926046,0.11668014143598968,0.016057564962870235,0.0057302805903402965,0.05208543135651193,0.03993420873159668,0.06636673337057299,0.03471457612692833,0.05211761906647721
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.041377262081435114,0.12709545292849647,0.03413991543333443,0.028378527702269844,0.048381203162866794,-0.02556729335157024,-0.03530583642494046,-0.009825454881485876,-0.017427579274905285,0.01805927373033983,-0.07353751188006827,0.0165888801156611,0.09960913105111398,0.0898545448286757
HALLMARK_ESTROGEN_RESPONSE_LATE,0.039981917348685864,0.09804634512687242,0.020811828204833696,0.0035816111154467734,-0.019305572365831143,0.03553569591179127,-0.07874140386713978,0.0033987916633431304,0.05502021407634022,0.038264595375474664,0.08703078904883502,0.0358995604533442,0.06815351069774142,0.05881036823576524
