,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.030429186449880567,0.09541598314808859,0.008980401380193946,0.06622912327475315,0.17066289972251525,0.1732508037359133,-0.08206228448419456,0.09011953500832552,0.03468638014121647,0.1882093682589103,-0.02818714398681649,0.15359455279421513,0.024986154446787364,0.2551583969666318,0.2403777648273434,0.007996141346972801,0.15518386960203578,0.023397188391022224,0.07189290567072201,0.01649824042652822,0.22246238153419035
HALLMARK_ALLOGRAFT_REJECTION,-0.03633257077351531,-0.04870266701282846,-0.041482716967217996,0.004664987147102452,0.031785357903105146,-0.07689204208004752,-0.25760254640415076,0.014465970648380906,-0.09440926950878331,-0.31781760730430614,-0.060974818469049195,-0.03319857204076418,0.07471569247254026,0.07768889216131794,0.18404989822990725,-0.0035592636641977164,0.04224126873781087,-0.033207817974419594,0.0940502225675524,0.0360355280978364,-0.08567212669869222
HALLMARK_ANDROGEN_RESPONSE,0.010368121226794863,0.0743777240209866,0.04981539764650936,0.014922196913739255,0.18001033809125952,0.13322720379894915,-0.2539313733132781,-0.0008561615700230166,-0.05645727923009464,-0.11225002488758751,-0.050353013189717764,-0.04466628755368033,-0.019802900477318995,0.14800504593815456,0.18166650092684833,-0.07951858309458727,0.0925391057805192,-0.02671406480756567,0.0700420139644643,0.021177795498994775,0.11176421482240873
HALLMARK_ANGIOGENESIS,-0.013136477133615768,-0.032768042646652874,0.11195815711070574,0.005034242000113479,-0.18973376376118514,0.025053033942712914,-0.27872453652458123,-0.21388321011836892,-0.06305384184330569,-0.29737287255062167,-0.020162388214262292,-0.2878005553221936,0.0879543907074372,-0.15327211110303846,-0.15269658308143447,-0.03299513083736653,-0.07449758725676871,0.033893836280438454,-0.015234266027930907,-0.10881410504772282,-0.19788013499009238
HALLMARK_APICAL_JUNCTION,0.06223967836974039,0.09733422573815798,-0.03247180966421566,0.034133724041305796,0.09149197638996878,0.10964556987490603,-0.21562517573523754,-0.13667906566658092,0.03668124807329951,0.1195944554619492,-0.031662407227956796,-0.1269430619563812,-0.006692232773875802,0.23260842389746006,0.23573712023469004,0.007277002853522171,0.24961111726294974,0.016216860655887632,0.15219312735712984,0.013689739524314818,0.2703019486131551
HALLMARK_APICAL_SURFACE,0.015561463552279367,0.08117114046981652,0.022740209478292726,0.010913011528266812,0.1016179112050055,0.09102672258768524,0.20831860075203804,0.12224686828197395,0.10847257921740894,0.1523655230987759,-0.05557561136312882,-0.10085683143080944,-0.0014318361962784366,0.15156438019366594,0.19627945699376,-0.035452411936775945,0.0941081895740175,-0.027540597060021824,0.11856179809616278,0.045380920534566674,0.20479909337321203
HALLMARK_APOPTOSIS,0.057575447492283285,-0.027292030576793257,-0.028365855007376893,-0.003889189603460402,-0.06737259971276224,0.01263508689606821,-0.09417478831157262,-0.13637875640655217,-0.019131275639413005,-0.07112772087524745,0.01998608420876073,0.18202230453453336,-0.043547140359571294,-0.02167090734075036,-0.10044430224329813,0.04495581712133769,0.0029817365523480952,0.03339677921520664,0.06236339146920796,-0.048098224904823454,0.20607472416342612
HALLMARK_BILE_ACID_METABOLISM,0.04453864553373022,0.03667507523566324,0.00258624270358885,0.0033912020018708727,0.048701433205710444,0.046005443799728235,-0.254231509991011,-0.1892864924989553,0.00013593556817692687,-0.00609074639299658,-0.0183175613926295,-0.07681840789920692,0.011205843589255162,0.10759779415326436,0.1897861524806,-0.011784913754099353,0.07895139315732332,0.06519791488464038,0.008886621586075547,0.030470073674127778,0.09480907744221573
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.00950364733817463,0.06083249675598425,0.05081360543096185,0.02939942467137008,0.0682779576296291,0.11750102924556874,-0.21111782544022797,-0.22951773640670603,0.03939131439542384,-0.24014275499984936,-0.03932574711300836,-0.21348078179797558,0.08653515081220158,0.25158027770774555,0.25795016107974816,-0.052686624427204024,0.07893499784113349,0.007253607416492914,0.0020944486140079626,0.016081584637975672,0.10869102451088407
HALLMARK_COAGULATION,0.016673689136840773,0.03017293077786108,0.01551320526545986,0.024845228091189785,0.0024013213771696146,-0.07968708551727542,-0.2892370305935563,-0.12551296982216636,-0.041895807518874374,-0.34659388668725516,-0.00383378646760241,-0.09341405659113489,-0.07559499783583604,0.1419276663730481,0.17259655738004956,-0.0011364100901742175,-0.07218901080154315,0.0373282939445123,0.11065519298150092,-0.019111420287815987,-0.09273975072650585
