,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.20443527032284992,0.03748597544904316,0.07319480849570213,0.016808335844320576,0.29258293070156194,0.006406633811792859,0.22019952881036173,0.08894477354665292,-0.048746436328601865,0.07924525921584588,0.048294384418357435,0.23143388860542027,0.09172782833096084,0.060272603361373245,0.04842771184062511,0.23776076936405321,0.388965390852946,0.44289956150420867,0.03855112470522293,0.22545190711723787,0.00708794635280423,0.1896395915015626,0.12460767460714797,0.0921282059074365
HALLMARK_ALLOGRAFT_REJECTION,-0.07284343029847132,-0.003720426100243213,-0.008317395038359245,0.005730101759895828,0.23909524906865065,-0.006077016202060247,0.14631327461132126,0.03860930694547986,-0.16005253292794516,0.06972800291315638,0.0819458511712551,-0.34216940103161003,-0.0032977911766451525,-0.048938311325582996,-0.034061990094051524,0.09881524197374446,0.2124280656993287,0.2893645973148811,-0.0012069122244592245,-0.004150379407251865,0.0014880982418758162,0.10507869833382805,-0.04163853400230394,0.04726230262502181
HALLMARK_ANDROGEN_RESPONSE,0.24264642860552907,0.03620060514375485,0.055076177500113434,0.05294923184642264,0.15227124751797397,0.11943749740429212,0.025117741738802872,0.0459437251396904,-0.13984852413009735,-0.010638093767844343,0.04338250488747837,-0.09040637614265112,0.005225012149195751,-0.01571636026406775,0.010529776618189783,0.16392313702678699,0.22935798028268495,0.3344609620650414,0.04388093791516341,-0.012067429605258674,-0.02594105660349039,0.07245072796997326,0.026803351972853013,0.028374670415327225
HALLMARK_ANGIOGENESIS,-0.06125762546174653,-0.11573292787809328,-0.10389569825641155,-0.004180290093517002,0.23241135563926826,0.05978633757101565,-0.054552386933430896,0.1314969650694124,-0.17675023342952342,-0.10637012925386523,0.035166338499900654,-0.33994991538302666,-0.09011186377943298,0.002092277580756835,-0.03766219917745302,-0.0309564434159847,-0.178919309612681,-0.30771008501945285,-0.027401279410096516,-0.22683062097377032,-0.04455154168449983,-0.1498940549610838,-0.10803736867278554,-0.09058598599305938
HALLMARK_APICAL_JUNCTION,0.31120589475597743,0.049547245487856224,0.11757876670281316,-0.06053059652551033,0.32760009674865326,0.03884810419229816,0.10053402309443606,0.16653835079157575,-0.15080373967660862,-0.0596564955105019,0.07453693630449719,0.09155000968899116,-0.03323908132711269,0.04245727739956735,0.006271637779938515,0.3046977617381835,0.332595820308147,0.4034140345210362,0.02587659309694782,0.2845086574463863,0.049767778169711945,0.12396455359368276,0.06504899304037505,0.2374096099851602
HALLMARK_APICAL_SURFACE,0.21314350374109114,0.053638659559674666,0.13002319656938416,0.017919676108509322,0.21287316096101383,-0.09250469807952917,0.19267552372510416,0.07578103030785822,0.11140854294394098,0.17101362523617364,-0.06311960549358325,0.25300671762905436,0.007200240729395658,0.13488107283838144,0.18007905041460984,0.242519150620787,0.27690143743924056,0.37794072801157075,0.09840120363389607,0.15675066773057067,0.04574564963231438,0.062037192199797093,0.048536004921731546,0.12213364831456269
HALLMARK_APOPTOSIS,0.05362187410634998,0.06469800867405094,-0.03273664310802505,-0.00876690638206553,-0.21610059121258057,0.06865668846166215,-0.2285430327087576,-0.06738415177841739,-0.061104980050143365,-0.05702041920827471,0.0669397781407097,-0.10521817974456105,0.052472343614270105,0.04986870529937612,-0.09536110830150442,0.12993370554556313,-0.2456089692017273,-0.2515951980934359,-0.015242734808226112,-0.11737672566630343,0.016391740510153033,0.007472369397366701,0.018088674816869005,0.1354284471410087
HALLMARK_BILE_ACID_METABOLISM,0.25620547927328147,-0.023972108320960205,0.023992219155633994,0.017683674126542648,0.29751516882231904,-0.049512913452814986,0.20283099215981476,0.10974886821418287,-0.14358281989268437,-0.07532554941284078,0.06720879068039716,-0.03114571178966887,0.00601426937138089,0.15195456156461049,0.09914189034148545,0.21330165320652622,0.20504567824641703,0.3845878799101299,0.04997324626969879,0.12005558184016031,-0.004495970235515597,0.1661774267854262,0.04635988377238582,-0.02463725748958516
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.21767274505001513,-0.0033825926500148603,0.0661048580479845,0.03829598076274851,0.14844998540525786,-0.035443523332692115,0.1453923436948776,0.12390620884634795,-0.13445809826413946,-0.15237230746717284,0.0806820949074961,-0.17612863808259824,-0.04003562547432807,0.15238061248236967,0.13223567206288203,0.2446981124021354,0.3709335244021439,0.48081516057002094,0.046975387312906056,0.18168865073396856,0.03096791174330099,0.14618828048837046,0.04565050522720724,0.023335633505688083
HALLMARK_COAGULATION,-0.11791742037973989,-0.0459041931354007,0.03901685436988235,0.0014709968329656997,0.025498077464547478,-0.03409392779282967,-0.06313361443438402,-0.024478920749702354,-0.17538408330244748,-0.016778268673305084,0.11996732397224365,-0.35290397935967766,-0.02610071427543283,-0.02102712907531151,-0.026050102782321224,0.22040745772104078,0.18336234140536922,0.26414825434461386,-0.026828278410957092,-0.20045812140678532,0.018209965156277298,0.05555628363209201,0.030586593797716576,-0.1411571852874656
