,MGH258,UKF248,UKF251,UKF259,UKF269,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04607668088092443,0.0031491598827138043,0.06535522514359636,0.04975447965232956,0.18311107731206808,0.024416009121500305,0.08799558864286709,0.0920192637727811,0.0672230477992331,0.17316637453976857,0.18292075796131302
HALLMARK_ALLOGRAFT_REJECTION,0.017581896585701057,0.012106314272852126,0.0730047320646882,0.031299471268380716,0.19835197456583983,-0.01618955440503787,0.012658209307725021,0.05594158913962374,0.017328432833104142,0.1138073891734312,-0.02674312824492714
HALLMARK_ANDROGEN_RESPONSE,0.022030691205818007,-0.008422808744669653,0.06357916373537227,0.048879505653937366,0.1847374554392062,0.0008883473159497805,0.07789319200645946,0.08277494885035037,0.007315818154367089,0.005590389984940191,0.09848656867488921
HALLMARK_ANGIOGENESIS,-0.010092578253656814,0.001162798695992748,-0.023361769323567302,0.001821195271784241,0.19486348644545431,0.003138108567043507,0.05216670222903023,-0.08507038715153384,0.003633148111837125,-0.17035500282393334,-0.04629576996322835
HALLMARK_APICAL_JUNCTION,0.04013516433974049,0.023444173694946883,0.040454449183043535,0.07279148598356242,0.20864392840181828,-0.034427655831744536,0.07205323645560212,0.10075628063618791,0.045166097371884664,0.0943519994254498,0.12784930690830917
HALLMARK_APICAL_SURFACE,-0.004639563425991652,0.009721297412262507,-0.06448714741559786,0.035728141641299914,-0.07893512402250555,-0.04282901209362124,0.0822997630957149,0.08926449061195574,0.022833090135323867,0.03432032914574522,0.08868895184195177
HALLMARK_APOPTOSIS,-0.007523752227175776,-0.04810752740674386,0.04703636527271224,0.047391694197556906,0.021977283861957502,0.00966109805972565,-0.05518112610622548,0.022653576081149523,0.010131754911059743,0.10494748174314117,0.015786324693687428
HALLMARK_BILE_ACID_METABOLISM,0.01617893977185912,0.07438924196099092,-0.03022270465957961,-0.02220241561804811,0.18240886407659188,-0.01276059462139745,0.06545476490535619,0.07708263240917089,0.0556859304284915,0.18839493424686993,0.13985442340035986
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.008853029841007382,0.0026710473557733766,0.08249604763801091,0.0013804927068078489,0.11907507597030245,0.04988187511459384,0.0832010979418037,0.08945706546338347,0.01543931000156668,0.14251260789469572,0.19373007150312546
HALLMARK_COAGULATION,-0.03658682146321957,0.014826555136520984,0.07489914946919647,0.05545557832272726,0.18290742640137322,-0.013676484202435873,0.06188048087771781,0.09134875257791855,0.04049001086116954,0.04154500602136436,0.11063485687249353
HALLMARK_COMPLEMENT,0.022155823765289746,-0.030156136900221814,0.012754236469928522,0.006068166599032804,0.20765495325052277,-0.004621478777865245,0.0697811569929554,0.08723380721692955,0.059126148167495965,0.14313817133371595,0.0840053222099076
HALLMARK_DNA_REPAIR,0.029269528982661438,0.0051382209292564875,0.09869120819115777,0.020082394992662178,0.21588838769406507,-0.010065912397348175,0.07787745423172637,0.1078311855222769,0.04368367315926044,0.17477476507258446,0.1960516655028736
HALLMARK_E2F_TARGETS,0.05323598677276646,0.04527657832929935,0.0315078451934614,0.03063141123419798,0.21691271688041414,-0.030597623112434073,0.09387772882228895,0.07838730960962693,0.04892054862853599,0.1487075695026935,0.16234730966070812
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04033709992495399,-0.014434902559667864,0.037257705299381993,0.07337071838001942,0.222885828329963,0.006558559579412679,0.054957075830658786,0.013378880605171173,0.05172113415527794,-0.03766612435345902,0.03893212710992736
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.011497761242157931,-0.0034828653488846177,0.0027869297731560735,-0.008727433432580166,0.1300860866811309,0.001767581601833028,0.07161787202451543,0.10966756946094734,0.02504684173096247,0.07830535103973103,0.1641679686285707
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.014589486971246398,0.012750618529011529,0.004678524621119767,0.048273954924281826,-0.04699267575865645,-0.03997857854480119,0.08441163823665654,0.06367618165071776,0.04726449679333194,0.13124659372405337,0.10559651166655576
HALLMARK_FATTY_ACID_METABOLISM,-0.03478717468752865,-0.025799074338759304,0.03112210776790968,0.0009699400925471815,0.14908502251129552,0.07437948550281645,0.03840542664878603,0.015880636307439314,0.010940326461323004,0.11017717133692732,0.08584608613232128
HALLMARK_G2M_CHECKPOINT,0.04873196865868464,0.01875682076446263,0.09151931633522857,0.03855823883096722,0.20342351186418578,-0.04713839976076522,0.03292793792301129,0.061468879166750694,0.05585640252047036,0.07585934677166627,0.07511792489045263
HALLMARK_GLYCOLYSIS,0.0624368743572924,-0.03461710432940986,0.06819969101987113,-0.018873481243189605,0.18852347821234045,-0.03952089968081062,0.10165834847675365,0.06558685208707285,0.037386797630905494,0.13241619096252416,0.13966714568980346
HALLMARK_HEDGEHOG_SIGNALING,-0.009412984579877317,0.002535836356918076,0.011976545331342715,0.045864222687103856,-0.08024648446174931,-0.02322967226083244,0.11184454633194398,0.03465793570076997,0.09870101488109322,0.04195647281518896,0.05330872098280717
HALLMARK_HEME_METABOLISM,0.005603425241331476,-0.01603882226646901,0.08699963409129705,0.04393169982534878,0.20897416624577336,-0.03558062022953573,0.07920114893237644,0.11528932911142704,0.05879013864588198,0.15322129955189012,0.16142789779596034
