,UKF248,UKF259,UKF275,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.07586263936859317,-0.011737531690283597,0.028025242844129102,0.06466084033921399,0.004250252010651874,0.05514627001894027,0.03959552202657129,0.06684925666545019,0.10278580823835223
HALLMARK_ALLOGRAFT_REJECTION,0.04023935845038024,0.012071187286729351,-0.03451357876399232,0.08017704547303106,0.006577482792600044,0.035214199331042376,0.004860115934470951,0.057903910681217315,0.0519339399387558
HALLMARK_ANDROGEN_RESPONSE,0.07794078623940814,0.039400758579040615,-0.028370423242996833,0.07018985130321385,0.003509793926518003,0.07380244127384394,0.03705127467755938,0.061512100605620575,0.11984360786025137
HALLMARK_ANGIOGENESIS,-0.014917337409892388,-0.013369159415810716,0.05208943724543645,0.006398303207546024,-0.058350327474661116,0.021576985888138007,0.005319812586609449,0.10610962133453727,0.04043040313252661
HALLMARK_APICAL_JUNCTION,0.10881068767740922,0.05541209587202514,0.04940225364988363,0.08566627412439975,-0.020813400833570937,0.055970390034002324,0.03334206910401854,0.07846418237834357,0.10468300081314952
HALLMARK_APICAL_SURFACE,0.08642551503321955,-0.007479499464092594,-0.00366632552102744,0.05492435580861602,0.05194524235864778,0.03935990509996696,0.030804360796324082,0.05912472712017917,0.10214011372966728
HALLMARK_APOPTOSIS,-0.011004652871175776,0.007314203565810599,-0.0064693536267721626,-0.0068930804367919995,-0.0739345618717226,0.013499224932743255,0.03521278775179847,0.0855907901276472,-0.007103877909475784
HALLMARK_BILE_ACID_METABOLISM,0.09528454493895706,0.011419435264000103,0.07496485953624425,0.06670228088156652,0.007388259167815696,0.05645067260521183,0.05751404949184736,0.025407666691933346,0.03893814548649541
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.00575146959969228,0.02563441965078713,0.03037697195456028,0.05061528648922208,0.08635960126347425,0.03599768298474317,0.04510008254027446,0.07997751758463251,0.04951258317995824
HALLMARK_COAGULATION,0.054668818061437696,0.038671845335495135,0.009295094094245705,0.09416831096996285,-0.00958184246259706,0.07490154973723602,0.024073334491540966,0.1162094528297273,0.09573479849674214
HALLMARK_COMPLEMENT,0.07896921058512608,-0.05502133805617288,0.05749255905084911,0.08001436284020476,-0.026133852846152456,0.07539638650916344,0.04533992742808448,0.11459095488448409,0.07254526167625457
HALLMARK_DNA_REPAIR,0.09653148611358711,0.026941873281816804,0.011950978308231466,0.09311689274679477,0.03582159319388777,0.06464277704270921,0.03831579646059353,0.08537818844918466,0.08897261372580742
HALLMARK_E2F_TARGETS,0.07880278150814245,-0.009289609510828285,0.03794585503531496,0.07551483883454192,0.09458987406343393,0.09328039426842401,0.02036058484322972,0.07422990090005538,0.06164249052744327
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.015536754448494903,0.02055400931066803,0.025881100898107707,0.044574815720426576,-0.03781708320444149,0.012684355127036846,0.005616559977429507,0.12298479821887917,0.068978972387171
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.038594124568053154,-0.02914111387520419,0.045111640102852936,-0.020287948575746697,-0.05497928155828585,-0.011778970459227706,0.054381411275596835,0.08405801201974707,0.11718231288419986
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06924529976079587,-0.0003204382159584396,0.006324898092444756,0.04657616649883569,0.06459590407349992,0.0883957611977331,0.01712689582281142,0.0009565015299351174,0.04433863479042549
HALLMARK_FATTY_ACID_METABOLISM,-0.03129362373371333,0.04340017134285229,-0.017272133056463607,-0.009735533082803128,-0.021579389102978967,-0.019514774275048965,0.048639918939743135,-0.022661264484150272,0.09749050508256699
HALLMARK_G2M_CHECKPOINT,0.07966044132154429,0.04952118513499023,0.07402129849091069,0.04222730149936219,0.010979399543201292,0.0756544562539697,0.04704750695339756,0.07611345827935048,0.08668378477348254
HALLMARK_GLYCOLYSIS,0.018343755044745266,0.012584500093745116,0.04140743789685105,0.01758784903257221,-0.03410217932830462,0.03259890388074635,0.012354579501179212,0.08769987891389515,0.07017533413317317
HALLMARK_HEDGEHOG_SIGNALING,0.04691383328101574,0.11399790145204784,-0.030455341067899624,-0.0031459935864195593,0.042767926508831516,-0.008455607293273064,-0.016282067692498407,0.03757371426705624,0.09008010842042855
HALLMARK_HEME_METABOLISM,0.05377929367157572,0.03165239419791193,0.027714025069629233,0.05594842737772746,0.06448343064928189,0.03801540078820747,0.04093734149499953,0.08162631087832307,0.11392037764961058
HALLMARK_HYPOXIA,-0.06108320101181462,0.017129701144414464,0.023482091857364214,0.00706854549552965,0.027218265386428565,-0.06252379920483506,0.02140866677845542,0.10015181841528152,0.04162178340801532
HALLMARK_IL2_STAT5_SIGNALING,0.02561911410430472,0.04086103970110855,0.01439221705462402,0.08577245176670013,-0.020110590123078385,0.07908952402005594,0.0734369687627469,0.024342259906028195,0.1131246261384958
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.007156323586558252,-0.05392488566664181,0.023651019961454422,0.0010365276720187718,-0.11265441007251063,0.08105194635176027,-0.031612231151129586,0.07570386721436519,0.07708861671724286
HALLMARK_INFLAMMATORY_RESPONSE,-0.022505199354563125,0.024587288647292694,0.03513008889804391,0.07551454710963953,-0.026665658184978767,0.03044592521882187,0.06012498836131548,0.07202715541236027,0.05644255792246017
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.07649000241512358,0.005984250778543598,-0.030769214441617017,0.09623793559769556,0.01076463995551984,0.08895279125293346,0.019647518488532394,-0.04748624088444769,0.0415523390756815
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.002961134248883879,0.0034925690883585185,-0.0022579467114195663,0.0795200212325111,-0.035725179524445316,0.04443805618186694,0.023847492794118397,0.11147251750000765,0.09393442796478457
HALLMARK_KRAS_SIGNALING_DN,0.05035487784220704,0.020150621808666922,0.06696604072945699,0.027524225667979175,0.0365729277986379,0.00601213776018567,0.02090634815988173,0.07180898968809904,0.03738141243875582
HALLMARK_KRAS_SIGNALING_UP,0.030477916995011206,0.044784768219340354,0.006576520486066995,0.029890583273304107,0.016685478663158185,0.057165886284128394,0.023809031020494052,0.0919176756987828,0.11245650247261237
HALLMARK_MITOTIC_SPINDLE,0.05277248646244118,0.045237545014285514,0.059508568334624985,0.07959483333672233,0.02289933552316555,0.00024184505917091255,0.031242003773105598,0.06415544577308924,0.09252485207037164
HALLMARK_MTORC1_SIGNALING,-0.010867688137145216,-0.00215279176939765,0.0071549502882469135,-0.0037809851267650426,0.00891509382806411,0.004538985934844483,-0.02172828126935655,0.0041697635539706904,0.061922219376850676
HALLMARK_MYC_TARGETS_V1,0.09348403366856693,0.04019535078426265,-0.003185821485963943,0.12219295257143321,0.03112030331499343,0.05523424687376506,0.03698958841816283,0.08054386810949495,0.0926569817353999
HALLMARK_MYC_TARGETS_V2,0.01540607542664193,-0.04566838188634856,0.003861142441667104,-0.009907224589501624,0.06613441479580406,0.07097506081633012,0.02231148259853852,0.12620140776382938,0.0812253361071532
HALLMARK_MYOGENESIS,0.07711643221650068,0.018058104410020114,-0.012044196719991492,0.029744989743721605,0.013231997267333982,0.013879784799865475,0.04558445183478777,0.035221353349687234,0.0595530583344241
