,UKF260,UKF269,UKF334,ZH1019inf,ZH8812bulk,ZH916bulk
HALLMARK_ADIPOGENESIS,0.07470782895251053,0.024186388815511172,0.01654703818713329,-0.033288996612692044,0.03277255554608263,0.015826446137261113
HALLMARK_ALLOGRAFT_REJECTION,0.01652470519179451,0.015300900817469331,0.019990326804544486,-0.0502025841342414,0.01491078926659407,0.11587010521041571
HALLMARK_ANDROGEN_RESPONSE,0.1496697809728861,0.015083835304743965,0.0008689221828033001,-0.03967241345422463,0.017266223352521873,0.0512529337845629
HALLMARK_ANGIOGENESIS,-0.15913617089911417,-0.05488362366110334,-0.047609607220652356,-0.021298989835799587,-0.01700190188468599,0.0006953480637391173
HALLMARK_APICAL_JUNCTION,0.0019462941678927853,-0.0008265668531258172,-0.029833346340514284,-0.040527728207085695,0.025496914240845193,0.055844206836478706
HALLMARK_APICAL_SURFACE,0.032164398040380626,0.04762240366386933,-0.037697420086894924,-0.07884545170145532,0.04912630627486141,0.12878146918511454
HALLMARK_APOPTOSIS,0.03834941653145956,0.019619503105378296,0.0225557037355244,-0.02731257562074217,0.023962042980140496,0.03219616580346467
HALLMARK_BILE_ACID_METABOLISM,-0.029184815163163663,-0.017355830897204567,-0.01733266533359803,-0.03539390926199865,-0.019668404770716928,0.018611605492082035
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.07028932659019722,0.01600835586671173,-0.058981722122373785,0.017641039813315485,0.06093499378512628,0.010489841421391222
HALLMARK_COAGULATION,0.0606251538101532,-0.005955093139403909,-0.05915028127660783,-0.06302797413089858,0.04523036688492635,0.02489868237106849
HALLMARK_COMPLEMENT,0.13547869026181206,0.006240152091355525,0.0015361948522829023,-0.033559694517829225,0.0434602642167031,0.009046846233546436
HALLMARK_DNA_REPAIR,0.09171770454754173,-0.0009579967439115386,-0.008026462107743156,-0.05569869627451413,0.05082530439548067,0.016610797202495805
HALLMARK_E2F_TARGETS,0.06408718611032146,-0.015098183358096172,-0.03210209600659071,-0.03152209269977143,-0.05589119809248895,0.013428750279908284
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.09194682985295213,0.008800991296867471,-0.049267335443217854,-0.0704518483627544,0.007143559814620218,0.008502428669242468
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.1501245997935246,-0.014261040066660994,0.04910781599226907,0.029074937350320157,0.0077348546791519285,-0.007019872612183535
HALLMARK_ESTROGEN_RESPONSE_LATE,0.06253852895010018,0.02087567922064163,0.0032842548481466305,-0.06544954725488086,0.030877347905286436,0.020269849985101413
HALLMARK_FATTY_ACID_METABOLISM,0.12091186401761021,0.0261700287174476,0.07826268007983242,-0.010501381889402315,0.02925195904209019,-0.03731113104979258
HALLMARK_G2M_CHECKPOINT,-0.02035759971243736,-0.010812903308659841,-0.06987302596162827,0.043595026766833564,0.03482506269260931,-0.0009302124135099554
HALLMARK_GLYCOLYSIS,0.07604892820121355,-0.0190132254456319,0.033579719153747016,-0.08802705896176852,0.037153749833856914,0.02139432297400425
HALLMARK_HEDGEHOG_SIGNALING,0.1545974407292173,0.03504169180901796,0.028914161750856194,-0.07983802150168054,-0.02656454524740896,0.037662469997889324
HALLMARK_HEME_METABOLISM,0.15105453532221788,0.012888846672205228,0.023286061059320354,-0.0064261836606478604,0.028269143227946155,0.00964025927175864
HALLMARK_HYPOXIA,-0.06914768912828667,0.007053328471703833,-0.027124735982399686,-0.10808038205265838,0.018743623020927795,-0.07783854791473267
HALLMARK_IL2_STAT5_SIGNALING,0.03744421434393925,-0.012542129446246338,0.037401526991979205,-0.02805391942323117,0.03953209300264546,0.008970164261137737
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.13137382850165208,-0.043732730938534636,-0.01736961855631562,-0.07218031675281857,0.08173352611224587,-0.030791035447143376
HALLMARK_INFLAMMATORY_RESPONSE,0.03162599792720373,-0.02950146849669308,-0.014441505176764556,0.03551093537140476,-0.01627124446861157,-0.07776555298078192
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.060173533634050785,-0.008000504816042432,-0.04719413352212235,0.04171338946562265,0.013952803020010713,0.07997574502407592
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.13011341186272782,-0.008658434424172223,-0.0913748092273465,-0.09094002602772838,0.007801608614167069,-0.01241215582252657
HALLMARK_KRAS_SIGNALING_DN,0.12132260835978076,0.06538212613129178,0.05352636598149798,-0.07661291451494313,0.0001324512926872713,0.041505297418513436
