,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf
HALLMARK_ADIPOGENESIS,0.09779886340231596,0.0952043313602656,0.01522370317783546,0.05561443605487979,0.12490260187650666,0.008588082581051011,0.013102102423776369,0.03666206323896341,0.02940247212719522,0.06712613843547793,0.08103550023654234,0.10356108413717786,0.10214282770075755,0.14345633318051232,0.0993521377230392,0.002663381866351767,0.047894233715702485
HALLMARK_ALLOGRAFT_REJECTION,-0.0463501773038305,0.09555881910818384,0.04136138016407986,-0.011649890721749382,0.027622050904976266,-0.10125136356971783,0.027220935606254906,0.05509034416833965,0.013419262516067105,0.06959841892217024,0.051260884562569595,-0.05665473082482797,0.10319736381946092,0.13660553681043833,0.14174316752145794,-0.006942945175557669,0.01783098944874753
HALLMARK_ANDROGEN_RESPONSE,0.05191328585949087,0.06985119717693762,0.021868157993798557,0.04850080288217663,0.08768054958306255,-0.05778415286677865,0.03622128353149623,0.03453291018748976,0.00916203969840537,0.10018604935621504,0.06647061485699927,0.01019637698104942,0.08466470616409381,0.0714521783091872,0.07916836298968587,0.00045611503644037984,-0.03379382517189182
HALLMARK_ANGIOGENESIS,0.03435419224599294,-0.0008812325981669396,-0.06608980238559675,-0.05929188694358216,-0.15741449419716344,-0.10209276224152161,0.024222730370480172,-0.05998858314865317,-0.04398083067061245,-0.059114586664007915,0.013322179196425367,-0.016805107897010382,-0.0292412092605447,0.04731561339444804,-0.017963028694512235,-0.041791779973498075,0.024323363131906386
HALLMARK_APICAL_JUNCTION,0.08080974769018544,0.10171079669037965,-0.006032745585223718,0.027819732244115263,0.04736737578914959,-0.031864185822781235,-0.015238451433530647,0.01751155837913274,0.057520964833146206,0.05850678738928723,0.08243894910002059,0.1019764857482531,0.0872502638136111,0.15365564430377462,0.09449946427959398,0.013475581414841266,0.06508378229258016
HALLMARK_APICAL_SURFACE,0.09110375373171765,0.042179092197072145,0.014514064339008849,0.07819703364211439,0.06072413913759528,0.07997690238366895,0.016467222419720123,-0.0027113990322254846,0.028135306117991286,0.0068982758635222335,0.006750026839702348,0.08003980835271059,0.0865729104466101,0.1280740838124577,0.05565410913986894,-0.06009491687066622,-0.010464850400733073
HALLMARK_APOPTOSIS,0.013456925396945164,0.037604137706873486,0.03070484292814475,0.046822096269155414,-0.07022138812720681,0.027855915051046676,-0.0020262935554329013,-0.12527071084804425,0.04345603760960921,0.051740713198880274,0.12846650591841435,-0.031224740635373564,0.05490346541959972,0.07071051432367735,0.06116434258358122,0.027743551811818697,0.009964461267830575
HALLMARK_BILE_ACID_METABOLISM,0.08551981503225475,0.05351439469742607,-0.08722314017694902,0.04396313743011381,0.0380405835353472,-0.043879504284485144,-0.00651205873107797,-0.053896585500788394,0.04137565282052933,0.025420398411846113,0.07110208176549061,0.08474252583048496,0.03056373263980969,0.0967201912645495,0.06628714859234418,-0.01007754964752694,0.06977125147985605
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05770250731625639,-0.018751710407770378,0.03954894328266141,0.0374248585833107,0.06065171830287575,-0.04315096637191401,0.0187510687023457,-0.04871345153647395,-0.009265402797353847,0.01898769161495524,0.028818744814700648,0.1323149749949868,0.10846991228836028,0.09913671445831974,0.1289494761086312,0.003436903042371741,0.03102155403241053
HALLMARK_COAGULATION,-0.10125334243015079,0.09437196468808745,0.07331768125070283,0.029995233836579736,-0.002481355300056446,-0.11933052135395765,0.000845533928661849,0.0566878812702828,-0.014456786086897403,0.07321851347450213,0.10488159764954626,-0.029127012038841136,0.06726680629099965,0.1898827414151245,0.07921111610459869,-0.022946648380419942,0.029126419203461287
