,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0016283524550120998,0.02671685451426804,0.051862950072898,-0.004770967103878909,0.014031807565792418,-0.09169964434889034,0.11911285302176743,0.2731409428622137,0.023223370308214922,0.029155364161582372,0.02986859616204358,0.0011301784735455766,-0.04013872774562756,0.20696860226515676,0.3602287801867734,0.32382502535880064,0.12738325242666418,0.00572993920763075,0.163981377787263
HALLMARK_ALLOGRAFT_REJECTION,-0.1353755284549676,-0.013118258946446545,0.04784455858148974,0.08872742674290492,0.00901796699842716,-0.05670330292869977,0.321414827046102,0.34636790876423607,0.07932339436580475,0.009002289890875873,0.03912761945729963,0.11591535423521172,-0.013870347426148307,0.05479341212756683,0.2088621711622819,0.24981020376209442,-0.002569859210520516,-0.054869073634273145,-0.024989439007618876
HALLMARK_ANDROGEN_RESPONSE,0.14354143038052158,0.08173717560696618,0.04479465071054443,0.004624318408760908,0.0697628347474228,-0.09118056325552552,0.3104066202961975,0.3003051126412751,0.10675905228891062,0.018800853051992177,0.057925334357077224,0.18325383383077157,-0.034654349399426604,0.14888884927236853,0.32935150172431005,0.2566719156456028,0.05530298963091344,-0.09360127924066154,0.1723006754310873
HALLMARK_ANGIOGENESIS,0.06146655141352552,0.011416991492701128,-0.05233005465112376,-0.02502772006389551,0.1001070713757115,0.13350442237244778,0.42591886169369275,0.3866954630187306,0.09036317658873237,0.015941803450931786,0.013334982364641652,0.33998159958936475,0.098032308792976,0.019598620744018237,-0.12275920648531988,-0.19625328083116003,-0.07807485576955116,-0.08582060637593365,0.11605426110509418
HALLMARK_APICAL_JUNCTION,0.0013224343737454078,0.045865653358615435,0.11921420902070128,0.017378997421405112,-0.0071115766383933,0.04055144527389187,0.4172038930266628,0.35557521173037004,0.10382432902636327,-0.004464399501905544,0.020945870949711714,0.2573672218909235,-0.10087285659482176,0.17566166501489502,0.37565750646852974,0.2969101452297806,0.21590899695813145,-0.06679954984373343,0.20582642837022394
HALLMARK_APICAL_SURFACE,-0.08527641333117748,0.05017473742463509,0.027350048388114858,0.01714155675750434,-0.05234710295988788,-0.029063363659054004,-0.09946948169878311,-0.11152251249321571,-0.0007709901300327167,-0.024898062568753217,0.006872559324643175,0.17026700805717035,-0.1491461333200257,0.18885699045334675,0.3436562237296351,0.2572158003354029,0.1268644534354223,-0.12888194982039183,0.1744221180130906
HALLMARK_APOPTOSIS,-0.07161485471338278,0.042924178884615055,0.048218479900640515,0.049352453716757345,0.04430625378680218,-0.009658904804610955,-0.12283059019367501,0.057741605734919876,0.11046354128162954,-0.001297690886561443,-0.054259333865293795,-0.15236321483176904,0.02553076890421271,0.1966611699360671,-0.17666429736533595,-0.15778957840110822,-0.0559283265663525,-0.11438771869334903,0.001496251710834008
HALLMARK_BILE_ACID_METABOLISM,-0.019131140300633155,-0.02097694034077609,0.006509272670809691,0.0357762426609494,-0.013209548470868547,0.027253781947799736,0.25500434522073917,0.36064732015689477,0.10866301101284996,0.03093405117443381,0.004276261284683755,0.17413970278318558,-0.1076599957170142,0.17021391455800208,0.27099841757634135,0.25887070231230697,0.1534331237536431,0.05271040603498653,0.16796908665973712
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09813102020692863,0.04326858522894013,0.037026441634380326,0.02345955687296502,-0.01595453210780023,-0.009702786858171034,0.3643479577489061,0.1965530923823408,0.041492904934101266,0.02039145352952718,0.047129207156461066,0.32391013724709494,-0.08578045589144496,0.1864115570016554,0.3391158123728286,0.34624706407824424,0.14957759054928518,0.019199602888082926,0.15704474398693097
HALLMARK_COAGULATION,-0.040165527718747915,0.026530608507497364,0.03477317157844793,0.033047498514485345,-0.01004404425287705,0.005690820321030748,0.26058209242161634,0.27966744303780217,0.12813029303624848,-5.0782548871572706e-05,0.03482465768947871,0.14610580575552054,-0.007357697916668661,0.21621249068763032,0.23001387585192393,0.18230036935850386,-0.1195885271945029,-0.12383749188619117,0.06816384471571815
