,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.015303648914772447,0.042287727440184934,0.06257128962876356,0.04014486050025841,0.014257493581819701,-0.011233112533899586,-0.021293008928779583,0.07008091754945836,-0.03620815611572864,-0.004391826734795944,-0.04110756217336542,0.06358678055810735,0.012971877095835475,0.1019972754224833,0.03857366280631753,0.0694633593788078,0.1386437423882251,0.0795752590190302,0.062233068953107436,0.1805539445378525,0.1630587213966018
HALLMARK_ALLOGRAFT_REJECTION,-0.04693314823252798,-0.0470384898652218,0.045971247476301304,0.012292723704413682,0.021608650890757784,-0.03812379904318538,-0.037448847913466955,0.1156859393465014,0.04746383427736702,0.015645387901609867,0.006268557140455302,0.09760922901475615,0.01640544920500335,-0.07081672418805672,-0.008718294613385049,0.058462998541093034,0.031611834072375666,0.019630256857132433,0.06670312482085702,0.03832861162883095,0.07005244714128847
HALLMARK_ANDROGEN_RESPONSE,0.10367664583645167,0.07579934989536269,0.08714910145451954,0.049879017962656716,0.05150088178554004,0.022855764212102187,0.01937003249976726,0.08329959971237463,-0.010348015194900475,0.010443961241020355,0.009547447898536444,0.10348328429433502,0.08961970568937966,-0.01638987776147788,0.0009428594932825602,0.06530308749885944,0.11097340887717633,0.05621298981707367,-0.03858734121091259,0.10443157573871432,0.11296187999535354
HALLMARK_ANGIOGENESIS,0.03900270387425059,0.034090562050032844,0.06169041122337048,-0.0045296530615767236,0.041814336525933596,0.07079802875367239,-0.02081219018223534,0.08923346276709575,-0.05051156243024147,-0.02628271803625648,0.0023788077218255444,-0.033113757592010316,0.02354195245253156,-0.04662681286902942,0.04735229280596072,-0.023409638032963385,-0.06583574417824127,-0.05846772870196097,-0.045712416835302264,-0.0670808471304553,-0.007332823840511921
HALLMARK_APICAL_JUNCTION,0.05825922507160374,0.02646013567587938,0.07679117249108648,0.007033888948565075,0.015551751140860801,-0.07564311709682962,-0.02222028895866289,0.08696653068591474,-0.030061222847195895,0.02681066113474724,-0.012233088818689035,0.04487658624679517,0.08508765775624162,0.05876526962681048,0.014947506454040355,0.055549240711177804,0.15182760036923099,0.07173267403721327,0.054245409646877296,0.14396197867945504,0.15593982940628806
HALLMARK_APICAL_SURFACE,0.026561035757550977,-0.00169440874494721,-0.03160214868223186,0.006451617376793417,-0.06991712339684691,-0.0440806892156661,0.027782916620769392,0.01583657589881623,-0.0175959164584066,-0.024090162187326566,-0.033705325701170324,0.0430729780809154,0.06926614191498807,0.09373383553839171,0.022505247928033517,0.06586804535967487,0.13551932262584093,0.1021569919866411,0.042934419690086094,0.16114306172426976,0.04986114545088752
HALLMARK_APOPTOSIS,-0.007141506469345219,-0.038353416544135745,0.06741397858655704,-0.01876805930996901,0.04750844677333785,-0.02531385955217749,0.03278085711401622,0.024384583652345426,-0.013275365067774358,0.06068328930447932,0.01916335618047785,0.010643414725539818,-0.04054233479969687,-0.01161879669661247,-0.050782855693899016,-0.016297729660844598,-0.0675550147217226,-0.10135224763534663,0.006513448110862631,0.07634464190634198,0.06756338478301314
HALLMARK_BILE_ACID_METABOLISM,0.039535798573890814,0.07727420845126778,-0.04511357532399167,-0.012544885273892378,0.001534200254128951,-0.010955532948060119,0.003852988901066101,0.07502675781318341,-0.01397762976652804,-0.013454612209102122,0.009415092382035431,0.023665770881276294,0.11236976254654346,0.07889946355794406,-0.03353675957150576,0.11959193608081979,0.1410821891225659,0.09038484459696308,0.03244172552806265,0.11205419599123961,0.19074432289087231
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0678501231073918,0.08931957625196607,-0.015774797063228093,-0.007604723692024193,0.057991114396668444,0.007253777328486263,-0.0016685960938582144,0.04444987949507556,-0.028087141859602715,0.04267275384619798,0.04368485877280669,0.061262930267656834,0.08022692684565245,0.07671829685476474,-0.021789023229383076,0.10217232131169125,0.13065230099100156,0.060362419555492264,0.08502111778683927,0.15890039595734962,0.1872388998214211
HALLMARK_COAGULATION,-0.02398244245221055,0.03516094745563197,0.08578010415575231,0.0027754571161808256,0.04815803918938162,0.0007137230962312865,-0.016725868538202893,0.11145266343431609,-0.05270540262970693,-0.010164135431751781,0.006008282759161926,0.035230394118370166,0.06257236357360835,-0.006144401814270029,0.018001667828693946,0.0837853405435377,0.10374089620979313,0.016437917412390618,0.06885294723622121,0.08761463877934896,0.11741773431157712
