,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF275,UKF313,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.0032332986142453797,0.029041294108379998,-0.03335855941865913,0.016894122922655342,0.10166525474775663,0.04697970508663186,0.03616641564197479,0.0913386482952701,-0.006369682931267239,0.07472886926868956,0.01981746712343048,0.032384151799340004,0.08577257396892324
HALLMARK_ALLOGRAFT_REJECTION,-0.0891163121683738,-0.030744154407225124,0.014579448669756235,0.07242743955868476,0.010857418461130832,0.11825244894348692,0.0062150878205538464,0.11242424903828706,-0.10237178702279744,0.046899181309817704,0.03488921033887139,0.018714278982398993,0.0390742635611187
HALLMARK_ANDROGEN_RESPONSE,0.0016916757729120348,0.04343620424369753,-0.028984782715827672,0.025698456958403133,0.06163991413881857,0.13796954015912516,-0.030159988932535634,0.11570138743691326,0.04634480358107529,0.11115869277536795,0.004292206819687354,0.09058148177355482,-0.012934500964645133
HALLMARK_ANGIOGENESIS,-0.01342462761955811,0.02648468681260087,0.04185819281820441,0.017886284735174313,-0.04371906699463648,0.1638988658535348,-0.08389844983260797,0.03349035090636513,0.1491147483136393,0.011563075382921796,-0.05143328786695672,-0.00015267891632628498,-0.11821002865634511
HALLMARK_APICAL_JUNCTION,0.024607572638890365,-0.0075247135199916,0.03545435476663295,0.02031005157542321,0.051946418565398125,0.1461881616086248,-0.07263632294752027,0.14616567876173905,0.010362720369818085,0.06319647508884796,0.02233638706409181,0.05726110366549933,0.03487389119886749
HALLMARK_APICAL_SURFACE,-0.007196738371533278,0.03855980926405923,0.045888063873827656,0.019691238870556915,0.08373094268714072,-0.035761276500370136,0.04000377643100191,0.13977742867287504,-0.07505955356068512,0.07263678998012561,0.053124501938143484,0.05597757710995337,-0.015033496272677267
HALLMARK_APOPTOSIS,0.030727118114224475,-0.03676489038493069,-0.01974523244785336,-0.04343549816978178,-0.0862361870941229,0.010511668891460917,-0.030212262594073336,-0.009765676753612411,-0.04529093610072149,-0.02188910466051667,-0.019911785299084755,0.024421033506646896,-0.022412432187212325
HALLMARK_BILE_ACID_METABOLISM,-0.05171339692079335,0.0670105790698359,-0.027348314969945213,-0.018664955500275582,0.09591289678963043,0.11222003362306066,-0.01992652897197722,0.05379059342418432,-0.05144536836274559,0.11474748466025084,0.029014507511927943,0.02598431476607135,0.07879838656934417
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.028214175920599837,0.03656429043960467,-0.00895013346298391,0.033612681271942106,0.07099637258255596,0.14745227006676492,-0.11105023309262145,0.11407911673895511,-0.0865095801388168,0.09195286239514225,0.04302010251971983,0.03832798667100917,0.025166541408719798
HALLMARK_COAGULATION,0.01580492006662715,-0.023787797654100964,-0.05512940848558628,0.02623270971634863,-0.06444955731413882,0.13409091606378318,-0.04214029040813758,0.09788877030116508,0.09810581519921599,0.04801923726497616,-0.02603016162240199,0.0010496232619313795,-0.01208739741599196
HALLMARK_COMPLEMENT,-0.07688169225484837,0.01487998707533833,-0.016286666893880582,0.020867272930513988,-0.024790459067172563,0.060109353296123824,-0.028693586188761055,0.09883016735624932,-0.09517492215388028,0.06355451309214522,0.03589916620556209,0.03728726764602384,0.022155320597081026
HALLMARK_DNA_REPAIR,-0.031971490092021736,0.02255583478478975,0.021488422067131776,0.02320452774315112,0.08939837296426621,0.10107511145493224,0.012862240593570036,0.11523188563231213,-0.04102353810138546,0.09282672337169239,0.044045884424471694,0.08754986065462335,0.08100662254656628
HALLMARK_E2F_TARGETS,-0.008853065247516922,-0.006938853539207159,0.028349658236256757,0.01773654029715811,0.09337036707882349,0.1489961169096561,-0.052517369164119615,0.13804952338510182,-0.05027796710535843,0.0017316512088988404,0.022423605082390587,0.03491716853365678,0.07595127642698979
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.026595637388660352,-0.029077844405158083,-0.008409401409934365,0.034423362096796535,-0.09068127119980883,0.12720060935455046,-0.11775374668983661,0.031360028353290326,0.14918990268242024,-0.010169369944242087,-0.04451011730216804,0.026473172649725818,-0.05891521422808586
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03409024225707123,0.022086417186353728,0.026746329805389206,0.03995710449781786,0.08924897937191861,-0.05747051065540093,0.024245441182700375,-0.024578651029550265,0.12531225698124834,0.061351885641268256,-0.03753829448966518,0.06440903556518941,0.014139378307844506
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0010280461170039648,0.04138741289184601,0.01265440569775652,0.00022511210104274621,0.025653236847477705,0.031204531642943917,-0.003258272235967235,0.10119653903974041,-0.050057648418701736,0.08672886658352712,0.05896232298750661,0.0046185568434094935,0.060737954138696405
HALLMARK_FATTY_ACID_METABOLISM,-0.025892999665150233,0.00017272677670706723,-0.017705836895628855,-0.03164462290210905,0.03881828367945414,0.02043013259050515,-0.06837050640107535,-0.049015775008799826,0.1728321020469674,0.0202131496465004,-0.0145090550166472,-0.009825628163770118,0.047150877700590975
HALLMARK_G2M_CHECKPOINT,-0.04968772082156489,0.0034579977542170287,-0.007274634446023011,0.02122147164208466,0.0723914760514559,0.1335531603606568,-0.07435608724796476,0.11283238404394369,-0.061843692191579515,0.021009925431300747,0.01628848934418373,0.07092743876142354,0.024003823062280313
HALLMARK_GLYCOLYSIS,-0.028114901196571375,0.02850558898637188,0.05041199280124754,-0.03843711507044432,0.014249417269220077,0.01293824476375584,-0.01809155479862295,0.05400604161799767,0.14202433727783106,0.05264455602399909,0.0309722819428886,0.062220083680671244,0.038753028678031626
HALLMARK_HEDGEHOG_SIGNALING,0.0402590460951437,0.07894229085293614,-0.023539296899818207,0.0016382637927292438,0.050667416550765745,-0.117419620972828,0.04723398812552744,0.07534014779122795,-0.014342030866731205,-0.021452762659620966,0.010336016923358355,0.044976899418792946,0.05073384086290695
HALLMARK_HEME_METABOLISM,0.050512350139405554,0.03599452762437517,0.02193779806684458,-0.011901386634796228,0.050020252094342736,0.05564388376104211,-0.02167614625380404,0.10693092970382907,0.030130305818291958,0.0785217094076223,0.026647534434853466,0.07252371258428565,0.0604495204969558
HALLMARK_HYPOXIA,0.018842251045141617,0.01844025744630653,-0.021763702878117647,0.020434250169649296,-0.06359609264752084,-0.050047424844464686,-0.057909221557402635,-0.08710386624625999,0.21474340908814776,0.004042929211734687,-0.0176929409665104,-0.035039707339863016,-0.058274089939582246
HALLMARK_IL2_STAT5_SIGNALING,0.051851083317624266,0.014637373430465011,-0.000782293664114897,-0.028030374416709084,0.05722958916288175,0.1007775018275477,-0.10115839683627849,0.0017553047641486964,0.01079890094389845,0.07175307968330061,0.030061989035877066,0.027758969287123635,0.03321437402584883
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.04187566462059931,0.02972922206323321,-0.04418193219944071,0.013813936519584945,-0.07199541153552133,0.09640441962199717,-0.07229331485104452,0.05135171474881974,-0.05434773789298991,-0.025611944273210098,0.06097488546076112,0.06361359570193983,-0.05236162231261014
HALLMARK_INFLAMMATORY_RESPONSE,-0.00032715140539202233,-0.01784102260449389,-0.01922816223001693,-0.03443374610329036,-0.0237791930471064,-0.04522635461271498,-0.09419335053082671,-0.0068780044827638385,-0.10592090179031455,0.025172202545547695,-0.017987073069876316,0.04667068280426565,-0.04279219651919673
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.009106667707139247,0.0026140805666736186,0.012085606401719145,0.027795590216902484,0.053810745448804716,0.17930109382052678,0.050318265549740296,0.1259971126783981,-0.11201156362217006,0.051370337290993814,0.014006145656023396,0.07854726339567611,0.07649031364186842
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.017509424099293104,-0.03557413795783518,-0.0055074602808357674,0.002424311516086211,-0.07399227402563449,3.728389181325622e-05,-0.05366745446256652,0.021002233850912964,-0.0634640825230116,0.06265782374895026,0.020038376122677812,0.01197851120570559,-0.021799788568902013
HALLMARK_KRAS_SIGNALING_DN,0.03339512680345281,0.09823009615423979,0.01147764385768015,0.0001521411679918603,0.10014207353214284,-0.011702362719537215,-0.012825901724926852,0.02871583815997279,-0.026196531075828287,0.06094655378793297,0.046043994566761094,0.05532869436753144,0.07806933406152161
HALLMARK_KRAS_SIGNALING_UP,0.006586815029256045,0.040813845393276406,-0.006788935414011508,0.05103115041654639,0.023978802461327404,-0.12309518115963658,0.059518081501994516,0.09970214179261101,-0.08213058388668577,0.02930046337799589,0.018002769457957046,0.05781546720079681,0.02039098361007552
HALLMARK_MITOTIC_SPINDLE,0.023594986614175317,0.0023131061698852006,0.02433075979626364,0.01884414525471918,0.07712781609023184,0.11465800176632532,-0.04956298911969937,0.1321571006986043,0.04483797249410075,0.05102920855511056,-0.0013747603200657502,0.044275272279250356,0.05496104338702893
HALLMARK_MTORC1_SIGNALING,0.017774873653031303,0.07536694861801563,0.05032616169965371,0.00786956636508153,-0.0003057976582639225,0.11579640699081473,-0.10042089661222109,0.019660649183967996,0.20255477627369456,-0.011195577849051673,-0.01438088362868592,0.019072320747375224,-0.041487120785313594
HALLMARK_MYC_TARGETS_V1,-0.03108075714413539,-0.014069698805872234,0.026786219830419837,0.015675230610730537,0.0957076149007961,0.14952307010653515,-0.012869852529372741,0.15956224867572916,-0.1188325293100616,0.10945435536680667,0.046902517799562615,0.08005201579240133,0.061743193098656196
