,UKF243,UKF248,UKF269,UKF275,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.08355539110461496,0.08861523787182515,0.13188579494639863,-0.04943460170410645,0.18450280191318583,0.2618873098775389,0.21733070329573606,0.03168358043941391,0.0992183002040454
HALLMARK_ALLOGRAFT_REJECTION,0.028318111380116542,0.01624933494939299,0.16570038894883743,0.02870767900680865,0.010418550142751434,0.11065200712484748,0.11056684364643728,0.026625070863018113,0.05801421019185047
HALLMARK_ANDROGEN_RESPONSE,0.09858440870851731,0.07984551233536727,0.16425371011452963,-0.04446179500687223,0.0862760276058152,0.20911572599089245,0.0802432754105051,0.015348304766189143,0.02628608366081445
HALLMARK_ANGIOGENESIS,-0.07830087527729272,-0.03146841632822876,0.14709365391801937,-0.02517875056348249,-0.06589897414382846,-0.2206637451688136,0.188076936266562,-0.01981108667793745,-0.08477332183371822
HALLMARK_APICAL_JUNCTION,0.08522771844306115,0.08270436748085588,0.13921166985754307,-0.06896536860964785,0.1539861887741935,0.24472869921673324,0.22647658323219955,0.0005813132333977246,0.08280151730625095
HALLMARK_APICAL_SURFACE,0.10256136993271299,0.10916549332911797,-0.08529600666669919,0.02696165746637917,0.1529954148382383,0.2037982644740217,0.1308234091440182,0.016157747769659878,0.04160338129535519
HALLMARK_APOPTOSIS,-0.010840032817454371,0.02057065887123064,0.008646312593477134,-0.062456988342981475,-0.12288955026263695,-0.14814647658994523,0.07374002982541716,-0.05799384247838146,0.0020023704318022626
HALLMARK_BILE_ACID_METABOLISM,0.09796878755009485,0.046334045742211845,0.14144850266719522,-0.024887633524269186,0.18276441030091597,0.2786258048407569,0.07695608998503894,0.02019752760138446,0.09770912748011515
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.1352000772701436,0.07444638990278007,0.12698228456537464,-0.07452113774001261,0.15677378048381455,0.25526558402258664,0.11992624734089428,0.04583885183804123,0.09529660118842956
HALLMARK_COAGULATION,0.05434063658535559,0.06453176940418327,0.09110984670564123,-0.06273305047549643,0.07039991968049102,0.09504060938236393,0.16590021389461077,0.016093379878389373,0.05127689309400372
HALLMARK_COMPLEMENT,0.05824045928757145,0.06125252164611567,0.14871519737912203,-0.027792997824824528,0.024770420447704503,0.06748800254686273,0.2219429301289321,-0.009567954331956549,0.06462234811984087
HALLMARK_DNA_REPAIR,0.08997264515217994,0.09264754916755914,0.18429571140929576,-0.012225907500878961,0.1575971109839362,0.28371622430793575,0.1988623072164056,0.02476263627871073,0.10329540303291171
HALLMARK_E2F_TARGETS,0.11737552364954384,0.09573779757566071,0.19152275063412272,0.004446844888313999,0.03406564925716166,0.14147704566720612,0.14852899843268114,-0.028849055596665348,0.09004210079085363
