,UKF243,UKF248,UKF255,UKF260,UKF266,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.005619447327081958,-0.0070740032316993565,-0.055832768764997605,0.03211393520924944,0.0486408954942894,0.10316797933624643,0.0554868265795491,0.02918075455541516,0.10513107394477128,0.07697169483136619
HALLMARK_ALLOGRAFT_REJECTION,0.013996767792638809,-0.07274450211397493,-0.08131432798346871,0.01549299717013393,-0.060057115090703224,-0.1309804052103771,-0.03332760174059303,-0.044484577057149116,0.027443129086010563,0.0015794089817473419
HALLMARK_ANDROGEN_RESPONSE,0.056127905286688304,-0.000596700231869215,0.03786188237037246,0.019935824995601287,0.04038370241505725,-0.06778243336861162,-0.050484387995934236,0.019109522852946557,0.08076243693162309,0.051876611655047936
HALLMARK_ANGIOGENESIS,-0.023190227233251735,0.0823966726038531,-0.09244415614780645,-0.0788772490943806,0.026580668092214724,-0.13607625464037976,-0.1202246274971095,-0.08981971876502676,-0.08283034767024704,-0.007007164787237607
HALLMARK_APICAL_JUNCTION,0.01136039008973741,-0.025976126850188644,-0.06969897444105419,-0.035791167337497154,0.017024081137541048,0.04273575746428518,-0.06274507505348974,0.050109511058738634,0.11265687763862314,0.04408981840061075
HALLMARK_APICAL_SURFACE,0.029148285759120887,-0.044545110724761056,-0.05459056280369676,-0.02656629459825244,0.0881254485249163,0.03137692383754179,-0.032419625103136646,0.05491734147042795,0.052234426766273045,0.037808695060385734
HALLMARK_APOPTOSIS,-0.03607155206162857,0.0015777777517398735,0.11002504559087431,-0.03184785069931037,-0.026975601153607,-0.020994506619363855,0.080075563240623,-0.02291901652251083,-0.08774159873626142,0.10829270385029843
HALLMARK_BILE_ACID_METABOLISM,0.01842873615356737,-0.09070122065853203,-0.07061167253324502,0.0022995926402116736,0.0112586110847153,0.008426388670503741,-0.07372949662424452,0.022638586669330534,0.11999583954632959,-0.016717778722452493
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.02265873310763841,0.023681027881603596,-0.029014813888470724,-0.008412135669977144,-0.004742291221789692,-0.09850869794559672,-0.11477929080443466,0.04868287920281413,0.09516994781743443,-0.01939633151960547
HALLMARK_COAGULATION,-0.10510299949800248,-0.039181476251187355,-0.05604603257835485,-0.010264856842354975,-0.07765165810300576,-0.17186605910141278,-0.06212456801507635,-0.005122158650620685,0.020294172068490154,0.01985023319862137
HALLMARK_COMPLEMENT,0.054907641541694814,0.039933057405241085,-0.004834999423707535,0.05273966366546448,0.025033537035340826,-0.08568720259472103,0.04592681089819381,0.0020693207595693357,0.034604457590470185,0.05357171643554577
HALLMARK_DNA_REPAIR,0.04208219127022547,-0.023295726522470434,-0.022503208035904134,0.02086006912585975,0.03142620490557968,0.1121920122280811,-1.1448170798030507e-05,0.028610074052419828,0.12820313248183923,-0.00686791610748601
HALLMARK_E2F_TARGETS,0.05809155351104521,-0.051008350242034144,-0.13092518369325387,0.02543159714312394,-0.0048942283689086515,0.13660291387455906,-0.044755434137400546,-0.014466693233197304,-0.00878921927017411,-0.038049586507264255
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.09785185741382883,0.0442801718307039,0.125459881857029,-0.07409625011405258,-0.05316147633609554,-0.11375202300618467,-0.08790757119318371,0.02221456402988505,-0.03239287540647907,0.024555859921103044
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03307834887552391,0.0629368863584711,-0.029961639185023734,0.07585984024435852,0.03645003056455658,0.0927280616934847,0.1300345875382283,0.10275494194984067,0.09434519527286632,0.024114670614493825
HALLMARK_ESTROGEN_RESPONSE_LATE,0.049315100407806366,-0.0186369086031773,-0.07811009563292359,-0.046815906825444266,0.019297279049102667,0.03833609722297026,-0.08144387883177939,-0.0015812984697987614,0.08765551513144734,-0.010207228398547458
HALLMARK_FATTY_ACID_METABOLISM,0.005191271676979365,0.04560458467931142,0.1724538538253285,-0.002242698418534671,0.05567160860237142,0.038360296714968545,0.08817609942721334,0.012088404317119316,0.030799004904709517,0.012004501529554951
HALLMARK_G2M_CHECKPOINT,-0.009259126974720562,-0.024892235416067224,-0.016571553096573384,-0.07725076500634505,-0.005411539316932178,0.008564285153607928,-0.10131674431452717,0.004993102164505087,-0.03550166602223426,0.006945235887478872
HALLMARK_GLYCOLYSIS,0.030747606305258884,0.07554623518145746,-0.05234404940304829,0.005541057947269988,0.09243108448989362,0.15770998690657884,-0.00037387323112240083,0.11020330601965277,0.10791998158482223,0.030669459881949853
