,UKF248,UKF251,UKF255,UKF260,UKF266,UKF275,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.07740570379616238,-0.010009088658664513,0.25868751264050277,0.18542787006589642,0.10254122850305793,0.02819666421797666,-0.000743621381866869,0.09601565140304286,0.01966929890789982,0.25063754766649066,0.3145622122966543,0.0719939182449416,0.04899463057404166
HALLMARK_ALLOGRAFT_REJECTION,0.12524927136827288,0.037234827674765034,0.10625896118202875,0.057077562461471644,0.3118557991094326,-0.0009585647672532692,0.00018318982553965692,-0.04350864752729802,0.06668560676746912,0.0792227516242341,0.14821887890614924,0.09286797250362405,0.11936331047899387
HALLMARK_ANDROGEN_RESPONSE,0.12191054000046762,0.022787558904370536,0.1095021115316363,-0.018389256135103636,0.31321615644386364,-0.017424959703822056,0.07242420151704515,0.09425005982866293,0.030452110272186923,0.25259028075835066,0.30089223376435215,0.0655272396183941,0.10348242640286769
HALLMARK_ANGIOGENESIS,0.012825570548712978,-0.05813978529127505,0.1671218924188952,-0.09027483073528367,0.38648806189330986,0.021171428931006184,0.07945448818038267,5.829834093266995e-05,0.03705022846616126,-0.05000567707836681,-0.2802983127060747,-0.0037160370838785354,0.12466262253273179
HALLMARK_APICAL_JUNCTION,0.16121723501563445,0.0216771032250969,0.34312349637492745,0.1560337751934156,0.4168519414663932,-0.01856825598031045,0.00032392424210306384,0.06115320227258833,0.029739848563126767,0.28221107094595504,0.31766609935250134,0.12510634131135315,0.056072828781628704
HALLMARK_APICAL_SURFACE,0.10608122422631452,-0.025203384754395066,0.16637518253266856,0.18104110040757243,-0.11072611300305267,0.05581060943554343,-0.022971799003023565,0.07297038983714195,0.09291905733481948,0.22229408398281383,0.2689830430052459,0.030745264664008988,0.03861924134359771
HALLMARK_APOPTOSIS,0.025647352423631663,-0.008463717462689351,-0.11186495069659781,-0.2070851245996255,-0.07679721812934108,-0.020604909722149317,-0.01428671161107866,0.0008913309745229454,-0.055010627909247836,0.01560786264966096,-0.08673203433779154,0.01775030339901541,0.03072042717768247
HALLMARK_BILE_ACID_METABOLISM,0.034323279680172465,0.016154987831313798,0.23392859928072074,0.2210674053518603,0.2468846187253312,0.0026320982968900575,-0.020750094416800754,0.01386817369189163,0.046148190928455124,0.2803098356347182,0.25049226515719103,-0.019465112018280918,0.016761198904291775
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.006676240448051702,0.021310550573020667,0.21419801528775634,0.16616286560986146,0.3705616099799707,0.013959284926970036,-0.007894076016176024,0.13812941252953098,0.08126796384037721,0.23728579446393855,0.31541142773115854,0.05207553188775489,-0.002572464576674276
HALLMARK_COAGULATION,0.14621638867233128,0.01943507136333609,0.11145550733135422,-0.024596065386283325,0.2701760966242487,0.013527719197482772,-0.015073985614218147,0.11780247405785148,0.010518714507185917,0.21558736855666782,0.19994401452506008,0.06375279919020188,0.06739443392623926
