,MGH258,UKF251,UKF259,UKF275,ZH1019T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.051404824874615576,0.04515594127588835,0.032895701546481956,0.002214377163897825,0.012479275247938374,0.039362768042081345
HALLMARK_ALLOGRAFT_REJECTION,-0.04003379465166129,0.05642033558361873,0.06484411388666717,-0.039527185894714344,-0.04553098520349652,0.03302914557864112
HALLMARK_ANDROGEN_RESPONSE,0.019625552388408865,0.029492441583901866,-0.013925437469902128,-0.03422489318444587,0.00203663737262671,0.07342242640892906
HALLMARK_ANGIOGENESIS,-0.026973756713075846,0.008797390808656498,-0.03195375995417065,-0.04783938637665109,-0.038341623985748814,0.06467737191057094
HALLMARK_APICAL_JUNCTION,0.04147524869535721,0.06777292511311134,0.00934517342214473,-0.007495903807578151,0.0005314879004583886,0.06672446603044704
HALLMARK_APICAL_SURFACE,0.06558867403269708,-0.001858211141454806,-0.0017808878238359587,0.0011670971726648308,0.09423708505196202,0.07479977782070026
HALLMARK_APOPTOSIS,0.022986001156886465,-0.006655378256850408,-0.01798170012227113,-0.06169842039559597,-0.002491851831164822,-0.00654873474320918
HALLMARK_BILE_ACID_METABOLISM,0.003930766966001533,-0.03492597114555109,0.012106524359301539,-0.010824092723999049,0.029126446767488528,0.020574314521630208
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.037064261387845084,0.07966783363788296,-0.03005563693079029,-0.020036424844879844,-0.011373703217935452,-0.02172486429968404
HALLMARK_COAGULATION,0.042164425292299836,0.0711699621812073,0.005387380879797793,0.0146296527926324,-0.0578673631987789,0.05271129105077031
HALLMARK_COMPLEMENT,0.017618947654738967,0.021782665720170118,0.02377987227159524,-0.03409960221188805,0.0012226220562716883,0.05295541921764145
HALLMARK_DNA_REPAIR,0.024969628374990824,0.06294925602709806,-0.03289813258734578,-0.003765386520301525,0.021756802868838358,0.019107588844609957
HALLMARK_E2F_TARGETS,0.020256240243387385,0.03147532530967487,0.025102132633263014,-0.051497671958533456,0.002816010513029146,0.02228707997392633
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.039393166859722446,0.04419991148824242,-0.03754155356720198,-0.039705680605625716,-0.07680572936160457,0.05023579384498361
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.009891768919034287,-0.01880217863800353,0.05190345017784558,0.03125967424145555,0.022838788443188724,0.03370244109922318
HALLMARK_ESTROGEN_RESPONSE_LATE,0.010704207032632095,0.03341299235392366,-0.0005383336091928667,0.023420931965115785,0.07299638581443639,0.01209613032117445
HALLMARK_FATTY_ACID_METABOLISM,0.011287923532279961,0.014170657566964668,-0.024115404914639225,-0.04898531351905416,0.05168353490602501,-0.0034256623511426695
HALLMARK_G2M_CHECKPOINT,0.016482244863776214,0.0544009877052299,0.0020930186006219626,-0.04072235159696373,-0.026923270545803648,0.03852363204225285
HALLMARK_GLYCOLYSIS,0.036568028930142375,0.0519837092515358,-0.015383885687042497,-0.041728161133105374,-0.008108254239891524,0.026504627045635772
HALLMARK_HEDGEHOG_SIGNALING,0.09660032973394966,0.07645631130767801,0.0070692296985068554,0.03249082327186816,-0.07799952659100921,0.0017830292669213663
HALLMARK_HEME_METABOLISM,0.043566580512650596,0.0688046261557018,-0.016601333039900548,0.01581274959393202,0.011226270638622717,0.017979369957665303
HALLMARK_HYPOXIA,0.0013222664124942357,-0.05325442717670926,-0.05939553397515117,-0.045413911243866394,0.021182167331797556,0.00857515983193503
HALLMARK_IL2_STAT5_SIGNALING,-0.004269240141965004,0.0553383490167598,0.027125849671391488,0.03100333956468556,0.009022267305693445,0.0633531474388654
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.005251504597868805,0.01610279247699722,-0.0032767394859630006,-0.06438968862282869,-0.009908379152184565,0.016457126891169526
HALLMARK_INFLAMMATORY_RESPONSE,0.07085457894246407,0.035889359813420875,0.009762710886394419,-0.016131931460988506,-0.05823103022775031,-0.023353644795298514
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.01754032710496811,-0.0035519802302397072,0.02076252529641264,-0.057665564359383914,-0.04093408011460642,0.03781011575504889
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.009725398079006837,0.01990074556686959,0.01676832065104389,-0.008262015635795891,-0.08013179180867495,0.032905508831120124
HALLMARK_KRAS_SIGNALING_DN,0.05746636848839418,0.05351933176769356,-0.0021881637722243833,0.02199521747087886,-0.026031424061351408,-0.0019828787243782267
HALLMARK_KRAS_SIGNALING_UP,0.04248077122956333,0.020602499103939152,0.034835634417230296,-0.018267545154728518,-0.06523924029778892,0.031211634125927794
HALLMARK_MITOTIC_SPINDLE,0.03690000335699872,0.07070125652091282,-0.017217795661174,-0.016717568767333362,-0.008496348620947291,0.03692495656230121
HALLMARK_MTORC1_SIGNALING,0.044720079850314454,0.05156004382570796,-0.021179558077480218,-0.043262256802768295,0.004569982617885158,0.028305454175484558
HALLMARK_MYC_TARGETS_V1,-0.005914832205521479,0.059324004976750264,0.014998348854070993,0.03517969716695574,0.02673677074538083,0.03444162701991709
HALLMARK_MYC_TARGETS_V2,0.01312003255809597,-0.08759530931508407,-0.030499241619353478,0.04222220815025354,0.019465732292249502,0.05126542030787877
HALLMARK_MYOGENESIS,0.05105492306145579,0.07086715072343072,-0.019602705891149375,0.008901155069067513,0.023890239827433647,0.03736748451895881
HALLMARK_NOTCH_SIGNALING,0.017179892737638668,0.07177440658138677,0.025260550205772638,0.030251198100541447,0.06838537847882942,-0.0012627807206137506
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.0073068470869570665,0.0500439540931781,0.008018604665767174,0.03771207820205307,0.00680151497006525,0.015763956652163347
HALLMARK_P53_PATHWAY,0.03844828881993756,0.016892861068857404,-0.02945685962486495,-0.05102899686064254,0.10386891955958438,0.008061117440615292
HALLMARK_PANCREAS_BETA_CELLS,0.011389040632924733,0.05726889024187145,0.05133484853276312,0.016806061260821265,0.010799743155077573,-0.0016304160662633197
