,MGH258,UKF251,UKF260,UKF266,UKF269,UKF296,UKF304,ZH1007inf,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.058862895561916984,-0.017201998294908528,0.07114025790731468,0.053826485429287446,-0.023364317635832514,0.02388114314733096,-0.007493553226554557,0.01724657191156871,-0.0020557666021611878,0.0294220739711014,0.02979427157054852,0.008648172938619442,0.025419727776986544,0.16358581141770503
HALLMARK_ALLOGRAFT_REJECTION,0.15224787490564945,0.014190450008497902,0.02071084008543731,0.0810218124135166,0.020948311117696117,-0.013709487810373152,0.0574043475779846,0.09288561729582867,-0.06297882276316688,-0.009873857525888681,0.006390299533543495,0.07054836750839238,0.04134578650838936,0.031738507390278586
HALLMARK_ANDROGEN_RESPONSE,0.07410481097906504,-0.017586759349656776,0.13609545113711446,0.08679046361521252,0.06544450485651265,0.07585414811183006,0.04742193704429532,-0.011772740438685503,-0.012361806152891135,0.03166408983780702,-0.0010293531726118079,-0.014361462355632747,-0.00419317866665113,0.13980101677028578
HALLMARK_ANGIOGENESIS,0.11819410562083238,-0.030657790733216624,-0.14648606887951202,0.12087646775546984,0.014134468003521876,0.058894252468134636,0.0919729366564558,-0.036464724584317564,-0.04485041476344546,0.04697382681588722,-0.00030651270581060207,-0.006491580837341463,0.01526254479406294,-0.0862992765721754
HALLMARK_APICAL_JUNCTION,0.03034892584998107,0.013531849411140608,-0.020350714541765944,0.12394118889476105,0.015569498659626306,0.022825051922212746,-0.04586877100888816,-0.06900510914156602,-0.03567998679617511,0.010542057226770004,0.0019215147379332172,-0.013461757808158758,0.05223594032681316,0.12274751004411164
HALLMARK_APICAL_SURFACE,-0.002108631457755799,-0.004173047992542418,0.02361241694468995,0.011668180359203533,-0.01048004523535367,-0.0018913385315713074,-0.0017445093244757685,0.04498302419276065,-0.008491017865793959,0.028893822063704295,-0.009707504470412498,0.021139812939641477,0.06412531198247307,0.05224816746520838
HALLMARK_APOPTOSIS,-0.017411124470264085,0.03589454360641581,0.01148290564944107,-0.06024496371258235,-0.024728406288211113,-0.03837193754532137,0.00797685389580719,0.01824084089806482,-0.02388534456091647,0.02572958528559426,-0.005915903870513702,-0.028242522680842718,0.047063245561839016,0.02859587370516784
HALLMARK_BILE_ACID_METABOLISM,-0.005677220172621979,0.03287937376186567,-0.00990791615477173,0.09575521756488996,0.07217537433174362,-0.05874036581250078,0.06844007638933398,0.057997781356620266,0.03632189063283004,0.09207076282559046,0.01177954662919213,-0.02385559768628661,0.01791381041729743,0.10337091215846561
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09991375868475807,0.06624599537860322,-0.028736336045785724,0.11221473501390154,0.04799246771729648,0.0400752928985821,0.1387725355930735,-0.01635395298177105,0.015019987704191384,0.07336067345411908,0.06875353238178995,-0.020969941577752685,0.01645162757913287,0.21945615886222064
HALLMARK_COAGULATION,0.21737066349690193,-0.0033564551940133518,0.011346216346483752,0.07819194372791667,0.06844935412078439,0.07259928710696789,0.09467985488253251,-0.006015429127108026,-0.06758464363143205,0.03356699395461437,-0.01806145628200884,0.013642063241296548,0.015607090885796903,0.09210594203533203
