,UKF248,UKF251,UKF259,UKF260,UKF266,UKF313,ZH1007nec,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.005251561655719876,0.011322221103406107,-0.0560587578888596,0.011950754997720104,0.0841581359716489,0.025695200323765998,0.028455893295211532,-0.023065075151936152
HALLMARK_ALLOGRAFT_REJECTION,-0.07258503425989482,0.041978860639894415,-0.024837090309652074,-0.010674596339526773,0.11158458875880495,0.12472176529791852,-0.05755490246721565,-0.10755186097465577
HALLMARK_ANDROGEN_RESPONSE,0.022866426460973675,0.02668073628374117,0.06379934610568491,0.135377146465854,0.08515407112905422,0.1036762210200722,0.11149630339099904,-0.01570018803037897
HALLMARK_ANGIOGENESIS,-0.02212462878690649,0.008629250967180414,0.022446283587092428,-0.15566836399621078,0.06349691779565494,0.002851776133180271,-0.02296863952649236,-0.014435910341467337
HALLMARK_APICAL_JUNCTION,-0.031221683766941413,0.06594180610562907,-0.07133404122632088,-0.049924382125697955,0.11673658797131194,0.09739815152034842,0.05834508008690947,-0.017486937981118222
HALLMARK_APICAL_SURFACE,0.06494099737118728,-0.0013784136905891679,-0.08992560001095914,0.007740955194155399,-0.04962425860204657,0.08635411821172577,0.011167520399215715,-0.1002164149372874
HALLMARK_APOPTOSIS,-0.07890143606646541,-0.007515080283689519,0.06591423146522503,0.05834888248785325,0.06138323641940425,-0.11859063625647918,0.060175641892952325,-0.03397114205812431
HALLMARK_BILE_ACID_METABOLISM,0.0710233859565042,0.019266536017218838,-0.07494279738469158,-0.11142870271063766,0.06159770922660256,-0.04297242254240252,0.024541747929345773,-0.049895859186051356
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.050979343500459996,0.031437143562812915,-0.04122733213645712,-0.05246017444454439,0.10176021800661991,0.08998369054711407,0.11958242893836916,-0.03797786420901076
HALLMARK_COAGULATION,-0.06441092562967315,-0.006087244028137195,-0.08678176784304974,0.03704876908992144,0.08056821913594314,0.18196354608604687,0.005872625642361047,-0.07179804063203248
HALLMARK_COMPLEMENT,-0.022568153849852505,0.043057496140539976,-0.035636493205008626,0.12200360083618518,0.1245337968938132,0.08601142016234695,0.029539831150756216,-0.0734211389726295
HALLMARK_DNA_REPAIR,0.01777635294261941,0.05800626604029167,0.1040159853889917,0.06954792622237942,0.11299560746624572,0.10895007959670655,0.11117787848343522,0.006025093697394553
HALLMARK_E2F_TARGETS,0.07513658493323044,0.06145336140982962,-0.02056560918671385,0.00035386115576073376,0.10699395704031714,0.11020090330161109,0.049489191567124884,-0.0517744495189639
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.09312326473836402,0.012716620954955736,0.08392254252167149,-0.13792486147884073,0.1030642985053172,0.0870182455749852,-0.019532167846967503,0.05326138759293274
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.04720021332011932,0.04532379996848291,0.020541616638098857,0.14783109987134807,0.08790552059551157,0.03189435274112092,-0.015299906335996769,0.0259967989193379
HALLMARK_ESTROGEN_RESPONSE_LATE,0.050783174314622294,-0.011785728153113503,-0.06430231742679378,0.03395795665758169,0.07140107476425579,0.035338603600664174,0.07507001598299397,-0.09717759723209587
HALLMARK_FATTY_ACID_METABOLISM,0.02840840180862672,0.04105357281922899,0.08930303358189813,0.07521187073042902,0.0595980255917395,0.07479205463828789,0.06783478528472595,0.12620472868649402
HALLMARK_G2M_CHECKPOINT,0.04033426018593046,0.0089062355268216,-0.03051003137565585,-0.1016155120563923,0.10180418729920938,0.08026588353280442,0.0600182093639332,0.052370497903890735
HALLMARK_GLYCOLYSIS,-0.012682564017973623,-0.012253859508185829,0.017160996745663525,-0.0027523567602947235,0.07164787066413542,0.1508295436973736,0.11969220307373968,0.0502887192713611
HALLMARK_HEDGEHOG_SIGNALING,0.09619618084775615,-0.016916218952221698,-0.06604185230517039,0.1658768685595226,-0.006755147632189845,0.13812972402164056,0.16878285495647757,-0.03148434911270204
HALLMARK_HEME_METABOLISM,-0.03872345465196182,-0.0075557834532656775,-0.019641144612206306,0.08505968945873862,0.10676223688860281,0.16618997596798366,0.04432045351845744,0.007865438727512896
HALLMARK_HYPOXIA,-0.0675832286734688,-0.029573825163437234,0.12301871625767702,-0.049076148020116284,0.0034544466053733755,0.06496393630495573,0.0320659258016061,0.0748236279540739
HALLMARK_IL2_STAT5_SIGNALING,-0.021329360450763862,0.0069923535549155326,0.07881978029466201,-0.020179180327050735,0.06346915800651697,0.08473857173388714,0.03709303269414859,-0.0035769435992936568
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.08348482776396636,0.023170866209974692,-0.03920082443472041,-0.13272961411441922,0.04359455818497616,0.14115321976915032,0.001600751724169417,-0.04451190859004695
HALLMARK_INFLAMMATORY_RESPONSE,-0.05795930392451668,-0.04367848453631102,0.0382090253712805,0.0764504488210049,-0.014605666416861606,0.006666611079525701,0.06250538178247021,0.05632858288739962
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.003751546727454983,-0.042042743200387374,-0.06342530682879699,0.04124986256000184,0.05422115671634598,0.04335736077658302,0.06924223354715671,-0.03133422414500727
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.09458259041412016,-0.025908865459416286,0.10702716268838881,-0.16236832248073582,0.1010763459175583,-0.01761590634905642,0.08786060981590431,0.026532970008503746
HALLMARK_KRAS_SIGNALING_DN,0.040073861768937985,0.021506474915421507,-0.07780020278773035,0.1051646757362953,0.07802746247261717,-0.0993509038424602,0.05050249546958288,-0.05464080379901562
HALLMARK_KRAS_SIGNALING_UP,0.0069815529512040125,0.03758273870588338,-0.017499460063000523,0.16748135090537652,-0.015630557831835985,0.11375426930122869,0.011951250332268808,-0.04075000296824905
HALLMARK_MITOTIC_SPINDLE,-0.007627509914136604,0.01330251779258799,-0.04848897892521413,0.1339777926124491,0.10162457193354793,0.1456116819187743,0.04825372399427441,0.026930750023853804
HALLMARK_MTORC1_SIGNALING,-0.032450250420104305,0.03271869758513793,0.11392158763261488,-0.06755594735060667,0.06745155337769677,0.14587146525647982,-0.03294453662201452,0.12243151963304401
HALLMARK_MYC_TARGETS_V1,0.063510738809867,0.018088355592782435,0.13737887859590855,0.02077878885728504,0.12168036724606768,0.16887964227233682,0.054671914738928545,0.05351036947709916
HALLMARK_MYC_TARGETS_V2,-0.03674552784362244,0.01529113847252713,0.02614678421070077,-0.08433916959273112,0.06412076479736412,0.0519811027633088,0.08735498404578854,0.022874349999853008
HALLMARK_MYOGENESIS,-0.05805269883760747,-0.013099454610678147,-0.07864075858736112,0.14163839258835076,0.06790817762304385,0.16034460374814596,0.002306673517591925,-0.08113545000867203
HALLMARK_NOTCH_SIGNALING,0.0009312995776585293,0.011394301076954728,-0.053176115123020146,0.04240554026759936,0.10186989100034871,0.09133396814609106,6.66745286143522e-05,-0.049959056105220945
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.05038895359792612,0.018974063771661092,0.08500437069640117,0.10252124485312843,0.11080138396690539,0.10502623761435764,0.151054204956657,-0.06121207809841668
HALLMARK_P53_PATHWAY,-0.012031235126284952,-0.0077603221695255395,0.13214380174959756,0.020345084846577,0.12496318272989355,0.10736618539845776,0.07610177298299275,0.10773159667929937
HALLMARK_PANCREAS_BETA_CELLS,0.029865158844753097,0.06698722822012713,-0.030911894739222314,0.14813168805232405,0.057784447518199916,0.09504227134347963,0.03212617080607731,-0.08524971175235967
HALLMARK_PEROXISOME,-0.013896400714496706,0.0030978222845159968,-0.058380068295184405,0.06868144045491488,0.11183802118501801,0.08983077659847706,0.0830033767632229,-0.039919709700100045
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.0022780744086977446,0.02638614838231391,-0.036694989412517844,0.10223128564894407,0.07098607606141637,0.07255319045415001,0.10823896842510082,-0.013001969764021428
HALLMARK_PROTEIN_SECRETION,-0.03551875158818546,-0.026233194901461594,-0.003505456497985366,0.13096838830495774,0.09796463648640005,0.1663012905816362,0.01790833158837454,0.03484585649595807
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.03364472080959054,-0.03294599135563876,0.13560913207724523,0.1559401483930082,0.07829300591381232,0.13609033332092235,0.08602614307288187,0.031409322078685104
