,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.019475195737061902,0.14500618322058317,0.03817277037404665,-0.016179038722887156,0.03582298657826591,0.07867640946771814,0.07332439903286149,-0.04075731311662333,-0.0025717555131246177,0.07640318677291634,0.12971303287142397,0.07513242741125915,0.07320000082398877,0.1590663936524231,0.15590447655331002,0.1116911659452235,0.24321765704934697,0.13585470939001637
HALLMARK_ALLOGRAFT_REJECTION,-0.09821095268783783,0.1029217232913883,-0.011996910095728917,0.056667617518937966,0.03744582838410847,-0.000793630813589185,0.09859970661005574,-0.03814920809825827,-0.01253245524998718,0.07524698567922702,0.14135816561339223,0.13497917562365871,0.16979150648964395,0.16779180237492744,0.14055399323053164,0.13344089848397483,0.2940251667812956,0.1356913782700168
HALLMARK_ANDROGEN_RESPONSE,0.061648128563415866,0.17301264689665913,0.05437484838796198,0.027723208904464888,0.06802501268296206,0.03782935340646851,0.027516462482374576,-0.046809594219510586,0.015234607244122792,0.03829997021436617,0.10067872424751707,0.07381654743123789,0.08996264685968604,0.11943280551872221,0.12802488229739947,0.13377263917586982,0.3390052105027536,0.1122145763459137
HALLMARK_ANGIOGENESIS,-0.04892781658242279,0.05926668920902108,0.007863591408859814,-0.0013463959990778803,0.014850690792875022,-0.03978115382961666,0.05876936485364698,0.07458444418596048,0.008275787884518134,-0.042886373579889954,0.17407166127459947,-0.0934374426672789,-0.09597019228401403,0.0074265003770173045,-0.03562698761014364,0.03384109305597199,0.09914613616660943,-0.007728514452705332
HALLMARK_APICAL_JUNCTION,0.07052113740768072,0.19187300352379755,0.021002068305694593,-0.023798486454668075,0.07469744957350999,0.06354378012363873,0.0987900028651825,-0.006945448949742314,0.01499864682457032,0.046272263576023334,0.20321209603943213,0.09653162678959114,0.13575735422632734,0.13279646867659992,0.13324923040839315,0.09452568012568693,0.4304397225601393,0.13167540688691043
HALLMARK_APICAL_SURFACE,0.1080638636629034,0.1252746446826535,-0.014143645203354661,0.006382041925552594,0.033278090918255884,0.037372668016393634,0.01682409533677237,-0.04708784487313699,-0.03416712236894557,0.037286013263096794,0.04996188216476702,0.1349941720759774,0.04765901728436077,0.045316151681763873,0.11180951769343773,0.05014579056062615,0.36066029889758205,0.11724511708620733
HALLMARK_APOPTOSIS,0.025085384916659553,0.11610368980146513,0.018633730284349594,0.014661113226500922,0.09944307657662396,-0.010311416177762338,0.015096647529174468,0.019197007195795826,-0.021655995694584505,0.0815675921978479,0.057401326750595484,-0.027538703343756993,0.07854699997302456,-0.055393159970616106,-0.025239759718103327,0.015388236491748891,0.08895119424871961,0.06974111704833041
HALLMARK_BILE_ACID_METABOLISM,0.015656692975512504,0.08374117236886873,-0.07013264008912716,-0.03063026766022887,-0.007315528728871009,0.0007254408528067481,0.004829086491101113,0.02481912744386249,0.02958799880964635,-0.0013799302059336405,0.17153875454746292,-0.029324069573772975,0.06644339079948493,0.12410589532409697,0.09292651806614742,0.1287894487126494,0.08691512998658436,0.061459242179909515
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10130981960776113,0.001928413393166053,0.03549119199525154,-0.03938907327337077,0.009933853720089165,0.010241792680536276,-0.01708410537780791,0.022466938724512785,-0.005316973376255668,-0.016252599868845433,0.12002129534057807,-0.08342481133583884,0.012539729774028459,0.11715505951369677,0.09712586061509337,0.04079817195297859,0.1065484206610384,0.04924579568255855
HALLMARK_COAGULATION,-0.13152323075082822,0.21141668995809051,-0.029388860999843378,-0.04270235944531028,0.14869537258561566,-0.02037448671362303,0.03890433947727729,-0.018932870656797964,-0.02914771103067384,0.07259040474936904,0.14034329462245695,0.16388799108428967,0.144492201166985,0.13250371585559523,0.15901516478002425,0.05272716149520664,0.40744964789748767,0.1390167090495489
