,UKF334,ZH1019inf,ZH916T1
HALLMARK_ADIPOGENESIS,0.10205740596966915,-0.02953035974148783,0.08570070695537096
HALLMARK_ALLOGRAFT_REJECTION,0.12436779734826259,0.017577285137396044,0.08219495298570269
HALLMARK_ANDROGEN_RESPONSE,0.12285114143609706,0.06737414389961133,0.04886203763658138
HALLMARK_ANGIOGENESIS,0.05567903182150884,0.0020534188304957833,-0.05160534833680591
HALLMARK_APICAL_JUNCTION,0.1184242160173431,-0.06061827508373488,0.06259031274006627
HALLMARK_APICAL_SURFACE,0.051813845891857516,-0.05289810879257768,0.0716599799152338
HALLMARK_APOPTOSIS,0.005761042983436296,-0.12670215663335577,0.05669700527871088
HALLMARK_BILE_ACID_METABOLISM,0.09371959828567873,-0.02226580061209074,0.04347267015046863
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.028337141366731745,0.06389310511352646,0.03840785784555257
HALLMARK_COAGULATION,0.11854430583174552,-0.053191540251812136,0.10819505102547118
HALLMARK_COMPLEMENT,0.09046705908610686,-0.02547037137221308,0.02083045085056729
HALLMARK_DNA_REPAIR,0.1338201693257023,-0.00944850032130241,0.05047825152018976
HALLMARK_E2F_TARGETS,0.12456120918693943,-0.03781657519252091,0.04886939629069594
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0950983681752763,-0.08070218801075824,0.030267200373396714
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.021128026996822445,-0.06922706712319505,-0.000993585042341262
HALLMARK_ESTROGEN_RESPONSE_LATE,0.01679574063071927,0.05476677067928356,0.023254734623340812
HALLMARK_FATTY_ACID_METABOLISM,-0.002026151414975892,0.0029331778296306844,0.034421597842206386
HALLMARK_G2M_CHECKPOINT,0.13253899442257985,0.0007674028392880669,0.03145513762332659
HALLMARK_GLYCOLYSIS,0.00511059689223624,-0.06495546487427144,0.03033682228216437
HALLMARK_HEDGEHOG_SIGNALING,-0.006870073905985801,-0.09019709025264491,0.0481750076033882
HALLMARK_HEME_METABOLISM,0.07927858770076071,-0.037700515386412795,0.05956694337287553
HALLMARK_HYPOXIA,-0.018681139281890226,-0.06602714608927003,-0.047129098676817964
HALLMARK_IL2_STAT5_SIGNALING,0.07139431060150331,0.0504827080442255,0.03420110499777073
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.06450616033114812,-0.1111289768265332,0.03466564504928366
HALLMARK_INFLAMMATORY_RESPONSE,0.04612729701477297,0.12073473910185618,0.03794693598424249
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.06821668974482044,0.011261343491781504,0.05937177230196399
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.12523078708812582,-0.06730187512682212,0.06259394575132474
HALLMARK_KRAS_SIGNALING_DN,0.020768188651120692,0.031431474370186015,0.01915606802892041
HALLMARK_KRAS_SIGNALING_UP,0.04445476676476272,0.019862823580108036,0.04359166840602915
HALLMARK_MITOTIC_SPINDLE,0.08339565807106437,0.02807528879984739,0.06381067475442541
HALLMARK_MTORC1_SIGNALING,0.004953220002343107,-0.027329565125605484,0.0047611233173981945
HALLMARK_MYC_TARGETS_V1,0.13009064875189288,0.02016083875996287,0.012064003947033684
HALLMARK_MYC_TARGETS_V2,0.03516163328660339,-0.05093232336639063,0.053606568782214724
HALLMARK_MYOGENESIS,0.05411930503761142,-0.0401232574217106,0.07183297498167623
HALLMARK_NOTCH_SIGNALING,0.13815189080541893,0.003439587283770626,0.04221281558078217
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.10743180823490533,0.02767104131089455,0.043945285824661666
HALLMARK_P53_PATHWAY,0.09082330914540988,-0.041613113302395005,0.036218193235851036
HALLMARK_PANCREAS_BETA_CELLS,0.09980147844075637,0.05154649059185104,0.020156574504235487
HALLMARK_PEROXISOME,0.045610911956337256,0.08003391088011833,0.04910111608476257
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.06003941613961635,-0.05193703092266068,0.061786296409612765
HALLMARK_PROTEIN_SECRETION,0.10649596873408275,-0.042806875498908645,0.02174236261329114
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.1040305678398021,0.07880210746943202,0.038885457099697304
HALLMARK_SPERMATOGENESIS,0.060500424036255454,0.025300297002314377,0.04613408525524147
HALLMARK_TGF_BETA_SIGNALING,0.12479586802328631,-0.006055534976705826,0.06257820579025794
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.04789570700919394,-0.08163254395158917,-0.022880125032056723
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.08298865399907565,-0.006609879147605488,0.042517590210624095
HALLMARK_UV_RESPONSE_DN,0.01850093938108814,-0.05187752322807863,0.028392446142948165
HALLMARK_UV_RESPONSE_UP,0.022556241597663212,0.08166344922950006,0.0187311557748673
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.07748118439797777,-0.04964194367315231,0.10294475506212218
HALLMARK_XENOBIOTIC_METABOLISM,0.07763894664558804,0.0104759064620846,0.061265228851971075
